V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
20170914,XRP,BCH,EOS,BTC,XTZ,0.0282882824413334,0.0254697635992336,0.0194934786150164,0.0178159839586608,0.0170406254366954
20170915,ETH,BCH,XTZ,BTC,EOS,0.024942479002642,0.02443570030172,0.0240770854657329,0.0209439934130463,0.0208131572754564
20170916,ETH,LINK,INNBCL,EOS,BCH,0.030598119807328,0.0282168526749503,0.0216761263662708,0.0174485668737721,0.0159973198255086
20170917,BNB,LINK,ETH,BCH,XRP,0.0366252599526297,0.0261710082609542,0.0218294743871946,0.0199876155895614,0.0178118597197586
20170918,ADA,ETH,XRP,TAGZ5,LINK,0.0288328436710678,0.0256486800405865,0.0198926485299219,0.0158510228174475,0.0127711330352835
20170919,XRP,LTC,ADA,ETH,TAGZ5,0.0436716983174378,0.0362220473569414,0.024632609351363,0.0238432787079462,0.0158842045733475
20170920,XMR,ETH,LINK,XRP,TAGZ5,0.0381000469047395,0.0280149807540033,0.0263923990970616,0.0243678757244021,0.020594009015481
20170921,XMR,TAGZ5,LINK,XRP,ETH,0.0351867210207522,0.0274326577150974,0.026027111699466,0.022154614591105,0.0191442130800574
20170922,TAGZ5,ADA,ETH,LTC,XRP,0.0329228959403108,0.0311659436692412,0.0280823434270615,0.024117416378483,0.0181303765363677
20170923,ETH,XLM,LINK,LTC,TAGZ5,0.0296645131539164,0.0285662517040964,0.0271748369938889,0.0187899613573858,0.0165190747348728
20170924,EOS,ADA,ETH,LTC,TAGZ5,0.0348017166791265,0.0317745175022738,0.0308371214355389,0.01887751831774,0.0166517969703878
20170925,TAGZ5,ETH,XRP,LINK,LTC,0.0314805081510678,0.0283940256675445,0.0261126554160594,0.0237158857517104,0.0192278898046
20170926,LINK,XRP,ETH,LTC,ADA,0.0243130002958421,0.0226619781956263,0.0222079284793046,0.0203366624259704,0.0127437654418343
20170927,LTC,TAGZ5,BTC,ETH,BNB,0.0357896192085431,0.0355980570435143,0.0284866577708748,0.0263799871575963,0.0187495210400513
20170928,XMR,BCH,ETH,LTC,TAGZ5,0.04203420024804,0.0371319424468802,0.0284334087772845,0.0253685439191632,0.0168558299942237
20170929,BCH,XRP,TAGZ5,ETH,LTC,0.0411774400533972,0.0384214096364582,0.0288907643607491,0.0276538698576147,0.0255480116126149
20170930,ETH,BTC,TAGZ5,XRP,LTC,0.0314493305679065,0.0296217060351845,0.0292544831459107,0.0215227684244877,0.0190628479904577
20171001,XRP,ETH,TAGZ5,BTC,BNB,0.0383721571381833,0.0312300713827436,0.0306012884323809,0.0287844788866948,0.0275517870503587
20171002,XTZ,BNB,BCH,BTC,XRP,0.027152512935634,0.0263715920375407,0.0246185632005893,0.023585367922465,0.0169898268012156
20171003,XMR,XTZ,BNB,XRP,ETH,0.0401097107959163,0.0264611688122006,0.0252667216596061,0.0171569077380372,0.0122191278486451
20171004,XRP,XTZ,BNB,TAGZ5,INNBCL,0.0311289265790755,0.0288281842310152,0.0253228748231703,0.0193019778154394,0.0171520686113933
20171005,BSV,BNB,XTZ,TAGZ5,ETH,0.0450475810970729,0.0402618346930988,0.0386740735700514,0.0313626198185317,0.0201382778900742
20171006,BNB,TAGZ5,XMR,BCH,ETH,0.0420587771181401,0.0346139331072031,0.0341790209355059,0.024331785740979,0.00685288741973512
20171007,BSV,TAGZ5,XRP,BCH,ETH,0.0368957489648768,0.0324061434780059,0.0321851021065599,0.0269085330743249,0.0179110246002054
20171008,XRP,LTC,BCH,TAGZ5,ETH,0.0301813940884498,0.0278134612744271,0.0219062667048412,0.0133679600085374,0.0086663405578439
20171009,ETH,XRP,LINK,BCH,TAGZ5,0.0389784215959411,0.0297867029019646,0.0275159545715385,0.0224464263422568,0.0161510579125256
20171010,TAGZ5,XRP,XTZ,LINK,BCH,0.0467231155386973,0.037714757451521,0.0318902263441466,0.0301991935485619,0.0187763590242709
20171011,XRP,XTZ,TAGZ5,LINK,BCH,0.049768350438822,0.0399592212393053,0.0340512502522193,0.0285586567369224,0.0191263277269707
20171012,XRP,BSV,INNBCL,LTC,TAGZ5,0.0394033102944099,0.0321206646815617,0.0311838157476729,0.0239555532265115,0.023674877514162
20171013,EOS,BCH,TAGZ5,XRP,LTC,0.0487509680294376,0.0349363349536221,0.02579921381798,0.0256284494293903,0.0189552645877894
20171014,INNBCL,XRP,TAGZ5,ETH,BNB,0.0337070018230996,0.0291628011405003,0.028859518157631,0.0232470444239256,0.0209598607488281
20171015,BCH,BSV,INNBCL,ETH,BNB,0.0326462954347715,0.0296032058158229,0.0289153855591069,0.0243241499785037,0.0168884341896627
20171016,ADA,ETH,BNB,XRP,EOS,0.0313609618034568,0.0310640172549631,0.0228014035005658,0.0208836092818599,0.0196861785273695
20171017,ADA,BCH,EOS,ETH,LTC,0.0287782588443026,0.0264895724149059,0.0202648176708222,0.0201110194251538,0.0143488885335382
20171018,BCH,ETH,XLM,ADA,LTC,0.0293932045493036,0.0265711896263422,0.0222060276479546,0.0191363447632162,0.011326613464784
20171019,XRP,BCH,XLM,ETH,LINK,0.0302757756571849,0.0281626747888598,0.0232868199304051,0.0214986689080564,0.0194621437554089
20171020,XTZ,XLM,LINK,BCH,XRP,0.0291131698596015,0.0224482413802648,0.0203710935394262,0.0177889539300804,0.0161755265605112
20171021,ADA,BCH,XLM,ETH,XRP,0.0218807023264297,0.0187568717187552,0.0185263188186569,0.0159492122020583,0.0146149090069618
20171022,LTC,ETH,LINK,BCH,XLM,0.0327339129233986,0.0273650699095116,0.0260839811328745,0.0212228244884789,0.0120046919425404
20171023,ADA,TAGZ5,XTZ,XLM,LTC,0.0256368670540328,0.0249124401730794,0.0218286777701091,0.0170577893200844,0.00974833287449557
20171024,XRP,LTC,ETH,TAGZ5,XLM,0.0307273027031114,0.0296233944938669,0.0242538694026835,0.0231817292146607,0.0135143819438812
20171025,ETH,TAGZ5,ADA,LTC,XLM,0.0242229420577448,0.0211539466638189,0.0209855334765098,0.0200113548321553,0.0106723569500742
20171026,ETH,XRP,LINK,TAGZ5,XLM,0.027731768697396,0.0207799854423968,0.0196017648857048,0.0191833317431644,0.0147076087201931
20171027,LINK,LTC,ETH,TAGZ5,XLM,0.0260693230647502,0.0217160060629095,0.0180257955289065,0.0164698785856852,0.0113102638225499
20171028,XRP,TAGZ5,LTC,LINK,XLM,0.0225931044656677,0.0165662141448419,0.015794097483342,0.015372696824653,0.0108550770707169
20171029,XRP,LTC,XTZ,LINK,XLM,0.0226431704569966,0.0203143958360232,0.0199132200339335,0.0152838765485648,0.012377681033374
20171030,ADA,BSV,XTZ,XLM,LINK,0.0217821239310483,0.0183430785346693,0.018010522026789,0.0169750288264699,0.0143706519928015
20171031,ETH,TAGZ5,XTZ,LINK,XLM,0.0261532210722753,0.0230173975886643,0.0187021371981832,0.0128935590097164,0.0124246522785461
20171101,ETH,XMR,TAGZ5,XTZ,XLM,0.0361170280928127,0.0271808877210844,0.0216297028376305,0.020311318210599,0.0160193710081551
20171102,ETH,XRP,XTZ,XMR,ADA,0.0337216403401577,0.0310168727756485,0.0183453856132285,0.0159300034035835,0.0114184801967252
20171103,XRP,ETH,EOS,XMR,ADA,0.033019821175054,0.0236485655651668,0.0198179815083986,0.017590372989338,0.0172337506982381
20171104,INNBCL,XRP,EOS,ADA,XMR,0.0230927474018946,0.0194079921223084,0.017997904974756,0.0168260160303067,0.0146740657577692
20171105,ETH,XMR,XRP,EOS,ADA,0.0310566436040468,0.028576743044675,0.0265628350430996,0.0250894581723202,0.0146209727976928
20171106,XTZ,BCH,ETH,LINK,BSV,0.0200596996574989,0.0172616599192114,0.0157191558357268,0.0136332305001329,0.0109527500853566
20171107,ETH,LINK,BSV,ADA,LTC,0.0178077177747852,0.0173438530819448,0.0134096893488755,0.0126226506541785,0.00915094249048356
20171108,XLM,LINK,LTC,ADA,BSV,0.0211360010201365,0.0190009435632258,0.0176297522587604,0.0139044117097219,0.0121610292390683
20171109,BSV,TAGZ5,XLM,LINK,LTC,0.0291644390240305,0.0236048089750728,0.0216054303300285,0.00889163510183269,0.00504555249737692
20171110,BCH,LINK,ETH,LTC,XLM,0.0158495334508563,0.0146157652590594,0.0112542143052922,0.00706551649380812,0.00573663902693533
20171111,XTZ,XLM,LINK,BSV,ETH,0.0216996306835348,0.0202353745188334,0.0187973025646882,0.00983127404238821,0.00752932502931059
20171112,XTZ,XLM,ETH,XMR,ADA,0.0210519955021801,0.0209283147652861,0.0208943486061203,0.0196295251406411,0.00695080680875607
20171113,XMR,ETH,XRP,EOS,ADA,0.0193614793780363,0.0180568645122917,0.0163411060580336,0.0143980165916254,0.00618502455230741
20171114,BNB,XRP,BTC,ETH,LINK,0.0226592978493101,0.0225262126792602,0.0193843171438745,0.0184570375849755,0.012402834376957
20171115,ADA,XRP,BTC,EOS,LINK,0.0376432440631438,0.0370586686933255,0.0289110913583589,0.0216115512198858,0.015319229724732
20171116,TAGZ5,ETH,LINK,XRP,XMR,0.0235900936659785,0.0202342324521262,0.0175468057906191,0.0148870659383921,0.0144576162543821
20171117,LTC,EOS,ETH,LINK,XTZ,0.0235358489944291,0.0218844493383631,0.0185268135387299,0.0176741111368162,0.0172679941157717
20171118,XTZ,XLM,BNB,BSV,LINK,0.0179235356733415,0.0170181778837247,0.015410217117196,0.0118798985913002,0.0110935857611131
20171119,LTC,XLM,XRP,BSV,LINK,0.0225418993930343,0.014939700712077,0.0139611799164644,0.0115378018674281,0.00952734844733209
20171120,TAGZ5,XRP,BSV,XLM,LINK,0.019055981270526,0.019049845230353,0.0164571433362307,0.0129204435033689,0.0106778951793649
20171121,TAGZ5,BCH,XRP,XLM,LINK,0.0231046261270826,0.0199244580674362,0.0151172917650716,0.013249522276977,0.00933958227772983
20171122,BCH,LINK,BNB,XMR,XLM,0.024382314019009,0.0219122661178447,0.0200254603266879,0.0152513343376284,0.0142352944276438
20171123,BTC,LTC,XMR,XRP,BSV,0.0181408293252939,0.0171679593921285,0.0154435082152129,0.0149143017287989,0.0118214386080678
20171124,LINK,BTC,BCH,BSV,XLM,0.0154829940718003,0.0148178809207216,0.0147698163506583,0.0136842483668418,0.0118117410615441
20171125,LINK,BNB,BTC,XRP,XMR,0.0250200936454396,0.0214304426293544,0.0198431903296593,0.0120740451521187,0.0080680089998072
20171126,BTC,ADA,LINK,BNB,XRP,0.0173364803854876,0.0159193636248845,0.0142943908395756,0.0133547106862804,0.00997881863445631
20171127,XRP,INNBCL,EOS,LINK,BTC,0.0258381456285085,0.0244209747510069,0.0144255221773374,0.0114323729430975,0.0113915946473554
20171128,LINK,BTC,XTZ,ADA,XMR,0.0339059436482238,0.0296574130371744,0.0183780669950576,0.0163479501904796,0.0160969297521762
20171129,BTC,LINK,XRP,TAGZ5,XTZ,0.0177941747596715,0.0173085547066123,0.0165833951209078,0.0149749300585244,0.0148870790221369
20171130,TAGZ5,XRP,INNBCL,LINK,BTC,0.0205433878098328,0.0179952218215195,0.0176946858636582,0.0154481885079426,0.0154291907450046
20171201,BNB,XLM,INNBCL,BTC,LINK,0.0246621856458287,0.022797700790489,0.0180531831184342,0.0116707009972873,0.00348324957146823
20171202,ADA,INNBCL,LINK,BNB,BTC,0.0265870896816454,0.0230840425570028,0.018786303065342,0.0170355727144252,0.0149114352478994
20171203,XLM,INNBCL,BTC,XRP,BSV,0.0273393813901057,0.0160412208988705,0.0152573998916589,0.012315041835933,0.0111679283154843
20171204,LINK,XLM,TAGZ5,BTC,INNBCL,0.0242987058459297,0.0238183834332432,0.0189547982269776,0.0177909974444876,0.017581932041353
20171205,INNBCL,BTC,ADA,XLM,BCH,0.0222826002582912,0.0209334848215511,0.01806752075764,0.01803184992847,0.0143729084590318
20171206,EOS,LTC,BTC,BCH,BSV,0.0251169414254118,0.0244519056735002,0.0171967089160801,0.015195252094622,0.0132451582470122
20171207,EOS,TAGZ5,XMR,BCH,BTC,0.0261296408703878,0.0241522692221786,0.0164747879977334,0.015920649282061,0.012804620090994
20171208,BSV,LINK,BTC,BCH,XMR,0.0278514696456729,0.0238898016502599,0.0154107766373322,0.013865267747859,0.0084557570037054
20171209,XRP,XMR,LINK,INNBCL,BSV,0.0302042014733868,0.0300906810302808,0.016209835893734,0.015314620723318,0.0108311246308008
20171210,ADA,XTZ,XMR,BSV,INNBCL,0.0288005349722571,0.0282759986105301,0.0278914867860448,0.0213050356770031,0.0123109575695631
20171211,LINK,XMR,XTZ,BCH,INNBCL,0.0364096659536161,0.0304134291341539,0.0303024191864653,0.0155442172615032,0.00985735597632397
20171212,XTZ,ETH,XRP,LINK,INNBCL,0.0322371562831125,0.0280272120731016,0.0268714592617778,0.0218015998342794,0.020514324504016
20171213,ETH,XMR,INNBCL,BCH,BTC,0.0280934529754204,0.0234063895270691,0.0205577892980983,0.0195702858325722,0.0131409893661022
20171214,XRP,BTC,EOS,INNBCL,BCH,0.0300697083181723,0.0255504591260552,0.0252372764275611,0.0231635425174321,0.0213953788064393
20171215,EOS,LTC,BTC,XLM,BCH,0.0262299823439828,0.0248569250614386,0.0239191999350955,0.0215133186354056,0.0164932623447303
20171216,TAGZ5,BSV,BTC,ADA,XLM,0.0239305080219108,0.0226867342931304,0.0165777404400749,0.0165708211585504,0.0163096530538462
20171217,XRP,TAGZ5,ADA,INNBCL,BTC,0.030516206720255,0.0285438198247114,0.0260323458942893,0.0158413363944103,0.013001249146624
20171218,LINK,INNBCL,XLM,BCH,BTC,0.0308907997092066,0.0223667154704548,0.0217866511290859,0.0194086179149469,0.0184112180990569
20171219,BSV,XRP,EOS,BTC,TAGZ5,0.0331327723633984,0.0319506817953398,0.0228581373502214,0.0195542143799253,0.0169751173708687
20171220,ADA,XRP,LTC,BSV,BTC,0.0371479471298005,0.0351050860785083,0.0341045686955814,0.0320887573770713,0.021452401925709
20171221,ETH,XRP,INNBCL,BTC,XLM,0.0413048736648009,0.0403577830250395,0.039545309555934,0.0245841802043405,0.0159224202403798
20171222,LINK,ADA,XRP,BCH,BTC,0.0429149271886963,0.0347069198470943,0.0336605022233247,0.0331756865641005,0.0221404598687939
20171223,XRP,BTC,XLM,EOS,XTZ,0.0351370060059158,0.0340965329425213,0.025618749201647,0.0251082236177964,0.0148361630129283
20171224,XTZ,XRP,BSV,TAGZ5,BTC,0.0403143978760779,0.0315038168234195,0.0292526593413169,0.022524658519612,0.0212145665582337
20171225,INNBCL,XRP,BSV,ADA,BTC,0.0377851071510979,0.0293708404030655,0.0273151258194471,0.0200667770007932,0.00711326948844019
20171226,INNBCL,XTZ,XRP,XLM,BTC,0.0375567740272884,0.0356253963678273,0.0318764815106013,0.0171665519004739,0.0128310430329723
20171227,ETH,INNBCL,BSV,XLM,BTC,0.0272439294871438,0.0268819537507282,0.0242891652916714,0.0168627266078953,0.0104846856136731
20171228,INNBCL,ETH,BSV,BTC,XLM,0.0384580937692267,0.0298286397681564,0.0297700012777513,0.0218219738780616,0.0153237700160306
20171229,ADA,INNBCL,BCH,ETH,LINK,0.0313066643871221,0.0298745931872017,0.0285477524904199,0.0202082369027787,0.0165212216686692
20171230,XLM,ETH,INNBCL,BNB,LINK,0.0497634174225336,0.0333746537046496,0.0307826627465796,0.0278742790906056,0.0209422033572848
20171231,INNBCL,XLM,ETH,BCH,LINK,0.0537401632873393,0.0500547306105234,0.042659903321331,0.0312072556362297,0.0246640883251376
20180101,INNBCL,ADA,ETH,BTC,LINK,0.0506181048280801,0.0434757629877803,0.0395610110799329,0.0366591269896008,0.0273812687816999
20180102,INNBCL,BTC,ADA,XMR,ETH,0.0417743890149351,0.0346289248658112,0.0286865616283715,0.0263416376786762,0.0243623502218221
20180103,LINK,XMR,INNBCL,ETH,BTC,0.0398103553242725,0.0360396922834974,0.0351436184935234,0.0332592339375268,0.0285469665186917
20180104,ETH,BTC,INNBCL,XLM,BCH,0.0392179908907225,0.0331633655980563,0.0309177253275761,0.0262792541579927,0.0244746963868483
20180105,EOS,ETH,INNBCL,BCH,XLM,0.0535527521769215,0.0383060114174146,0.0343813890105974,0.0282097749167191,0.0281640144746885
20180106,LINK,ETH,BTC,INNBCL,BCH,0.0405899517019481,0.0397728357451416,0.0395291945316166,0.0338420717786923,0.0280593816280186
20180107,LTC,BTC,ETH,INNBCL,BCH,0.0422209667251767,0.0400321128182355,0.0325354972700647,0.0270544919693935,0.0260351925226845
20180108,BNB,BCH,INNBCL,BTC,EOS,0.0515154781814956,0.0471059680636539,0.0403914458744363,0.0397826800994001,0.0337228249038913
20180109,XMR,INNBCL,BTC,XLM,BCH,0.0554819558791957,0.0444524993578553,0.0440930488861186,0.0415778630562073,0.0345583228281148
20180110,INNBCL,XMR,BCH,XTZ,LTC,0.0537094014888096,0.0536906449235004,0.041714645126911,0.0358234210985143,0.0236069004705922
20180111,XRP,INNBCL,BTC,XTZ,BNB,0.0597656146420421,0.0463368396996267,0.0403212071087191,0.0395803908476817,0.0255441077714385
20180112,XLM,XRP,XMR,BTC,INNBCL,0.0805000878205037,0.06649965693182,0.0527106142621192,0.0508731581822235,0.0232209461338964
20180113,BNB,INNBCL,XLM,BTC,XMR,0.0815773240467732,0.069185781100535,0.0652090915878614,0.0510405541037331,0.0260608713014466
20180114,XMR,XLM,BTC,LTC,LINK,0.0539986824230143,0.0498527995063551,0.0498439065368137,0.044366518493868,0.0396203232676908
20180115,XRP,XLM,XMR,EOS,BTC,0.0657615908773987,0.056524082568156,0.0551867728970375,0.0535902701871639,0.0457284889920751
20180116,XLM,BNB,XRP,INNBCL,BTC,0.0703106577805778,0.0461482847763845,0.041266412215424,0.0288240318170622,0.0270583704159461
20180117,INNBCL,EOS,BTC,LINK,XRP,0.0550215702496774,0.049759399831883,0.0476106911178914,0.0426446408321449,0.0368317144543919
20180118,INNBCL,ADA,BTC,XRP,EOS,0.0503705044311563,0.048932238283362,0.0453547731874099,0.045214319159343,0.0219154501133624
20180119,XRP,BTC,BNB,LINK,INNBCL,0.0478137222196782,0.0477156780438849,0.0466309834997514,0.0365812548802575,0.0293962263326148
20180120,XLM,LINK,BTC,INNBCL,XRP,0.0644181987156157,0.053521565327396,0.0494927019559931,0.049242427070081,0.0269117793316201
20180121,XMR,INNBCL,BTC,LINK,XRP,0.0618876446797891,0.0520005587979736,0.0478670058510298,0.0363836670395123,0.0269128110452112
20180122,XMR,XTZ,BTC,INNBCL,LINK,0.0607534978748988,0.0469340084933261,0.0448581216219536,0.0435025648614539,0.0380458655766951
20180123,LTC,XMR,BTC,LINK,XLM,0.0633930878675516,0.0612240634442511,0.0424078010900434,0.0364340376767589,0.0330113187132234
20180124,XTZ,XLM,INNBCL,LINK,BTC,0.0615815622247267,0.0529037265126951,0.048908918077919,0.048880799545335,0.0389932161320578
20180125,LTC,XTZ,XLM,BTC,LINK,0.0642395788535443,0.0637294640079009,0.0626622571142375,0.0372930661591863,0.0324003872266476
20180126,LTC,XRP,BTC,LINK,XTZ,0.045373614485168,0.0401547085957563,0.0369068437707702,0.0326494597814924,0.0216628878058793
20180127,ADA,EOS,BTC,LTC,LINK,0.0720476535359082,0.0493881746565199,0.038762888415334,0.0359408905086656,0.0328557574611795
20180128,BTC,LINK,XTZ,EOS,INNBCL,0.0448129318597997,0.0434460387545554,0.0424203442071534,0.0394734680792777,0.0381252243415958
20180129,TAGZ5,XMR,LINK,XTZ,BTC,0.0650072684067365,0.0557009204943729,0.0419775726808101,0.0408791789038243,0.0294892751458986
20180130,XMR,ADA,INNBCL,BSV,LINK,0.0585834993574232,0.0554884276356563,0.0453488344221867,0.0402830041816584,0.0360846879509491
20180131,BTC,BSV,INNBCL,LINK,XTZ,0.0588153801004075,0.0561650522985646,0.0322416221927351,0.0239179375869153,0.0195305366689191
20180201,BTC,BSV,XTZ,INNBCL,LINK,0.0582874438643554,0.0531543265210639,0.0408879038154506,0.0323457913686332,0.0224419470974903
20180202,XMR,XTZ,INNBCL,ETH,LINK,0.0621193790166739,0.0591695168107678,0.0540439184817786,0.0508010715821057,0.0454602918928897
20180203,BTC,XTZ,XMR,LINK,LTC,0.0657528154736767,0.0623718054194542,0.0600164117309642,0.0433687796213674,0.039916497576118
20180204,ETH,INNBCL,XTZ,LINK,BTC,0.0543977112251588,0.0467863558707091,0.0427368497134049,0.0427147778743498,0.0241611228579476
20180205,INNBCL,XTZ,BNB,LINK,BTC,0.0476875866407013,0.0466066047311149,0.0452148999942366,0.0333712136613187,0.0189764154241213
20180206,BNB,XTZ,INNBCL,LINK,BTC,0.0452508768644534,0.0448073474015013,0.0429055748042683,0.0360508274510024,0.0182644704524402
20180207,LTC,BCH,LINK,XTZ,BTC,0.0598604890033995,0.0551557856846198,0.0364674800272643,0.0344404726885004,0.0154684787839309
20180208,EOS,LTC,LINK,BCH,BTC,0.058150241784789,0.0478628305815245,0.0466402151575206,0.0368915215284982,0.0193145210059197
20180209,XRP,ETH,LTC,XMR,LINK,0.0609014851753051,0.0565397718230308,0.0541264802242545,0.0322660867173782,0.0269945670262558
20180210,TAGZ5,BTC,ETH,LINK,XTZ,0.051313073078428,0.0508167678762064,0.0507757634667541,0.0477109337093748,0.0309267946014088
20180211,BNB,ETH,TAGZ5,XTZ,LINK,0.0543098501467915,0.054101232574769,0.035820689241039,0.0344540310116603,0.0276872255132584
20180212,ETH,XTZ,BTC,INNBCL,LINK,0.0523039980443342,0.0492237476824465,0.0447655593208716,0.0418549812180624,0.0290076011932217
20180213,BNB,XTZ,INNBCL,XMR,TAGZ5,0.0682394798720713,0.0541667122362011,0.047033238918442,0.045771732549828,0.0342988242023175
20180214,LTC,ETH,XMR,TAGZ5,LINK,0.0755823344440429,0.0658951601417322,0.0549336418744447,0.0476422903373987,0.0433405867089614
20180215,TAGZ5,ETH,INNBCL,LINK,XMR,0.0769833353881395,0.076812787334495,0.0502628344066616,0.0495055997408647,0.0378923524005738
20180216,LINK,TAGZ5,BSV,LTC,XMR,0.0768913066929408,0.0724393592633098,0.0545862724754612,0.0462647121566973,0.035686933558508
20180217,BNB,ADA,ETH,XMR,LINK,0.0871856785510929,0.0708750329867567,0.0544163609753101,0.0441805028544377,0.033901267059318
