V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
20170805,ETH,BNB,XRP,LINK,XTZ,0.0288546626020718,0.0268228615233353,0.0203377999691834,0.0177110538906299,0.0169198952583544
20170806,BCH,XMR,BNB,XRP,EOS,0.0290773306864526,0.0280321923999144,0.0247326785859551,0.0229848939321071,0.0208781806109726
20170807,XLM,XMR,BNB,XRP,EOS,0.0271931675030278,0.0271805109923155,0.025042634149317,0.0244317765083914,0.0199479644572566
20170808,BCH,XLM,LTC,XRP,EOS,0.0327742324516152,0.03202351266921,0.0283813791110064,0.0201709352459466,0.0179140617159503
20170809,XRP,XLM,BSV,EOS,BTC,0.0321657790647339,0.0309933172326865,0.0259299725178981,0.0201316378207449,0.00562979511217907
20170810,BSV,XLM,LTC,TAGZ5,XRP,0.0306525337659124,0.0296288014098281,0.0246899076774592,0.0185818646428695,0.0166389301104095
20170811,LTC,BCH,XLM,XRP,BTC,0.0415435957767116,0.0365695063242901,0.036064651293951,0.0289101697745112,0.0128614387939609
20170812,INNBCL,BCH,LTC,XRP,BTC,0.0402312830656514,0.0370901194604272,0.0345964856902131,0.0230650667465177,0.0166080122333127
20170813,BSV,XRP,TAGZ5,XMR,BCH,0.036683317397064,0.0241836937560597,0.0236817138368477,0.0158191314799543,0.0136530555798747
20170814,BNB,LTC,XLM,XRP,BTC,0.0392819117092462,0.0341800811803079,0.0248831233776508,0.013314320107112,0.0106038602138339
20170815,BSV,XMR,XTZ,BNB,BTC,0.0361103656739989,0.0329158675614759,0.0308723687646761,0.0272419194439689,0.0249015914106729
20170816,XLM,BTC,LTC,BSV,XRP,0.0307925181691959,0.0301826878393201,0.0274859042238256,0.0209379510927261,0.00765779710985
20170817,XLM,TAGZ5,XMR,BTC,ETH,0.0324822686881588,0.0240934401397261,0.0227461249457129,0.0214727519520065,0.0190505713565241
20170818,XTZ,XLM,LTC,BTC,ETH,0.0363275451475007,0.03395793490359,0.0283132834460868,0.026126150568276,0.0187960462678888
20170819,BSV,ADA,BCH,LINK,ETH,0.0339607625123756,0.0318444907409445,0.0314472885239983,0.0279033417588884,0.0167555580326317
20170820,BSV,XMR,XRP,ETH,ADA,0.0288048727790385,0.0260818198257908,0.0248859957205344,0.0176679301998361,0.0116534131460829
20170821,BSV,XTZ,LINK,BTC,ETH,0.0357054909666238,0.0314574767125408,0.0234126669791363,0.0210633943780605,0.0206978823603361
20170822,BCH,XMR,INNBCL,ETH,BTC,0.0350562787721243,0.0346597509621862,0.0332788368397211,0.0317429049651383,0.020347549071998
20170823,ETH,ADA,XMR,BTC,INNBCL,0.0337796298382453,0.0326376718647431,0.0253386928384031,0.0232557876419062,0.0140181591942192
20170824,ADA,BTC,INNBCL,ETH,XRP,0.02985490623314,0.0226073673808568,0.0211121386464658,0.0158212665544743,0.0144544260946
20170825,LINK,XMR,ADA,ETH,BTC,0.0379476298048243,0.0353651394057926,0.0336004960539506,0.0264334793727537,0.022488707254989
20170826,ADA,XRP,XMR,INNBCL,TAGZ5,0.0266999933969921,0.0257391380522707,0.0239380085215587,0.0203510078780592,0.0189701231775323
20170827,INNBCL,TAGZ5,BTC,ETH,XRP,0.0284177406179792,0.0268604128321991,0.0243802955480388,0.0221677351038971,0.0188792326483726
20170828,BTC,ADA,INNBCL,LTC,ETH,0.0300033137875981,0.0294449810903249,0.0290708418312877,0.0257256474384181,0.0254258816993387
20170829,XMR,EOS,BTC,LTC,XRP,0.0276366966659379,0.0268248525367332,0.0246144166616945,0.0238985917925117,0.0196094834183773
20170830,LINK,INNBCL,ADA,LTC,BTC,0.038078509538386,0.0378637370563787,0.0369743818340965,0.0261293639651428,0.0245379296727663
20170831,EOS,LTC,BTC,LINK,ETH,0.0323237617168448,0.0315997859026148,0.0313091708931129,0.0284193927007314,0.0231601222824913
20170901,LTC,ADA,INNBCL,BTC,ETH,0.0319106711445079,0.02658023189942,0.0250952669661623,0.0237800942547778,0.0235441114921806
20170902,XRP,BTC,ADA,INNBCL,LTC,0.0270271510931925,0.0263473458595443,0.0257675390329249,0.0255968546145524,0.0153359478995527
20170903,LINK,ETH,BSV,ADA,BTC,0.0279539050828624,0.0260304656252079,0.0230441158517532,0.0218426055616914,0.0154459980252073
20170904,LTC,TAGZ5,BTC,XRP,ETH,0.0454000114367822,0.0425439077474122,0.0359104907532221,0.0333930052095444,0.0207476359103165
20170905,BNB,ADA,INNBCL,BTC,ETH,0.0396299856414931,0.0375872353623952,0.0314917232746367,0.0209052964934361,0.0164257520216573
20170906,BSV,INNBCL,XTZ,BTC,ETH,0.0374545298273986,0.0373877008609001,0.02988829070641,0.0271155878353206,0.0184522340766749
20170907,EOS,INNBCL,ETH,BNB,BTC,0.0384986752211118,0.0283857983753983,0.0280354438637794,0.0253562524300927,0.0229819878366063
20170908,BTC,INNBCL,XTZ,BNB,ETH,0.0287050203251442,0.0276977683955882,0.0268279710526417,0.0258017674804752,0.0192061521273249
20170909,ADA,XTZ,INNBCL,BTC,ETH,0.0382646092850837,0.0322073204614916,0.0289698738800936,0.0287480719827293,0.0212553109832611
20170910,ADA,INNBCL,XTZ,BTC,ETH,0.0394022191175929,0.0352642756025034,0.0267853153248923,0.0233358043439508,0.0175674259005867
20170911,XTZ,LTC,BTC,BNB,ETH,0.0357999768387737,0.0301798607932407,0.0296963394125784,0.0268104218675109,0.0195293739642771
20170912,BTC,ETH,BNB,INNBCL,XTZ,0.0337416853617107,0.0261650235931482,0.0229473339351158,0.0204002382402037,0.0162298891194156
20170913,XLM,BNB,INNBCL,ETH,XTZ,0.0374162886762073,0.0300009070334435,0.0266715409087979,0.0260918801491951,0.00831076990978819
