V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
20180914,BCH,TAGZ5,XRP,BTC,BNB,0.0705446850651498,0.0671787632611625,0.059096190825899,0.0571314972699022,0.0494986439910521
20180915,TAGZ5,BCH,BTC,XRP,BNB,0.082030889274031,0.0606250553505094,0.0568239508594536,0.0518799204033559,0.0488685681407711
20180916,TAGZ5,BCH,XRP,BTC,ETH,0.0827751209324132,0.0757417585168961,0.0578755735031564,0.0568939337652177,0.0493407381251533
20180917,TAGZ5,BCH,ETH,BTC,BNB,0.0924836815144689,0.0746071308168942,0.0587781872453221,0.0563620762211684,0.0491513677009636
20180918,TAGZ5,BCH,ETH,XRP,BTC,0.0893414592604139,0.0661458127400179,0.0599707512072139,0.0586037219570521,0.0550045398068896
20180919,TAGZ5,BCH,BTC,BSV,XRP,0.0940718730762425,0.06041130669757,0.0499839057598603,0.0488263174310095,0.046397155128969
20180920,TAGZ5,BCH,ADA,XRP,ETH,0.0785020868253476,0.0632921278102145,0.0496879393136979,0.0478179632766483,0.0448038174539047
20180921,LTC,BCH,INNBCL,XRP,TAGZ5,0.0755333833138936,0.0511718200325928,0.0503871991540736,0.0479896306865901,0.0439802205916589
20180922,LTC,INNBCL,BCH,TAGZ5,BNB,0.0766435349242546,0.0528610337646473,0.0506817909988772,0.0498361876647451,0.0415025477031982
20180923,LTC,XLM,BNB,TAGZ5,XTZ,0.0846088147178223,0.0740044881890967,0.0581672701984114,0.0479808862113551,0.0411058586857762
20180924,BNB,LTC,BCH,INNBCL,TAGZ5,0.0980089691219381,0.0777037268206419,0.0729716302158826,0.0454145597375343,0.0396231181219325
20180925,LTC,XLM,ETH,BTC,TAGZ5,0.081502010462328,0.0639020991117334,0.0586466136023297,0.0496502763926692,0.0357957411671962
20180926,LTC,TAGZ5,ETH,BTC,XLM,0.0785926265129519,0.0705475410090404,0.0577163797431444,0.0427173991173872,0.0364292380737308
20180927,TAGZ5,BSV,LTC,ETH,BTC,0.0696311544077912,0.0691361090310812,0.0684044505423512,0.0643680452287139,0.0380732847202117
20180928,TAGZ5,LTC,ETH,BSV,XRP,0.0846634599253618,0.0708595501760954,0.0621847697870248,0.0590270797293144,0.0510297554160463
20180929,BSV,LTC,XLM,TAGZ5,XRP,0.0993381304105094,0.0804016376708615,0.0666277307578566,0.0522278834770475,0.039509298077635
20180930,BSV,LTC,ETH,TAGZ5,BNB,0.0985318240852834,0.0779084788198954,0.0554055379530936,0.0548646810263612,0.0422078065265312
20181001,BSV,LTC,TAGZ5,BNB,XRP,0.0979846338543729,0.0771385537771695,0.0564561772435277,0.0529459287060878,0.0389270713797551
20181002,BSV,LTC,TAGZ5,LINK,BNB,0.0850997129952372,0.0750284164382061,0.0710852442896872,0.054217683695018,0.035831032028706
20181003,LTC,BSV,BCH,XMR,XRP,0.0749692728330002,0.0620866658113869,0.0575005772309174,0.0509173748345747,0.0456670713281002
20181004,LTC,BSV,BCH,XTZ,TAGZ5,0.0800861645389894,0.0728969591378868,0.0583405642595759,0.050077414519889,0.0454736705250746
20181005,BSV,LTC,TAGZ5,XLM,BNB,0.0901971297934268,0.0799546187757112,0.0554057228364223,0.0477899209605741,0.0416478601835048
20181006,LTC,TAGZ5,BNB,LINK,BSV,0.0820429825210945,0.057445447852753,0.0444646482548586,0.0414869852555396,0.0349052864037706
20181007,LTC,BSV,XRP,TAGZ5,BNB,0.0671820806820278,0.0564461741448675,0.0488446617582736,0.0476092178181453,0.0444997270217657
20181008,LTC,LINK,BNB,TAGZ5,XTZ,0.0964785413721667,0.0794214756624985,0.0464399324106379,0.0429611833317158,0.0382506863693704
20181009,LTC,TAGZ5,LINK,XRP,BNB,0.0803650645417138,0.0791004154508416,0.0784978359978633,0.0543424786478396,0.0478922757171416
20181010,LTC,XRP,BNB,XTZ,XLM,0.0670137883979293,0.0561652449919368,0.0532938157927513,0.0347157561905136,0.0325379045825429
20181011,XRP,LTC,INNBCL,BNB,BSV,0.126487102514826,0.0823844758261559,0.0805801124576426,0.0752314320664229,0.0350657098554374
20181012,LTC,XRP,INNBCL,BNB,ADA,0.152671248566096,0.0991371675310391,0.0862404774803589,0.0418665249447275,0.0413741711579568
20181013,XRP,LTC,BNB,INNBCL,ADA,0.137412844568806,0.106080762275573,0.0666554425034399,0.044998458200097,0.0371287097423508
20181014,XRP,LTC,BNB,BSV,XMR,0.136389939839399,0.135805578309583,0.0694040191732942,0.0646482152365702,0.054783765280041
20181015,LTC,XRP,XLM,INNBCL,BNB,0.127368859296092,0.0993965293529248,0.0896148456000314,0.0748798482968862,0.0682228731605171
20181016,INNBCL,XRP,LTC,EOS,XLM,0.0995860816488549,0.0988831240714366,0.0970453468471635,0.0835910764202892,0.0509608272908083
20181017,XRP,INNBCL,LTC,XLM,EOS,0.116190379218999,0.0858023879463003,0.0766863110782815,0.049354182455037,0.041872193761323
20181018,LTC,XRP,EOS,INNBCL,BNB,0.104893547030063,0.0889454622169575,0.0411984502499846,0.0400864948837938,0.0358854389381618
20181019,XRP,LTC,INNBCL,EOS,BTC,0.0961972020374792,0.0755178532022089,0.06065211284903,0.0385064846529089,0.0377628240796474
20181020,XRP,INNBCL,LTC,EOS,TAGZ5,0.111940864774711,0.107005714236891,0.080139298247279,0.0604098514949496,0.0397721876718201
20181021,INNBCL,XRP,LTC,TAGZ5,BSV,0.108149574843999,0.0993981153445397,0.0763905742685246,0.0497588383925505,0.0474658106433378
20181022,BSV,XRP,LTC,INNBCL,EOS,0.0965754412079884,0.0716514161674343,0.0652713841017717,0.063361403406009,0.0441426691474783
20181023,BSV,LTC,EOS,INNBCL,TAGZ5,0.0831455037440512,0.0738682884197067,0.066967941883513,0.0623098314588972,0.0390734494675608
20181024,XRP,LTC,INNBCL,EOS,BSV,0.0824485904098996,0.0748834055769292,0.0647906058075083,0.0465776804411083,0.0396348403582716
20181025,LTC,INNBCL,EOS,TAGZ5,BSV,0.0723170007580923,0.0708104416138187,0.059434881775345,0.0376927272031114,0.033906192503411
20181026,EOS,INNBCL,LTC,BSV,TAGZ5,0.0720288924912086,0.0697937804890529,0.0645699272481458,0.060039899928765,0.0375789681698933
20181027,LTC,EOS,INNBCL,BSV,TAGZ5,0.0749942949636894,0.0700536272742287,0.0693649920450794,0.0416138434105834,0.0350354346459543
20181028,LTC,EOS,BSV,INNBCL,ETH,0.0785245765477997,0.074037059817974,0.0685465747663559,0.0430357424937397,0.0334149942657539
20181029,EOS,BSV,TAGZ5,BTC,BNB,0.0949589425626905,0.0475562485870404,0.0345024850680521,0.0340335988216247,0.0316715270206024
20181030,XRP,EOS,BSV,LINK,BTC,0.0589495038885764,0.0547421345788917,0.0417332252788117,0.0407276605220906,0.0354270257322841
20181031,EOS,XRP,BSV,INNBCL,TAGZ5,0.0688130095121545,0.0610476389653928,0.0372145647740355,0.0347315270549786,0.0270672700504294
20181101,XRP,EOS,BSV,ADA,TAGZ5,0.060020751423647,0.0502852020562948,0.0402000284858534,0.0373238041442537,0.0349631789235382
20181102,INNBCL,XMR,EOS,XRP,BSV,0.0533703653051552,0.0469116439716195,0.0458980730251186,0.0369810750768476,0.0316814930754813
20181103,EOS,XRP,BSV,XTZ,INNBCL,0.0635391153849241,0.0391082712986164,0.0330591064087518,0.029357360147489,0.0277649337859919
20181104,EOS,BSV,TAGZ5,XRP,XLM,0.0990446909336936,0.0709269071122944,0.0394174782884525,0.0366977881559946,0.0348655240924748
20181105,EOS,BSV,XMR,XRP,ADA,0.0926081272664891,0.0606092424911271,0.0303598100939218,0.0300778060931792,0.0298049934695385
20181106,INNBCL,EOS,LTC,XTZ,LINK,0.0862601102874195,0.0552483153452966,0.0381788942314975,0.0352222318523088,0.0316390050260833
20181107,INNBCL,EOS,TAGZ5,XTZ,XMR,0.0892233188119692,0.0650490648943187,0.0494513377535825,0.0392567757258012,0.0371028480378226
20181108,INNBCL,EOS,TAGZ5,XTZ,BCH,0.0811292940437096,0.0696461846686836,0.0547836616462547,0.0384391136392992,0.0380679372602869
20181109,EOS,INNBCL,TAGZ5,XTZ,BCH,0.0866251478332644,0.0853399467159988,0.0423618240681807,0.0390307633573395,0.0372625033784317
20181110,INNBCL,EOS,TAGZ5,XTZ,BCH,0.0808955082081372,0.0734776320299761,0.0433641202513343,0.0393116157901069,0.038765114996324
20181111,INNBCL,EOS,XTZ,BNB,BCH,0.0983390771907006,0.0949637938814268,0.0410812253554376,0.0382601701576446,0.0372487167719863
20181112,EOS,INNBCL,XMR,XRP,BNB,0.0962731604961057,0.0828471689146131,0.0784369972209543,0.045988680707258,0.0362174129466914
20181113,EOS,INNBCL,XTZ,LTC,TAGZ5,0.094924948243278,0.0692589075680405,0.053425915695,0.0449065136890948,0.0416923005122052
20181114,XTZ,EOS,ETH,XMR,LTC,0.0987121913407572,0.0713403025786262,0.0695743053679329,0.0657157033710663,0.0647156381377793
20181115,BTC,ETH,LTC,BNB,LINK,0.0710552364990885,0.0599583858853353,0.0595273852342457,0.0520337161429517,0.0432763392504373
20181116,BTC,ETH,XMR,BNB,EOS,0.0966971637848603,0.0645472542340916,0.0561000649345356,0.0551872052589669,0.0542217431719469
20181117,BTC,ETH,EOS,BNB,XLM,0.0675876404481319,0.0627203347062859,0.0520993805342362,0.0505367519448151,0.0406130422335984
20181118,BTC,ETH,BNB,BSV,XLM,0.0734044514333347,0.0631217206845162,0.0559654723118884,0.0546284766081845,0.0398890424953485
20181119,XMR,BTC,LTC,BNB,ADA,0.0826959406344236,0.0563974107969393,0.054165498875249,0.0337440381382577,0.0329273712770721
20181120,LTC,ETH,BCH,BNB,LINK,0.0776212820986553,0.070688151251362,0.0681209155477511,0.0675015854825944,0.059450374421584
20181121,LTC,LINK,BCH,BNB,XMR,0.105727683248184,0.0738547642332434,0.0567197478998645,0.0454667361264632,0.0403054897446039
20181122,TAGZ5,LTC,XTZ,BCH,BNB,0.0829570471264634,0.0736910679118474,0.0512658229490321,0.0430351731590278,0.0397903792879572
20181123,BNB,ETH,TAGZ5,LTC,BCH,0.0923256802759964,0.073293385403435,0.0687201224510093,0.0489725015679849,0.0466206070483223
20181124,ADA,TAGZ5,BSV,EOS,XTZ,0.0743984619158756,0.0645545754217967,0.056304894304354,0.0460590825045872,0.0451120882175898
20181125,XTZ,XLM,ADA,TAGZ5,BCH,0.219661406114489,0.0741997000309908,0.0739518033257417,0.0546434289292417,0.0542087365577588
20181126,XLM,ETH,ADA,BSV,BNB,0.0843347731197544,0.0741891775879654,0.0733894622040985,0.0562004114888388,0.0551364808967457
20181127,ADA,XLM,BCH,XTZ,ETH,0.148237787349884,0.147538152697399,0.119459988813902,0.115231217175913,0.102734191620971
20181128,BCH,XTZ,ETH,TAGZ5,BNB,0.107132881841419,0.106051258586863,0.0778407325257541,0.0778255254737975,0.0661632726473634
20181129,ETH,BCH,EOS,BNB,XLM,0.113098694771806,0.0971044173741478,0.091191735477388,0.0696658491569747,0.0652547418733068
20181130,BNB,ETH,XRP,TAGZ5,XLM,0.114617241904011,0.106416990179112,0.0987148760948149,0.0775989855658324,0.0636627398432887
20181201,XRP,XLM,BNB,XTZ,ETH,0.0983237855079814,0.0668889748518418,0.0646624575092932,0.0644831451098647,0.0624293122456291
20181202,ETH,XRP,EOS,ADA,TAGZ5,0.120552278113695,0.099609164670173,0.0764353085423077,0.0740863561131162,0.0709978132898652
20181203,ETH,XRP,BNB,EOS,TAGZ5,0.114935679962053,0.0975118683846564,0.0918693178887567,0.0754309653827308,0.0698370766039893
20181204,ETH,TAGZ5,EOS,BTC,XLM,0.108776428327054,0.0915631099437577,0.0787325843188161,0.0619820024581165,0.0588257039240073
20181205,TAGZ5,BNB,ADA,XMR,ETH,0.104449136934797,0.0800233033416427,0.0780584052994047,0.0715915844129802,0.0691384441270724
20181206,ETH,LTC,XTZ,XRP,XLM,0.151264799353312,0.0903393781919193,0.0885376947928869,0.0832545526693724,0.0774409486587249
20181207,ETH,XTZ,BNB,LTC,XRP,0.182615522860086,0.0956750877378056,0.0680168520766698,0.0593336745406683,0.0536918055282556
20181208,XTZ,ETH,XLM,XRP,BNB,0.181263044015889,0.154378819527651,0.0905064982462824,0.0756144684453786,0.0724352838403128
20181209,ETH,XTZ,BTC,XLM,XRP,0.197914595184237,0.100052714934437,0.0472849545840624,0.0454376936721326,0.0453548700692475
20181210,ETH,XTZ,XRP,XMR,BTC,0.124631017154705,0.0946044632817042,0.0893477282531829,0.0597876272294139,0.0510321380208803
20181211,ETH,XTZ,XRP,INNBCL,BTC,0.127746691753077,0.0887752003812707,0.085069413719928,0.0603573747871293,0.0428319994436212
20181212,ETH,XTZ,XMR,XRP,ADA,0.12525738134061,0.0985696754750608,0.0682902102528697,0.0615938291935864,0.0395868801146774
20181213,XMR,ETH,XLM,BTC,INNBCL,0.110743222887341,0.0977735287429917,0.0917478727694547,0.0676035732843776,0.066208637866061
20181214,XTZ,ETH,INNBCL,XMR,ADA,0.108529036022426,0.0946215939355397,0.0940262330068918,0.0832878570889844,0.0748174925226565
20181215,XTZ,ETH,XLM,INNBCL,BTC,0.135418571892098,0.094275311888505,0.080997017959274,0.0564899755430584,0.0520905992374272
20181216,ETH,XTZ,XMR,XLM,BTC,0.107302697150723,0.0929644618848402,0.0851346243536048,0.0811084574230301,0.0620980377829934
20181217,ETH,XTZ,XLM,BTC,ADA,0.116227417271837,0.0893719624259132,0.0810393787311245,0.0619416375895294,0.0473356384560193
20181218,ETH,XLM,XTZ,EOS,BTC,0.116127536159517,0.113229368185535,0.0831222548086924,0.0581753451076151,0.0524686212836871
20181219,ETH,XLM,EOS,XRP,TAGZ5,0.124768782987535,0.118541088535232,0.082145582729528,0.0700682334608454,0.0639553002815174
20181220,INNBCL,XMR,ETH,EOS,XTZ,0.121494080237524,0.0981667120312115,0.0976751492728561,0.0906168916583326,0.0601418167717484
20181221,XMR,ETH,XLM,BTC,LTC,0.106930495041828,0.0998136431294829,0.086879989577778,0.0771327870835408,0.0720328458008011
20181222,XMR,ETH,BTC,LTC,EOS,0.10972145416879,0.103855630670773,0.0988283327493959,0.0740332489713847,0.0726327904258086
20181223,ETH,XMR,BTC,XLM,EOS,0.128840838430764,0.112645772793035,0.0830831381642614,0.082624365455211,0.0730838928541749
20181224,ETH,BCH,XLM,BTC,TAGZ5,0.106584622169283,0.0951456105006843,0.0850195002354713,0.0811591864777439,0.0797696797481313
20181225,XMR,ETH,XLM,INNBCL,TAGZ5,0.115061245343805,0.11367825246488,0.107838746824901,0.0838650590853812,0.0806988041410496
20181226,ETH,XMR,BTC,EOS,XLM,0.13161873562524,0.11494483814544,0.0845634899516585,0.0762780157384051,0.0668353358673703
20181227,ETH,EOS,BCH,BNB,XLM,0.118220725741431,0.0968683757361777,0.0959916540912996,0.0935663743569471,0.0903194752374685
20181228,ETH,EOS,BNB,XLM,BTC,0.122458043602086,0.105927720940675,0.0950962812388884,0.0857056832032956,0.0854006698620028
20181229,ETH,EOS,XLM,LINK,BTC,0.119427731186492,0.106058604716895,0.0771898221401918,0.0697399998403772,0.0683833822636178
20181230,ETH,EOS,BTC,LINK,XLM,0.116776731311195,0.106495022521147,0.086559380519449,0.068016975821237,0.0609846343673497
20181231,ETH,ADA,BNB,EOS,BTC,0.137334371665498,0.11784126928653,0.111935299201448,0.102978142806842,0.0891306783690449
20190101,ETH,BNB,EOS,XLM,BTC,0.118994484846276,0.114626701700163,0.103687308349097,0.0850986051228214,0.0668025886543068
20190102,INNBCL,BNB,EOS,XLM,LINK,0.118409542537331,0.115141155237298,0.112150350364164,0.0943804356677067,0.0828089101977888
20190103,INNBCL,BNB,XLM,EOS,LINK,0.118076062820076,0.104555609137809,0.0969465908765084,0.0951396059978445,0.0726207010471495
20190104,INNBCL,XLM,BNB,EOS,BSV,0.138240557572738,0.121355523048614,0.10514936149798,0.099787397223717,0.094102498569099
20190105,INNBCL,XLM,BNB,EOS,LINK,0.147006976545995,0.128154742550382,0.10954529880312,0.109061570863938,0.101008390846789
20190106,XLM,EOS,BTC,LINK,INNBCL,0.120122214504439,0.110202643297918,0.0889306177879149,0.088845698044155,0.0771196067751181
20190107,EOS,XLM,LINK,INNBCL,LTC,0.110643718959494,0.0963368355925124,0.0936906553250784,0.0856638441601691,0.0776481172507119
20190108,ETH,EOS,XMR,LINK,INNBCL,0.118292695045034,0.115327459897664,0.103464799675748,0.09579430588613,0.0777688868258511
20190109,XMR,XTZ,LINK,EOS,INNBCL,0.130160867068313,0.101660819456126,0.0968642787580047,0.0951383989095402,0.0732343928654933
20190110,EOS,XMR,INNBCL,LINK,ETH,0.160616932714459,0.120131131503526,0.0964840922145446,0.0886551858877923,0.0793528709863681
20190111,EOS,ETH,BTC,LINK,ADA,0.157480320477984,0.129865424533725,0.104360549335286,0.0851384568382377,0.0613421859575059
20190112,EOS,BTC,ETH,LTC,LINK,0.148726475813777,0.128952497515372,0.125725022428855,0.0812810326771559,0.0726264406688706
20190113,EOS,BTC,TAGZ5,LINK,ETH,0.154323044582786,0.129552909514207,0.0967357101309861,0.0883126242228152,0.0795288775373534
20190114,EOS,LINK,ETH,INNBCL,BSV,0.19122218176262,0.0850019052645207,0.0801195745850443,0.0689461180921924,0.0594769123528974
20190115,EOS,LINK,INNBCL,ETH,ADA,0.168389782993953,0.0895656311933812,0.0842630675468741,0.0714340719367684,0.0597852819723845
20190116,EOS,ADA,LINK,INNBCL,BSV,0.145896083057138,0.111754287092286,0.090783503933641,0.074320092148464,0.0720543717520112
20190117,EOS,BSV,ETH,LTC,ADA,0.159476350776816,0.0799955587549365,0.0763166345754711,0.0651688916969419,0.0621925500638624
20190118,EOS,BTC,ETH,BSV,LINK,0.164771575578038,0.106415441665307,0.0732175847337027,0.0668701216442617,0.0640874708141197
20190119,EOS,INNBCL,ETH,XMR,LINK,0.166912596073493,0.148016775564304,0.117947829917263,0.100507252364154,0.0964781071997293
20190120,EOS,ETH,ADA,INNBCL,LTC,0.160880225277766,0.0748306787326643,0.0742909765885083,0.0692054963797267,0.0666304998804687
20190121,BSV,ADA,EOS,INNBCL,ETH,0.138702881941044,0.110123806615429,0.0958067981215671,0.0893889424357846,0.0628083523532879
20190122,ADA,BTC,INNBCL,ETH,BSV,0.107149731310941,0.0915900066124895,0.0765474656374795,0.0664873761060537,0.0554511648651017
20190123,ADA,BTC,BSV,ETH,INNBCL,0.105466870443394,0.0841266917005682,0.0707597603899383,0.0633787296015577,0.0588466724010836
20190124,ADA,ETH,INNBCL,BTC,TAGZ5,0.10903600773432,0.0819908989433515,0.0713780936459879,0.0501336842062197,0.0405875230987073
20190125,ADA,ETH,INNBCL,BTC,BCH,0.0999980038887821,0.0690347402910769,0.0661112771906423,0.0652128881135152,0.0375116880576927
20190126,ADA,ETH,INNBCL,BTC,TAGZ5,0.151579553296772,0.0926544063869352,0.0829418502499939,0.068108116599768,0.0462759186693243
20190127,XMR,EOS,XLM,INNBCL,BTC,0.145175704754043,0.131416526282998,0.0975264420686427,0.0931157044489681,0.0644361558054781
20190128,LTC,EOS,XLM,BTC,INNBCL,0.132088805435529,0.109562026005261,0.108298808347688,0.0975185093743983,0.0949078942408117
20190129,EOS,INNBCL,BTC,XMR,XLM,0.11011364987376,0.0958680236007057,0.09504066503104,0.0806829290600393,0.0661990257133789
20190130,EOS,XMR,INNBCL,LTC,BTC,0.109527523304306,0.0867431575490319,0.0864065859611222,0.0859717305858761,0.082405909909928
20190131,INNBCL,BTC,XMR,LTC,XLM,0.127319223251658,0.0988402214488352,0.0849413633561248,0.0801075069857052,0.0702834150839631
20190201,INNBCL,EOS,LTC,XLM,LINK,0.0994975308415048,0.086604795190605,0.0824496629749132,0.0664030926528373,0.0577103837290141
20190202,INNBCL,EOS,XLM,LTC,XRP,0.0924881099477427,0.0878801618881043,0.0793820994000135,0.0563725269547054,0.0439031081445474
20190203,EOS,LTC,XLM,LINK,BTC,0.0871069182683615,0.0801369461743365,0.0750032140369361,0.0530383522048811,0.0374118770763285
20190204,EOS,XLM,LTC,XRP,BTC,0.0869799760937705,0.0774432605539198,0.060522925425857,0.043838793020839,0.0417108020577452
20190205,XTZ,INNBCL,XLM,LINK,XRP,0.114989338871774,0.0909091552698383,0.0891307158608697,0.0548964761449725,0.0537512000001075
20190206,XTZ,XLM,LTC,LINK,TAGZ5,0.080659339767919,0.0753553290221318,0.0740237571301154,0.0413172903354178,0.0365896427271988
20190207,LINK,XRP,LTC,XTZ,TAGZ5,0.0707157508970149,0.0524904430169885,0.0503030267978458,0.0490407831823645,0.0431531030219441
20190208,LINK,LTC,XLM,XTZ,EOS,0.0949729188955787,0.0873719353213123,0.0410559324650461,0.0385967642088588,0.035710282808451
20190209,ADA,LTC,LINK,XLM,INNBCL,0.126700342328036,0.0856871082355665,0.0793239687640098,0.0668271071597525,0.0381736134451923
20190210,LTC,LINK,BCH,XTZ,BTC,0.0902269679671833,0.0782315744708763,0.0446527189467806,0.0375033179177608,0.0339572350473262
20190211,LTC,XLM,BTC,ADA,XTZ,0.0930318367538653,0.0556476264241429,0.0484317320609053,0.0350182147429552,0.0345276388043287
20190212,LINK,XLM,BSV,LTC,XTZ,0.072483694349344,0.0613110806839644,0.0395660768582868,0.0357620386813925,0.0355851644297744
20190213,LINK,XLM,BNB,LTC,BTC,0.0789481191776988,0.0621876770955016,0.0555486413366633,0.0462232159466966,0.0423187214899522
20190214,LINK,XLM,LTC,BNB,BCH,0.0642861689036303,0.0530992481733847,0.048996402759213,0.0421008653293838,0.0358563303860363
20190215,XTZ,LINK,ETH,BNB,BCH,0.10250516593557,0.0697744207891151,0.0488422275797736,0.0351309897218442,0.0336841044158331
20190216,LINK,XTZ,ETH,BCH,XLM,0.0775422964611278,0.0581315658541615,0.0364807331810163,0.0331899751954423,0.0306762464441662
20190217,LINK,BNB,LTC,BCH,XLM,0.0781012746119667,0.0385680376243947,0.0323700457423266,0.0320117370846797,0.0319682295767586
20190218,LINK,BNB,XLM,ETH,ADA,0.0781027136324223,0.0382670676954936,0.0330380196886705,0.0320153488404345,0.028478767651227
20190219,LINK,XLM,BNB,XTZ,ADA,0.0651415335039148,0.0464716987021543,0.0454685864295584,0.0289451759086936,0.0279044434214742
20190220,LINK,TAGZ5,BNB,XLM,INNBCL,0.0623865303331141,0.0496439643208165,0.0367692142931201,0.031603547940349,0.0270401218955484
20190221,EOS,ETH,LINK,TAGZ5,BSV,0.0683543041066816,0.0549968500206138,0.0478292629916038,0.0449226352497677,0.0324668477066493
20190222,EOS,TAGZ5,BTC,ETH,INNBCL,0.0913608739014857,0.0734401202598459,0.0615472034558655,0.0414758273399343,0.0322485192175937
20190223,EOS,TAGZ5,BTC,ETH,LINK,0.11785327228824,0.0724682141054369,0.0611589530006875,0.0392285895351158,0.0222864073599078
20190224,BTC,TAGZ5,EOS,XLM,XRP,0.0944649129381664,0.0788257038085766,0.0607335996274792,0.0431808906766661,0.0404591356537181
20190225,XTZ,BTC,XRP,BNB,TAGZ5,0.153790680326752,0.119494182728991,0.0600692358736772,0.0467694403799626,0.0451514352735077
20190226,BTC,XRP,EOS,TAGZ5,XTZ,0.0874921480227993,0.0619218700845137,0.0590757293745425,0.0469325843172219,0.0291966596885325
20190227,BTC,BSV,TAGZ5,EOS,ETH,0.0910211623994554,0.0721499763205942,0.042799380409028,0.0341239907086413,0.0314360808125344
20190228,BTC,TAGZ5,XTZ,XLM,INNBCL,0.0726002368635576,0.0553535574714545,0.0360858558392063,0.0322644281725682,0.030184248973857
20190301,BTC,XLM,TAGZ5,XRP,XTZ,0.066420458757853,0.0619085156865745,0.0452986773552663,0.0447214481828108,0.033586449649591
20190302,LTC,BTC,XTZ,ETH,XLM,0.0526218901306042,0.049029189723884,0.0387694765924444,0.0366733918968884,0.0362386833188909
20190303,TAGZ5,BTC,XRP,ETH,XLM,0.0561725163940691,0.0498816489631127,0.0415366807731992,0.0357993441357019,0.0334136089633875
20190304,LTC,BTC,XLM,INNBCL,ETH,0.0586348115132469,0.048895787174612,0.0367106133902055,0.0280246677239049,0.02614853822444
20190305,LTC,BTC,ETH,INNBCL,XTZ,0.0534412771967578,0.0355924951955295,0.0326191740431837,0.0315391433420667,0.0261358743030375
20190306,LTC,BTC,XLM,INNBCL,ETH,0.0561018170066391,0.0366818452580437,0.0361377494333136,0.0293867605763008,0.0269426729660143
20190307,LTC,BTC,XLM,INNBCL,XTZ,0.0534926200622963,0.0487097595695604,0.0402915022442476,0.0314631955078926,0.0295061333620276
20190308,XLM,LTC,INNBCL,XTZ,ETH,0.0648264920255194,0.053571126829021,0.0297238370797039,0.0293020727849354,0.0247082297068753
20190309,BTC,LINK,EOS,INNBCL,ETH,0.0669684182577193,0.0363299929476948,0.0304252421898101,0.0303536396743737,0.0291833291189105
20190310,LTC,XLM,ADA,ETH,BTC,0.054581948958037,0.0432399305981759,0.0298118079176331,0.0252719470671266,0.0237683150399883
20190311,XLM,BTC,ADA,LTC,ETH,0.0668657995373744,0.036086597318784,0.0290662605645532,0.0258953988865832,0.0246191233087877
20190312,BTC,ETH,ADA,XTZ,EOS,0.0437621998728149,0.0398951214919702,0.036815139555348,0.0298552068491669,0.0288650432004528
20190313,BTC,EOS,LTC,ETH,XTZ,0.0434966271022476,0.0383542687625935,0.0329920001266183,0.0272780594862144,0.0240707173782371
20190314,BCH,BTC,EOS,LTC,ETH,0.0555480609538158,0.0383787182729478,0.035875379926159,0.0353781188906147,0.0331627997510556
20190315,EOS,BTC,LTC,ETH,ADA,0.0606297425796229,0.0510776704349974,0.0424793334892835,0.0301796983737557,0.0295533365044136
20190316,BTC,LTC,ADA,ETH,BSV,0.0408848140452195,0.0371147295769754,0.0323573053669635,0.0299936658977234,0.0271383755892558
20190317,BCH,ADA,BSV,BTC,LTC,0.0822341173374479,0.0569119059103085,0.0506949424407425,0.0375642520033143,0.0347953053646166
20190318,LINK,BTC,ETH,ADA,TAGZ5,0.0410121126488021,0.0331293659759019,0.0326421787239491,0.0309737829356939,0.0294740364308321
20190319,INNBCL,ETH,BTC,XRP,LTC,0.066091801893764,0.0366578583583113,0.0362187362911643,0.0310328352388563,0.0287034083373464
20190320,INNBCL,BTC,XRP,ETH,LTC,0.0728910935599118,0.036607905318302,0.0342457076330304,0.0330069486173804,0.0275137652885655
20190321,INNBCL,ADA,BTC,ETH,TAGZ5,0.0844193829473895,0.0590700239463589,0.0437586283976773,0.031279308387072,0.0271317780078173
20190322,INNBCL,BTC,ADA,LINK,XRP,0.0744811317083672,0.0510859327430067,0.0468701004582972,0.0316257046545127,0.0308857766028707
20190323,ADA,ETH,INNBCL,BTC,LINK,0.0541254730886013,0.0444084035808506,0.0381721856094801,0.0371896664304113,0.0276159136600011
20190324,ADA,BTC,ETH,BNB,LINK,0.059006620684714,0.05409224786434,0.051415171151736,0.0508875223781926,0.0384966353746096
20190325,INNBCL,BTC,ETH,ADA,LINK,0.0816269262997895,0.0713392528104008,0.0479956567096818,0.0373472531806336,0.0368467477560932
20190326,ADA,BTC,TAGZ5,INNBCL,LINK,0.0549266218456333,0.0494276213986001,0.0403960944605328,0.0375422282551054,0.0356492263219858
20190327,BTC,ETH,TAGZ5,BCH,INNBCL,0.0932607922480527,0.0568207378578355,0.0346643478499729,0.0290381113624847,0.0279947492887596
20190328,BTC,LINK,ETH,INNBCL,TAGZ5,0.0867571985394846,0.0685247299640425,0.054716506250778,0.0465151791295541,0.0356164482968662
20190329,BTC,ETH,TAGZ5,BSV,LTC,0.0913646153084716,0.0440374527348122,0.0337238601528117,0.0278418849951971,0.0273170263627452
20190330,BTC,ETH,BSV,BCH,LTC,0.0748656759844804,0.0519376335957141,0.0346312011937399,0.0324629740877325,0.0305216949179764
20190331,BTC,ETH,BSV,BCH,TAGZ5,0.0726040416999189,0.0491410279641916,0.0417635159875653,0.0322536204755139,0.0319620146554245
