Date,FRM
2017-08-05,0.043488564
2017-08-06,0.043556158
2017-08-07,0.050418341
2017-08-08,0.053734678
2017-08-09,0.049012406
2017-08-10,0.044696166
2017-08-11,0.054890884
2017-08-12,0.052727665
2017-08-13,0.051643055
2017-08-14,0.047901424
2017-08-15,0.052366076
2017-08-16,0.048717846
2017-08-17,0.045721857
2017-08-18,0.054373129
2017-08-19,0.050962937
2017-08-20,0.056654419
2017-08-21,0.057547957
2017-08-22,0.065765521
2017-08-23,0.057885094
2017-08-24,0.044939100
2017-08-25,0.054728360
2017-08-26,0.041258616
2017-08-27,0.043814393
2017-08-28,0.040578456
2017-08-29,0.040628989
2017-08-30,0.049132870
2017-08-31,0.048502477
2017-09-01,0.051907340
2017-09-02,0.040818460
2017-09-03,0.056881865
2017-09-04,0.062716168
2017-09-05,0.057457853
2017-09-06,0.071948636
2017-09-07,0.057876175
2017-09-08,0.056819766
2017-09-09,0.070035284
2017-09-10,0.065996196
2017-09-11,0.064520427
2017-09-12,0.064237949
2017-09-13,0.063184614
2017-09-14,0.056605740
2017-09-15,0.067932482
2017-09-16,0.060008818
2017-09-17,0.055109666
2017-09-18,0.050694950
2017-09-19,0.068705252
2017-09-20,0.058356975
2017-09-21,0.052304140
2017-09-22,0.050874091
2017-09-23,0.050912469
2017-09-24,0.057579282
2017-09-25,0.050368468
2017-09-26,0.059906050
2017-09-27,0.066968739
2017-09-28,0.063848138
2017-09-29,0.063042492
2017-09-30,0.055001777
2017-10-01,0.066273278
2017-10-02,0.046626340
2017-10-03,0.082855267
2017-10-04,0.075008026
2017-10-05,0.068020522
2017-10-06,0.053970127
2017-10-07,0.059615663
2017-10-08,0.057665630
2017-10-09,0.055174078
2017-10-10,0.062691014
2017-10-11,0.070546555
2017-10-12,0.081606200
2017-10-13,0.079818313
2017-10-14,0.076057484
2017-10-15,0.065566576
2017-10-16,0.055237833
2017-10-17,0.060715165
2017-10-18,0.061510474
2017-10-19,0.068966842
2017-10-20,0.054829317
2017-10-21,0.048446475
2017-10-22,0.057262542
2017-10-23,0.045125938
2017-10-24,0.042702802
2017-10-25,0.042752429
2017-10-26,0.039009191
2017-10-27,0.038685985
2017-10-28,0.040408361
2017-10-29,0.036207360
2017-10-30,0.031774143
2017-10-31,0.036985472
2017-11-01,0.051694217
2017-11-02,0.052081385
2017-11-03,0.044066495
2017-11-04,0.041938254
2017-11-05,0.044802514
2017-11-06,0.031292365
2017-11-07,0.027802861
2017-11-08,0.035622558
2017-11-09,0.042548476
2017-11-10,0.035195065
2017-11-11,0.040801746
2017-11-12,0.039707380
2017-11-13,0.035270081
2017-11-14,0.039728522
2017-11-15,0.048742274
2017-11-16,0.031892274
2017-11-17,0.032218412
2017-11-18,0.027568342
2017-11-19,0.033515024
2017-11-20,0.033765732
2017-11-21,0.032036732
2017-11-22,0.036554019
2017-11-23,0.027192810
2017-11-24,0.028069563
2017-11-25,0.037040883
2017-11-26,0.033044694
2017-11-27,0.034325807
2017-11-28,0.039600915
2017-11-29,0.034665038
2017-11-30,0.029551720
2017-12-01,0.035182189
2017-12-02,0.036854448
2017-12-03,0.039335071
2017-12-04,0.044808261
2017-12-05,0.038303658
2017-12-06,0.039383205
2017-12-07,0.037087918
2017-12-08,0.041700427
2017-12-09,0.048063411
2017-12-10,0.048891877
2017-12-11,0.046440779
2017-12-12,0.046460081
2017-12-13,0.046199161
2017-12-14,0.050071007
2017-12-15,0.052386807
2017-12-16,0.046058983
2017-12-17,0.055059967
2017-12-18,0.045834707
2017-12-19,0.056622641
2017-12-20,0.053522062
2017-12-21,0.059280481
2017-12-22,0.051297050
2017-12-23,0.056669520
2017-12-24,0.050070174
2017-12-25,0.051283593
2017-12-26,0.049896452
2017-12-27,0.051259143
2017-12-28,0.053854131
2017-12-29,0.055012520
2017-12-30,0.062959987
2017-12-31,0.071518829
2018-01-01,0.072401625
2018-01-02,0.067877181
2018-01-03,0.083142207
2018-01-04,0.074915591
2018-01-05,0.086963224
2018-01-06,0.074648623
2018-01-07,0.071077451
2018-01-08,0.080904525
2018-01-09,0.091307068
2018-01-10,0.087751297
2018-01-11,0.088946811
2018-01-12,0.092827524
2018-01-13,0.088740015
2018-01-14,0.075311905
2018-01-15,0.090363708
2018-01-16,0.106108364
2018-01-17,0.103975975
2018-01-18,0.113343872
2018-01-19,0.099385992
2018-01-20,0.093984528
2018-01-21,0.099814908
2018-01-22,0.090206882
2018-01-23,0.090962954
2018-01-24,0.100564042
2018-01-25,0.093397241
2018-01-26,0.079765677
2018-01-27,0.102752399
2018-01-28,0.091898034
2018-01-29,0.093805249
2018-01-30,0.095704647
2018-01-31,0.103141582
2018-02-01,0.090380822
2018-02-02,0.089592354
2018-02-03,0.093273189
2018-02-04,0.092979997
2018-02-05,0.088599290
2018-02-06,0.095556137
2018-02-07,0.090013967
2018-02-08,0.078176704
2018-02-09,0.107741673
2018-02-10,0.074732418
2018-02-11,0.080590462
2018-02-12,0.082020542
2018-02-13,0.107397529
2018-02-14,0.100211270
2018-02-15,0.109884362
2018-02-16,0.101040725
2018-02-17,0.097121068
2018-02-18,0.083848723
2018-02-19,0.084542096
2018-02-20,0.072413844
