date,BTC,XRP,LTC,XLM,DOGE,DASH,XMR,DGB,XEM,ETH,ETC,NEO,ZEC,BAT,MIOTA,EOS,BCH,BNB,ADA,BTG,TRX,XTZ,BSV,MKR,ATOM,LEO,LINK,HT,MIN,INNBCL,STO,TAGZ5,CRO,OKB,VET,DOT,WBTC,CEL,THETA,SNX,AAVE,UNI,AVAX,LUNA,FIL,SOL,MATIC,ICP
2015-05-01,0.261136,0.138877,0.350659,0.096481,0.17662,0.043602,0.076822,0.170568,0.068819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-02,0.263049,0.042174,0.311562,0.091531,0.124264,0.045129,0.048275,0.084037,0.068902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-03,0.277525,0.099663,0.31242,0.109685,0.14312,0.045203,0.094289,0.107167,0.059923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04,0.256559,0.116426,0.292868,0.099533,0.144035,0.041967,0.073663,0.064889,0.064335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05,0.299576,0.069515,0.364644,0.103999,0.109213,0.047753,0.089101,0.062544,0.152324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-06,0.292813,0.062938,0.36331,0.105455,0.112761,0.049969,0.087666,0.068254,0.152476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07,0.280946,0.09979,0.283325,0.092785,0.118428,0.048036,0.099268,0.05345,0.062207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-08,0.304548,0.072548,0.332538,0.084646,0.100126,0.042615,0.08934,0.076231,0.078922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-09,0.311489,0.063783,0.288191,0.126733,0.102936,0.040449,0.058665,0.070802,0.109253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-10,0.3035,0.098028,0.318385,0.134661,0.158214,0.041943,0.045718,0.043014,0.107169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-11,0.297359,0.110253,0.28761,0.157462,0.252295,0.048462,0.088034,0.019047,0.114062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-12,0.186538,0.031025,0.281919,0.083239,0.081893,0.152516,0.046858,0.160059,0.087399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-13,0.185856,0.133199,0.268391,0.122489,0.075621,0.129096,0.093446,0.172934,0.129795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-14,0.270765,0.042557,0.296076,0.094789,0.083103,0.156106,0.087235,0.151307,0.131821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,0.242857,0.113795,0.312317,0.157655,0.106899,0.066968,0.076257,0.197804,0.133509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-16,0.254359,0.117846,0.307493,0.116213,0.083195,0.09853,0.080833,0.066592,0.139674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
