date,name,lambda
2015-02-01,DGB,0.0830387040195863
2015-02-02,XMR,0.0517054292204874
2015-02-03,DGB,0.101506763004289
2015-02-04,XLM,0.0734881356779811
2015-02-05,XLM,0.0556653264387066
2015-02-06,DGB,0.0944986196955253
2015-02-07,XRP,0.0708211452785184
2015-02-08,XRP,0.0696643795940424
2015-02-09,DOGE,0.170633859846672
2015-02-10,XLM,0.140206940339653
2015-02-11,XRP,0.0881130771440836
2015-02-12,XRP,0.0801534601244142
2015-02-13,XRP,0.101996479446909
2015-02-14,XLM,0.100532718460279
2015-02-15,XLM,0.100960334281193
2015-02-16,XLM,0.0594581634167994
2015-02-17,XLM,0.0582884911010405
2015-02-18,XLM,0.036053339695884
2015-02-19,LTC,0.115727503834611
2015-02-20,XLM,0.0357948048997111
2015-02-21,XLM,0.18007008062411
2015-02-22,XLM,0.114028493161113
2015-02-23,XMR,0.125280423549461
2015-02-24,XLM,0.038593294844669
2015-02-25,XLM,0.0987729264654832
2015-02-26,XLM,0.0867941151436689
2015-02-27,XLM,0.0690668878168438
2015-02-28,XLM,0.161296185460553
2015-03-01,XLM,0.0727429374649456
2015-03-02,XLM,0.0760627760091777
2015-03-03,XLM,0.0785521503438388
2015-03-04,XLM,0.102956848286797
2015-03-05,XLM,0.0736833017767266
2015-03-06,XLM,0.0992708798198606
2015-03-07,XLM,0.0710031371835469
2015-03-08,XLM,0.0672703045317761
2015-03-09,XLM,0.103983374176256
2015-03-10,XRP,0.0789829278961021
2015-03-11,XRP,0.0966459696862925
2015-03-12,XRP,0.0707886154284928
2015-03-13,XRP,0.059178120498699
2015-03-14,XLM,0.0312379118022177
2015-03-15,XRP,0.0651487729363416
2015-03-16,XLM,0.0269030259965948
2015-03-17,XLM,0.0534822059486186
2015-03-18,XLM,0.0556771963197987
2015-03-19,XRP,0.0634683706609176
2015-03-20,XRP,0.0505872624586198
2015-03-21,XRP,0.0613776238918187
2015-03-22,XRP,0.0620063695673829
2015-03-23,XLM,0.0602894966902715
2015-03-24,XLM,0.0487772200018215
2015-03-25,XLM,0.0590120607906418
2015-03-26,XRP,0.0795614948050278
2015-03-27,XLM,0.0715039297468701
2015-03-28,XLM,0.0701872151765525
2015-03-29,DASH,0.0453990768560677
