"","x"
"LTC",0.434149726310105
"EOS",0.426959915063237
"BSV",0.420213571801298
"BCH",0.393112904353343
"BTC",0.363678085950988
"XRP",0.333840078716367
"ETH",0.324150626922001
"LINK",0.31889483612568
"XLM",0.310878937516653
"XTZ",0.299645894775798
