"","x"
"DOT",0.829173151887667
"EOS",0.784032445023188
"ETH",0.709889258136079
"BTC",0.692481490674335
"BSV",0.65527792266851
"XRP",0.630214457765418
"LTC",0.626296604030535
"ADA",0.614673271797252
"BCH",0.608129032459857
"XMR",0.558603381229352
