,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,DASH,MIOTA,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.125900559965965,0,0.0957427846736425,0,0.226147204993645,0,0,0,2.77555756156289e-17,0.23113590679765,0,0,0.0456091875250487,0,0,0,0,-0.0236480271653621
ETH,0,0,0,4.33680868994202e-19,0.0872728047084261,0,0.094677918055127,0.179225232084395,0,0.231524043357874,0,0.0356589143788957,0,0.0459070749908759,0.155626756346789,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.0702465986686993,0.216952180445302,0,0.409819065310953,0.0311176213060663,0.0339894101552301,0,0.16452454088786,0,0,0,0,0
BCH,0,0,0,0,0.107760999824216,0,0.243802157063191,0,0,0.511065029013348,0.0209415115003019,0,0,0.079208784776605,0,0,0,0,0,-0.0599731445594081
LTC,0,0,0,0.0568279539404927,0,0,0,0,0,0,0.221738242981549,0,0,0.246051524867395,0.14598864255536,0,0,0,0,0.0411586181863807
ADA,0,0,0.446386901956373,0.00871197060209918,0,0,0,0,0,0,0,0.0248039788964548,0.422907873142025,0,0.0330527401709907,0,0,0,0,-0.0410664334711461
NEO,0,0,-0.00771460148279874,0.0141632334204736,0,-0.079176252118138,0,0,0,0,0,0.454983611146476,0.249719004005147,0.197851020474954,0,0,0,0,0,0
XLM,0,0.425589576765398,0.280787971896366,0,0,0.127284858550574,0,0,0,0,0,-0.00389225218676963,0.135054678540145,0,0.0616657193465775,0,0,0,0,-0.0234777385882969
EOS,0,0,0,0.0402022047167073,0,0,0,0,0,0,0,0.214866671100158,0.286426713161795,0.362518629637231,0,0,0,0,0,0.0230449225383965
DASH,0,0.265946723731417,0,0.116628468022063,-0.00242023613404798,0,0,0.154637342381366,0,0,0,0.547694264014395,0,0,-0.0473195214999663,0,0,0,0,0.0237372027653236
MIOTA,0,0,-0.103125379552052,0,0,0,0,0.26463151393975,0.332865167271848,0,0,0.482099380382767,0.0568042119993565,0,0.056207630853825,0,0.468392160649596,0,0,-0.0839574611945875
XMR,0.330099451511282,0,0,0,0.144660260838254,0,0.098360610070915,0,0,0.42028128589147,0,0,0,0,0,0,0,0,0,0.0193161010229935
XEM,0,0,0.099452822118435,0,0.0314167376428026,0.549006098806694,0.153874065940058,0.257405202609703,0,0,0,0,0,-0.000844095211418665,0,0,0,0,0,0.0359085781996631
ETC,0,0.319925823729359,0,0.424155186963488,-0.237424042297593,0,0,0,0.501206425891586,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0458355269137607
TRX,0,0.0891267734483024,0.391681380046725,0.189251017867421,0,0.257793301728849,0,0.205121703755671,0,0,0,0,0.0640094604622034,0,0,0,0,0,0,0.0834630302209827
BV010082.Index,0,0,-0.0630647608478263,0.0153887156214923,0,0,0,0,0,0,0,0.0492239055584514,0,0,0,0,0,0,0,-0.0465155454549179
CVIX.Index,0,0,0,0,0.0563360813030422,0,0,-0.0590423523586552,0.11643063283963,0,0.0392537421043405,-0.18566525959506,0.17231432443755,-0.117681913645668,0,0,0,0,0,0.0115591525038078
DXY.Curncy,0.0147028338647767,0.0283148070143715,0.0331080853807777,-0.0176527206285794,-0.0133088334422709,0,-4.33680868994202e-19,0,-0.0517372199736704,0,-8.67361737988404e-19,-5.42101086242752e-20,0,0.0215915635028419,-0.015885290042115,0,0,0,0,0.0120160925811404
SPX.Index,0,0,0,0.0184266342224204,0.00557015064127665,0.0133763642412485,0.0644995016398418,0.0441968748695643,-0.0749370766401056,0,-0.0775576748463109,0,0.10171264585999,0,-0.0827821810851505,0,0,0,0,-0.0826021290946972
VIX.Index,-0.195559946959014,0,-0.669930129323015,0.245850998647932,0.147588219156897,0,0.557974426046548,0.0982635236494094,0,0,-0.917512963954054,0,1.10316799199787,0,-0.102609949643084,-2.47404048094623,0,0,-6.36618180112486,0
