,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,ADA,TRX,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0956183921164536,0,0.0696715478180856,0.0029689386291359,0.0252376097380295,0.0339269677290669,0,0,0.230067559003812,0.0785641487662613,-0.0329493718560789,-0.0451750008142635,0,0,0,0,0
ETH,0,0,0,0.110232117999185,0.143499658846447,0.159985915150684,0,0,0.0416638361895586,0.0281558461574686,0,0.21486487518816,0,0,0,0,0,0,0,-0.0219723853125704
XRP,0,0,0,0.0959025093655006,0,0.0584148476105794,0.00322438005856434,0.0630007908817717,0.0686718992012651,0,0,0.141408803855994,-0.0288620822311916,0,0,0,-0.0428820212312741,0,0,-0.0045733059554839
EOS,0,0.377473178547322,0,0,0.334916731959006,0,0.090120392315447,-0.0102663156130961,-0.149985970033842,0.268419202726875,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.00888935086569631
LTC,0,0.522648491946163,-0.0660898271958931,0,0,0.125969711481951,-0.0333223259517374,-0.0968347323994509,-0.0435425746100599,0,0.577768221183109,0,0,0.315383514155929,0,0.0160747962117801,0.0163388589100554,0,0,0.0444487886392385
BCH,0,2.30966911881908,0,-0.213448770612932,0,0,0.137504760119982,0.117712677512723,0.0731140239962672,0.329080870480837,0,-1.20489665068266,-0.00435422780345007,-0.0792482815510332,0.480987211931155,0,-0.168000218829382,0,0,0
BNB,0,0,0,0,0,0.295277389752887,0,0,0,0,0,0,0,0.153844158347294,0,0.291224214636577,0,0,0,-0.159338214896655
XLM,0,0,0,0,0,0.144284328114613,0,0,0.160269865802657,0,0,0,0,0.303238788831557,0,0,0,0,0,-0.0860551009236741
ADA,0,0,0,0.196934258536082,0,0.577871004632574,0,-0.112233211652907,0,0.450663848017004,0,0.049245640315733,0.34908334577204,0.145248821026727,0,0,0.725356578180368,0,0,0.0918349254036432
TRX,0,0,0,0.169588592811252,0.0249127824015033,0.0782521644325044,-0.13327499369242,0.107616808912143,-0.0901756691664354,0,0.818627175174166,0.0938523942568281,0,0.0878543060081026,0.0502860961612441,0.0864138775955078,0.181033406459971,0,0,0
BSV,0,0,0,0,0.342221888873878,0,4.33680868994202e-19,0,0.0455383063302282,0.0986626660037925,0,0.0230055371568317,0.156516122711394,0,0,0,0,0,0,-0.00942849730464234
XMR,0.426788593553399,1.54223749071967,0,-0.169857407159638,-0.0745731612713581,-0.646470292358949,0.116262885030885,0.064148617469115,0.0103965565588979,0.235494530588937,0,0,0,1.38777878078145e-17,0.337305149484214,0.0864619780330661,-0.106075212140617,0,0,0.0139842559762263
MIOTA,0,0,0,0,0.0832237470238351,0,0.0562096578700023,0.0639682386275974,0.155520989358795,0,0,0.333526397539395,0,0.13080001824973,0,0.234184730796148,-0.16565440567408,0,0,0.0188187005680775
DASH,0,0,0,0,0.115093240568189,0,0.170526784144115,0.0788678465726938,0.158883086239884,0.120804312183967,0,0,0,0,0,0,-0.132723475318365,0,0,-0.0822416965934662
MKR,0,0,0,0,0,0.135430771102253,0.071692863050814,0,0.195335188657778,0,0,0,0,0,0,0,0,0,0,-0.0449032712676459
BV010082.Index,0,0,0,0,0,0,0.0726105058201526,0,0,0,0,0,-0.308695380611999,0.0501407116986356,0,0,0.0534446859179314,0,0,-0.121753175720602
CVIX.Index,0,0,0,-0.0597738198222957,0,-0.118394546089462,0,0,0,0,0,0,0,-0.0606537460392842,0,0,0,0,0,0.022606998680676
DXY.Curncy,0,0,0,0,0,0,0.0079360155801475,0.00917315444034176,0.000205382031385083,8.67361737988404e-19,0,0.0259989752643217,-0.0750779362412219,0,0.0323244850154905,0.00895421743102681,0.0103392727620446,0,0,0.0102317532588433
SPX.Index,0,0,0,0,0,0,0,0,-0.0169848970338106,0,0,0,0,0,0,0,0,0,0,-0.0880067340915981
VIX.Index,0,0,0,-0.360347798646132,0.0768603072625791,0,0,-0.199134329273243,0,0,0,0,-0.0880276292246487,-0.330220703728464,0.47362759537664,-0.00854818360651144,0.17834238663446,0,-4.44721200282587,0
