,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,MIOTA,DASH,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.223612256379819,0.0776022067329168,0.164337781419611,0,0.22438646000975,0,0,0,0.0946150436080979,0,0,0,0,0,0,0,0,-0.00519044713635015
ETH,0,0,0.0935080690605628,0.0849042913780977,0.103467468072075,0,0.054278412036199,0.100380030721597,0.0352282420509679,0.240238717703287,0,0,0,0,0.0239275288738459,0,0,0,0,0.0503490823705238
XRP,0.191076256275064,0,0,0,0.142092017090467,0,0,0,0.109282550524904,0.0690230780083085,0,0,0,6.93889390390723e-18,0.27223959764425,0,0,0,0,0.0201099739775019
BCH,0,0,0.0758610198268012,0,0.0772197858572594,0,0.514475192089406,0,0,0,0.186909410053256,0,0,-3.46944695195361e-18,0.0439993786932528,0,0,0,0,-0.0847595815557786
LTC,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.428961271922665,0,0,0,0.213560266411817,0.111523141990344,0,0,0,0,0
ADA,0,0,0.31907756522249,3.46944695195361e-18,0,0,-0.140770772558745,0.190521767144624,0,0,0,0.0472220196993243,0.375382019164633,0,0.018023046731209,0,-0.0735380932010482,0,0,0.0018366264601776
NEO,0.0849424549868321,0,-0.115021576665029,0.17143683058821,-3.46944695195361e-18,0,0,0,0,0.472300429735142,0,0,0.157253148940795,0.0252212508496732,0,0,0,0,0,0.0600064704380239
XLM,0,0,0.216003144712017,0,0,0,0,0,0,0,0,0.167225097682854,0.138525174849212,0,0.226429981122568,0,0,0,0,0
EOS,0,0,0.115170839880922,0,0.139038603370281,0.00592558811914027,0,0,0,0.0753534785510566,0,0.193610973868993,0,0.299649300688061,0.0996724881436962,0,0,0,0,0.0698981706798365
MIOTA,0.010645967149844,0.976971024132993,0,-0.105820828939433,0.0263702711907007,0,0.141805351523247,1.38777878078145e-17,0,0,0,0.172831034744832,0,0.121113437108593,0.0685051336021056,0,0,0,0,-0.108274695824183
DASH,0.148472611529472,0,0.0826013089498842,0.0604448687774533,0,0,0.201486491192119,0.101866766318761,0,0,0,0.423095634154016,0,0,6.7762635780344e-21,0,0,0,0,0.00831287078264964
XMR,0.250481183574994,0,0,0,0.178743668940802,0,0,0,0,0.158644994112386,0.680317933058153,0,-0.0626773619654687,-0.0169603224256876,-0.0893625718830103,0,0,0,0,0.0481214400606784
XEM,0,0,0,-0.0742327794355241,0,0.160359774108612,0.249997246797204,0.286941138349149,0,0,0,0,0,-0.0170145959398795,0.18871266656365,0,0,0,0,0.061739751106456
ETC,0,0,0.200364842392227,0.379870298906887,-0.129274056428738,-0.234256273938815,-0.44223753797227,0,1.46643931388285,0,-0.353882221872543,0,-0.155736992282051,0,0,0,0,0,0,0.128225881119656
TRX,0,0,0.586478210859161,0,0,0,0.478897246119094,0.0495285916013712,0,4.33680868994202e-19,0,0,0.075771263390914,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0461712462524159,0.0944331180356559,0,-0.0205209766812966,-0.0767775995078741,0,0,-0.0586533330859146,0,0.146782085471561,0,4.33680868994202e-19,0,0,0,0,0,-0.0419224392124695
CVIX.Index,0,0,0,-0.0484548062716063,0.0648218268807482,0,0,0,0,0,0,-0.106418439767408,0,-0.0803718919320873,0.123221870597714,0,0,0,0,0.0453539463534155
DXY.Curncy,0,0,0.0204125150815969,-0.0237078385563148,-0.0339245546539881,0,0,-0.0115757751294393,0,0.00944693612578662,0,0.0325015396111097,0,-0.00369739766288245,-0.0104053410294687,0,0,0,0,0.00721376791147512
SPX.Index,0,0,0,-0.0323268270945414,0,0,0.0881422751475953,0,0,0,0,0.033257274422223,0.0215285375198252,0.0186507586729788,-0.114417463078781,0,0,0,0,-0.0665980496124179
VIX.Index,0,0,-0.8042816122897,0,0.110430701579812,0,0.0397014561555536,0,0,-0.983107596924842,0,0.37947184571019,1.37167838213712,0.125371382476453,0.28519423996298,-1.22819509899014,0.153842411692065,0,-4.53336391118238,0
