,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,ZEC,DOGE,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0110071886368586,0,-0.192427325254164,0.29563010260482,0.260867979366881,0,0,0,0.068138482888207,0.0418222891954721,0,0,0,0,0,0
ETH,0,0,0,0.0719190057971541,0.130368211945647,0,0.115692963934849,0,0,0.131975106219414,0,0,0,0,0,0,0,0
XRP,0,-0.518302772770543,0,-0.308648388553807,-0.334562915740149,0,0.216710903191576,-0.0745365890195147,0.936281428132802,0.0739951069426072,0,0.060567767904404,0.170204308077534,0,0,0,0,0.519976724404629
XEM,0.084364321416985,-0.403484047393209,-0.345001435522311,0,-0.292641328377495,0.121156588276125,0,0.067589338624067,0.456844454514137,0.196071173132822,0.340547035098213,-0.0417853889758199,0.199601798199024,0,0,0,0,0.962929455746913
ETC,0,0.287076013366877,-0.407651461467329,0,0,0,0,0,0.171352882664169,0,0,-0.0469616473467528,0.290250519030452,0,0,0,0,0.1848140201881
LTC,0,0,0,0,0.0421515670062446,0,0,0.620604933961357,-0.259532760479489,-0.126611120777685,0.108647105355327,0.0557670847872369,0.341499957301045,0,0,0,0,0.22137675872206
DASH,0.542454843501349,0.424817688828327,0.625444151132001,0,0.503873722346939,-0.203448772692369,0,0.29017088393802,-0.319937885203351,0.16293889770234,-0.122869272020256,-0.0856077298591685,-0.0760772562504034,-1.08282029438126,0,0,0,0.0178629161562417
XMR,0,0.225075250757268,0,0.212587199745093,-0.259548916560381,0.0983239361525052,0.473601941714915,0,0.0345915044597842,0,0,0.0278401331564848,-0.115310148376897,0,0,0,0,0
XLM,0,0.18923970626159,0.901562230384364,0.37207531450571,0.6566851855756,-0.233780227982209,0,0.20882431801033,0,-0.250836249846752,0.0224537035004228,0,-0.270181148737882,0,0,0,0,-0.570603586215058
ZEC,-0.0245483207057733,0.413057565462702,0,0,0,0.225003458679641,0,0.0829274121712306,0,0,0.0666586549379764,0.0246353043272759,0,0,0,0,0,-0.0691553864618979
DOGE,0,0.0825594143359574,0,0.259171034188513,0,0.232090313394584,0,0,0,0.205979992530044,0,0.0335235370012273,0.090866288949789,0,0,0,0,0
DGB,0,0,0,0,-0.0816887745714198,0,0,0.167699908251072,0.655297391524694,-0.196986898081697,0.605475292216274,0,0,0,0,0,0,-0.521240427838726
NEO,0,0,0.732178145596429,0.622929505078382,0.946988948026626,0.410129773068658,0.0900222139055118,-0.295655255563103,0,0.352035232958309,-0.342690690347141,-0.00328087076744802,0,0,0,0,0,-0.752900433350925
BV010082.Index,0,0,0,-0.0241859087908258,0,0,0,0,0.00441601454183515,0,0,0,0.0308675681722046,0,0,0,0,-0.0442444223631109
CVIX.Index,0.0240426947246838,0.00605881677209045,-0.0678891251609248,0.0628987487854674,-0.0197191222862236,0,0,0,-0.0185319082674185,8.67361737988404e-19,-0.0225359575335679,0.0398659754350883,0.0311753499283241,0,0,0,0,0.129846012632998
DXY.Curncy,0,0.00232733679180054,-0.00398130706785802,-0.00672347019319226,0.018027083400903,-0.00174591546547137,0,-0.00824549533168798,0.0152060609111041,0.0088010869145297,-0.00944647098400175,-0.003161317161329,-0.00534222276839056,0,0,0,0,0
SPX.Index,0,0,0,-0.00687733947552116,0.00203550071680536,0,0,0,0.0035983574465172,0,0,0,0.00105334365803963,0,0,0,0,-0.0369849447493058
VIX.Index,0,0.427865223357708,0.84343776417864,0.521504539079051,0.641067887840112,0.179363851942514,-0.252115165176539,-0.13201193146619,-0.592434169535335,-0.0185649260346446,-0.200971916120364,-0.051107050705289,-0.395859035205248,0,0.946496426057514,0,0,0
