,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.368600102373944,0,0,0,0,-0.0896018441827425,0.0256409736845655,0,0.0163919365911619,0,0,0,0,0,0,0,0
ETH,-0.969464923888117,0,-0.0495309308906622,-0.0400728230325087,0.259895340275328,0.0274724484023949,0,-0.0608632732909585,-0.222192953130358,0,0.169380872273753,0.472385414226745,-0.138251025619961,0,0,0,0,0.274052300202178
XRP,0,0,0,-0.283223281498874,-0.402236678576572,0.841602134884503,0.0888502640304007,-0.66930254947439,0,0,1.47786733593086,-0.683417943833138,-0.249851806358762,0,0,0,0,-0.630418023644677
LTC,0.135111610923237,0,-0.0615454384604846,0,0.36507239669536,0,0.684643453902824,0.0797457785458121,-0.520204835173072,0.489424752316148,0.231021827162975,0,0.0904661480976695,0,0,0,0,0
DASH,0,0.449083348864225,-0.182521065689688,0.295546612059702,0,-0.472666630682018,-0.883222761607332,0,0.738196710173691,-0.466731891732367,0.269338000797949,-0.494989625121828,0.0606991441065984,0,0.4101125510122,0,0,-0.380425356787058
XMR,0,0,-0.0126899090027849,0,0,0,0,0.0490976409772306,0.174042983819596,-0.0722301551595046,0,0,0,0,0,0,0,0
ETC,-0.438343656259522,0.160000534387329,0.0784130844422255,0.241336057438979,0,0,0,0,0.355905873532941,-0.158791105232164,-0.136993586735829,-0.14587504105304,0,0,-0.428045081303386,0,0,-0.0163841228036708
XEM,0,-0.05325826563373,0,0,-0.336062440235758,0.30588276108699,0.128292714953189,0,0,-0.236623547231475,0,0,0.427990547123991,0,0,0,0,-0.182831495431186
ZEC,0,-0.572499883713142,-0.083278208754461,-0.404829454017879,0.128133661384758,0.157128817196337,1.2447758202925,0,0,0.497130580821656,0.0197887947090225,0.389324957891534,0.0478539621509617,0.300866414752237,1.3600149160049,0,0,-0.175610512244721
DOGE,0,0.890043194700002,0.136796755984913,0.423551467093691,-0.0737095880798735,0,-0.526907243726549,-0.00642188518182737,0.598863755963832,0,0,0,0.153299661775714,0,-0.637324134498142,0,0,0.0642880922833882
XLM,0,0,0.467484693097882,0.229900192264299,0,0,0,-0.0949772049993409,0,0.0413018615824503,0,0.0780131661660252,0.384507591118216,0,0,0,0,0
NEO,0,0,-0.147932301025458,0,-0.256913124531546,0,-0.177623582821122,0.0280363701341132,0.382891839515089,0,0.26193961802723,0,-0.0709900440240486,0,0,0,0,0
DGB,-1.83718031355271,-0.86421221161084,-0.0353330566645913,-0.120744948853382,0,0.805201890331765,0,0.121850918228769,0,0.280738552231861,0.0554968729151686,0.954363180431151,0,2.21125252836644,0,0,0,0
BV010082.Index,0,0,0.00146910630622869,-0.024110418998054,-0.00466561377133263,0,-0.0315000460018449,0,0,0,0,0,0.0235292961376017,0,0,0,0,-0.106685360112002
CVIX.Index,0,0,0.0138046895753165,0.0334474637047012,0.0601914364148181,0,0,0,0,-0.0538885105179126,0,0.0430961882135384,0,0,0,0,0,0
DXY.Curncy,0,0.00321851300575196,0.00979631208709148,0.00706552102391664,-0.0156526992276967,0.022240886085112,0.00285860352497692,0.00197494334441376,-0.00150872350040344,0,-0.0240158829965702,-0.0144272673594344,0,0,-0.0323800800697264,0,0,-0.0143392385412549
SPX.Index,0,0.00221941093502342,0.00605342256084327,0.00510739524160505,-0.00767544104466346,0,5.42101086242752e-20,0.00691189202946129,0.00236294578614838,-0.0033081974756193,-0.0113096303105351,-0.00236704334066808,0,0.0222898348847687,0,0,0,-0.0264971516583362
VIX.Index,0,0.11844653603624,-0.0261588085898133,0,-0.092567793823179,0,-0.217509947245942,0,0,0.0247014564131429,0,-0.115382682936119,0.0155301464574206,-1.74108441090486,0,0,0,0
