,BTC,ETH,XRP,LTC,DOGE,DASH,XMR,XLM,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0402052811129304,0,0.713349564383054,-0.0555977210817383,0.0827842030203959,0.0670352718742181,0.0846115500829754,0,-0.0422056877841659,0,0,0,0,0.0247006253892021
ETH,0,0,0,-2.5550731239159,0,0,0.0379108336478275,-0.316538366324309,0.999021830710921,-0.357782631190277,0,1.38959633754831,0,0,0.171951199517502
XRP,0,0.00849269846531416,0,0,0.452344554757675,0.0514287720433255,0.0361778900825882,-0.0196230528188369,-0.040006144124605,0.0061122518320033,0,0.188246864721574,0,0,0
LTC,0.434089529884961,-0.0138054731037088,0,0,0,0,0.00245245830022716,-0.00109177944101754,0,0.00767780361885021,0,0,0,0,-0.00395969104735349
DOGE,0,-0.00585609136705059,0,0,0,0,0.0982544664495477,-0.0482954014976514,0.0771735298016562,0.0466866786549462,0,0,0,0,0.104059924141067
DASH,0.420022125391039,-0.287428234828605,0,0.563413026639226,0,0,0,-0.493616775814545,0.344747849609987,0.231524932764423,0,-0.121370619852611,0,0,0.654681584002179
XMR,0.726489138026479,-0.00850200964793176,0.787787923106147,0,0.0907168431480608,-0.550374265170933,0,0.826261458977317,0.165559137197408,0,0,0,0,0,0
XLM,0,-0.23036651159653,0,0,0,-0.618221366790634,0.412799742080692,0,0.300598898609469,0.212491529790949,0,1.38777878078145e-17,0,0,0.802012225574938
XEM,0,0.335432089713542,0.403533675217781,1.03378783428455,0,0.868034794223076,-0.224670923875872,0.717588913022019,0,0.0426412286087711,0,0.324548048730893,0,0,-0.854775096589438
DGB,0,0.192823871048544,-1.15524096605427,0,0.679218804333684,0,-0.424091484519167,0.682625542478686,0,0,0,0,0,0,0.378837943690238
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.040295469639209,0,0,0,0,0
CVIX.Index,0,0,0,0,0.164407092120069,0.0474076319831381,0.0169455909537599,0.0603651565019636,0.0258702246186611,0,0,0,0,0,0.169649470061247
DXY.Curncy,0,-0.00257666345520778,0,-0.0620275827558808,0,0.00907797060300327,0.00457744074688564,-0.0114502126585226,0,-0.00451348529779817,0,0,0,0,0.00624385626588288
SPX.Index,0,-0.0107961358745688,-0.0920801913938021,-0.13490713093459,-0.0693181514813838,0,0.012360115939412,-0.0290811845147024,0,0,0,-0.0088368468077209,0,0,-0.133472461890054
VIX.Index,0.46311194319644,-0.0124612246672327,-0.221893799254525,-1.19187802522964,-0.22991601064688,0.0468798961014773,0,0,-0.0431632256554789,0.0955139197415692,0.590945100361032,-0.0240875913522121,0,-4.31072340557493,0
