,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.105451291997355,-0.249722801754619,0.479397488614706,0.0812880999031219,0.015456200028589,0.0454170100006868,0.296007490007396,-4.33680868994202e-19,0,-0.530437366351198,0.00765369767950777,0,0,-0.0204281214311643
ETH,1.18771412392813,0,0,0,-0.0428225989196253,0.295325965240278,0,-1.8909288946256,-0.0960774465609082,0,0,-0.457233609131916,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.607774244373001,0,0,0,1.38777878078145e-17,0,0.339387388781075,0.0109122770889148,0,0,0,0,0,0,-0.0476175128581261
XEM,3.36850669658138,-0.192637541973243,1.73472347597681e-18,-1.80586617076464,0,0,0,0.11293280012313,0.85355767014491,0.378626767532697,2.45373351517914,0.140186466088762,0,0,0.387386789604216
DASH,0,0.130682606335589,0.187730512840207,0,-0.0616604724924424,0,0.133267468237172,0.29916733493084,0.157859319952287,0,-0.481365589558262,0.067538212696552,0,0,-0.114225788163309
DOGE,-6.93889390390723e-18,0,0.147154266725955,0.422137854488114,0.011086354639222,0.293892683016011,0,0.140102273226294,0.0242974464307654,0.142787458937618,-0.414562850253639,0,0,0,0.0685829958571408
XMR,0.931562013632419,-0.423163838572112,0,0,-0.0549404788137769,0.105010480597287,-0.219618475241837,0,0,0,0,-0.0719766096752048,0,0,-0.026990836266697
XLM,0,0.100927870928898,0.267750295722033,0,0.132870258406883,0,0.372043941563619,0.19442101766683,0,-0.3872885225649,1.39725431817788,-0.566017728158314,0,0,0.293797043012375
DGB,0,0.236957765552817,0,0,0.0879984112630573,0,0,0,0,0,0,0,0,0,0
BV010082.Index,-0.266029994451752,-0.0374714361119909,0,0,0.0675876222782455,0,0,0,0.00661980720851866,-0.0816742438506932,0,-0.209441472133926,0,0,-0.113928880272327
CVIX.Index,0,-0.131072548492985,0.0318384206048075,-0.256880848805239,0.0391921628358283,0.536437587132207,0,0,0,0,0,0,0,0,0.148407103268124
DXY.Curncy,0,-0.0127917120146514,0.0214347974216738,0,0.000407102639083487,0.0109661638926576,-0.0107612346053673,-0.0361142407401383,0,0,-0.112424284674866,0.0482205394640484,0,0,-0.0163504291046365
SPX.Index,0,0.00574851539474175,0.011092931052557,-0.0120291838862912,-0.0137427833461804,0.0765325399708867,-0.0513382845692138,0.0310217913981846,0.0269204373920304,0,0.128731581668871,-0.057566950686887,0,0,-0.0541222357316601
VIX.Index,0,0.322653648562637,0,-0.640478110723809,-0.14788336659201,0,0,0.778607898275772,0.591796826789416,-0.471385047598706,0,0.0337676535935221,0,-6.04089028463276,0
