,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.202967058001642,0,0,0.217975357743868,0,0,-0.220686806407924,0.719513078528364,0.059369849396672,0,0,0,0,0,0,-0.0203714304298635
ETH,0,0,0.131170263883232,0,1.12612972718061,0.790430767039055,0,-0.0934096459618461,0,-0.937823810155583,0.179203068693715,-0.761190156068475,0,0,0,0,0,0.426107425393469
DASH,0,0.195692765600684,0,0.212999117359784,0.190851126831199,-0.186029137125582,0,-0.132777157037913,0.140901231788598,0,-0.048192266301374,1.28496536738114,0.059655832286159,1.8574203073302,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.0672395982431839,0,0,0,0,0,0,0,0,0
XMR,0,0.398342791052893,0.0579866092392206,0,0,0,0,0,0.11333686289178,0,0,0,0,0,0,0,0,0
ETC,0.554976125842011,0.381384694360307,-0.0294947831087773,-0.105939974088521,-0.171094347974551,0,0,-0.0243116103662424,0.286125705279591,0,0,-0.0810596114973575,0,0,0,0,0,0
LTC,0.129902529613201,0.0598739928217137,0,0.0428066990982803,0.00362648713934131,0.0747731691679596,0,-0.134425302164319,0.107721560391463,0.0853182516322201,0,0,0,0,0,0,0,0.0127194815170187
XEM,0,0.350338768236976,0.0785741740810514,0.184038940550949,0,0,-1.70102623567566,0,0.239331603587302,0,-0.222290054072429,0.175580171670493,0.588770122716462,0,0,0,0,0
ZEC,-0.812082378129399,0.195145723516569,0.273652206706879,0,0,0,0.857144876662954,-0.0494432610209429,0,0.630310028260541,0,0.183936284342038,0,0,0,0,0,-0.249540754680466
DOGE,0.106328103240301,-0.100076491278774,-0.0455494511818922,0.0296404360014186,0.211598573070217,0.180334098483418,0.349614634529579,0.0591387660950056,0.119762035018859,0,0,0.00201736754418633,0.161989409374511,0.663896640003822,0.33013408258653,0,0,0.116480305847029
XLM,0,0.00834943186989253,-0.0788174035300998,0,0,1.73472347597681e-18,0.636944431021321,-0.0675199363368896,0.105815408088934,0,0,0.0163494008684059,0.409053175128467,0,0,0,0,-0.247414660351833
NEO,-0.27350475124986,-0.493145844525973,0.136613717319382,-0.0522131153731074,0.491997586476417,0.519403653852411,-0.0117231624934391,0.116804248933137,0.0856713444222216,-0.728174538967299,0,0,0.189645056452698,-0.0851161754130763,0.682980963467006,0,0,-0.064562728060147
DGB,0.464621804833226,0,0.312862664936098,-0.208246400870799,-0.501379106908583,0.341293677960164,-0.398285200052383,0.185444315090531,-0.0642207868931146,0,0.517313783745185,-0.184498020593449,0,-0.755048312903402,0,0,0,-0.00534298966750412
BV010082.Index,0.265224968537502,0.114225936370637,0.041933220972955,-0.0405295886478392,-0.289726153785912,-0.171963411566487,0,0.0210780034310382,-0.0332568577757864,0.332415888470717,-0.0448639020693134,-0.0143107429761031,-0.14763214963635,0,0,0,0,0
CVIX.Index,-0.19517832264235,0.0130993300303978,-0.00234654368606691,0.0898044307355854,-0.0523597436565395,0.0688541014783664,-0.732540751972389,0,0,0.858001198354461,0.284402023004277,0.159333872152833,-0.323109207232089,0,0,0,0,0.401445537452039
DXY.Curncy,0,-0.00782983168250137,-0.00822102903162394,0,-0.00560631234689664,0,0,0,0,0.0405755786902393,0.00267725410813805,0,0,0.0475793362349385,0,0,0,0.0173156170298696
SPX.Index,0.00351962717234383,-0.00386075375534859,0,0,0.0131855599158066,0,0,0,0,0,0.020402469244301,0,-0.00967209821089978,0,0,0,0,-0.0281494327310618
VIX.Index,0,0,-0.0883505169468051,0,-0.0988857977054488,0,0,0,0,0,0,0,0,0,0.285311179298965,0,0,0
