,BTC,XRP,ETH,XEM,LTC,DASH,ETC,XLM,XMR,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,-0.561428612491674,0.201815691564244,-0.389706897618601,0,0,0.318214543541303,0,-0.345075943061537,0,0.163309294431882,0.287368181349422,0,0,0,0,0
ETH,0,-0.111273427399246,0,0,0,0,0,-0.0107123228130228,0,0.0758590123933174,0,0,0.00378589949946859,0,0,0,0,0.147352903248971
XEM,0,0.0402466564672429,0,0,0,0,0,0,0,0.177193363646234,0,-0.0606774136866839,0.100525881554552,0,0,0,0,0
LTC,0,-0.0968317431769598,0,0,0,0,0,0,0,0.184598584819576,0,-0.0108901386922787,0,0,0,0,0,0
DASH,0.100122548523138,0.00973751459921969,0.0945354544856684,0,1.73472347597681e-18,0,0,0.0343539729372492,0.529184391146518,0,0.139180944604797,-0.00336698651497569,-0.124542479097573,0,0,0,0,0
ETC,0,-0.00549749613272912,0.733406252197943,0.202977128369525,0.202103012454179,0,0,0.027397269728177,0,-0.185429467483204,0,0.0687595629667871,0,0,0,0,0,0.0694918860141996
XLM,0,0.869704396819888,0,0,-0.164889191768281,0,0,0,0.831835632801264,0,0,0,0.0813302531476003,0,0,0,0,0
XMR,0,-0.153421807544899,-0.154508897229131,0.0847594157492693,0.0588555068784114,0.517052355636276,0,0.035209292110114,0,0,0,0.0146474468136878,0.167638049868981,0,0.344522768052856,0,0,0
DOGE,0,0,0,0.131507839472439,0,0,0,0.234127830207227,0,0,0,0,0.238002123161959,0,0,0,0,0
ZEC,0,0,0,-0.0552981398446102,-0.146485685675726,0.139155828026228,0,-0.0332651566624153,0,0.282504664435532,0,0.00107507183375848,0,0,0,0,0,0.110906710747286
DGB,0,0.0573926778027267,0,-0.429639020378131,-0.176165129109054,0,0,0,0,0.863866687085939,0,0,0.117532409826499,0,0,0,0,0
NEO,-0.176873762932474,0.162413162512776,0.843748862512932,-0.407652496346874,-0.129442452214896,-0.850177776920179,-0.100586007141934,-0.136683457459115,1.41340368493702,0.222406758560131,0.0998182241721726,0,0,0,0,0,0,0.288881991736516
BV010082.Index,0,0,0,-0.0268263093935588,0,0,0,0.0124937512284994,0,0,0,0.00235693145656705,0,0,0,0,0,-0.0387539332597213
CVIX.Index,0,3.46944695195361e-18,0,0.0361908299166441,-0.112605476301838,0,0,-0.0109365419455568,0.199632678524655,0.0140471166701134,0,0.0361105887403881,-0.00933399705728458,0,0,0,0,0.172111201183744
DXY.Curncy,-0.0227922235500671,0.000418491714056249,0.0135433937061262,-0.00119667743003526,0,-0.00184249531311537,0.0184876088652141,0.00377332172878462,0,-0.00716014721937634,0,-0.00171276365834692,-0.0108788864580716,0.0757523387925406,-0.0555930086269108,0,0,0.0052305236064084
SPX.Index,0,0,0.00772645290055081,-0.00800407859277142,-0.00127284470824111,-0.0119788127455856,0.00400268542227911,0.0059047287108872,0,0.0013470275683407,0,0.00321448539225038,-0.00491686618660117,0,0,0,0,-0.031759933215075
VIX.Index,0,0.125754213615665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
