,BTC,ETH,BCH,XRP,DASH,LTC,MIOTA,NEO,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.164028254574002,0.115050186667969,-0.0970928266147688,0.472786038299666,0.408650722805288,0.0227322293048407,-0.225082425638725,0.257532062656395,-0.121566346579679,0.0911576681162301,-0.272950061222667,-0.316463341713681,-0.1792653005206,0,0,0,0,-0.358858384792751
ETH,0,0,-0.0240375641158133,0.0697582010857678,0.0843454668549402,0,0.00250889416754101,0.0198388368686602,0.1191133973295,0,0.126846835165735,0.104796841076853,0,0.216471066558446,-0.126994787405356,0,0,0,0,-0.0663924370069656
BCH,-2.55964750320456,0,0,0,0.36556425773113,0,1.61977465112005,0.291669722920379,-1.19308704858431,0.000704263820605622,0.230456394135469,0.117697118109196,-1.63905836049492,-0.62328822478534,-0.214268741651859,0,-3.94742138076759,0,0,-0.3640329814272
XRP,0,0,-0.0314488777002858,0,-0.0707881415471233,0.271286924412874,0.055354307998846,0.0943032032402016,0,0,0.0163392825010341,0.0052759490009843,0,0,0,0,0,0,0,0.0681627546918483
DASH,-0.904133065149532,0,0,0,0,0,0,-0.0126723829845424,0,0,-0.260379354533926,0.0739960996680182,1.15808275836916,-0.0505291831069263,-0.29819614661493,0,0,0,0,0.022116626705168
LTC,0.123813458579554,0,-0.0802194265429874,0.663825408110982,-0.0892424886975064,0,-0.120424822151382,-0.0187716857951383,0,-6.93889390390723e-18,0.0478178806890483,0.0108056964114349,0.29446656527657,0.14758775432209,-0.146423867736476,0,0,0,0,0.16614210974776
MIOTA,0.0632199865506112,0,0.231609543525394,0.439719211124945,0,0,0,-0.100916369608837,0.380428266934496,0,0.0783544188140292,0.0726983177106833,0.376663926095766,0.367588641277702,0,0,0,0,0,0.408274913002128
NEO,0,0,-0.0268977264052176,0,0,0,0,0,0,0,0,0.0186648294428113,0,0,0.40805165133842,0,0,0,0,0
XMR,0,0,-0.0758808543451034,0,0.213920448691313,0,0.019517421292033,0.218962153944942,0,0.233894399847405,0,0,0,0.122207981693802,0,0,0,0,0,-0.172581164760432
XEM,0,0,-0.0406362520785404,0,0,0,0,0.0420219354324289,0.0970508877008304,0,0,0.018704189954258,0,0.44098747864716,-3.46944695195361e-18,0,0,0,0,-0.0545742161025749
ETC,-0.398707140904905,0,0.152212812614259,0.34823284223291,-0.512939380602787,0,0.171247999675483,0.0718072046873994,0.121292702189925,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.188833186043175
EOS,0.321493780373695,1.89003604476264,0.18083765046883,0,0.0609966207554562,0.118497110853009,0,0.191840632752327,0,0,-0.130923727374617,0,0,-0.562010810902847,0.702974751433303,0,0,0,0,0.410136635688642
ZEC,0,0,-0.045974618499882,0,0.408127074506607,0.382631843356875,0,0.102379329245401,0,0,0.107900858303715,0.0431833121339546,0,-6.93889390390723e-18,0.0408619962263207,0,0,0,0,-0.00641558993815647
ADA,0,1.41846616173836,-0.0506151295431694,0,0,0.440343964477782,0.160591202615196,0.160969615942047,-0.146339596437531,0,-0.0474151915632075,-0.368111776680916,0,0,0.370408252311789,0,0,0,0,0.071188120850365
XLM,0,0,-0.0357848335998344,0,-0.117906758537133,0,0,0,0,0.496737384930928,0,0.299077616484679,0,0.252182330536462,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0.0273454636801194,0,0,0,0,0,0,0,0
CVIX.Index,-0.213852072536877,0.112050860524722,-0.0657871769062804,0.248466188148453,-1.73472347597681e-18,-0.324912269317556,0,-0.00498756691410304,-0.134188253441558,-0.000860843217218485,0.0192581463909597,0,0,0.0327578609265287,0,0,0,0,0,0.22242097299315
DXY.Curncy,0,0,-0.00302990064926636,0,0,0,-0.0233714826683191,0,0.015607328799299,0.00370647339262238,0,0.00428064830626254,0,0.00278616986395247,0,0,0,0,0,0
SPX.Index,0,0,0.00469074047612614,0,0,0,-0.00406673678343349,0,0.00688279924545198,0,0,0.00305446538851496,0,0,0.0107528308780614,0,0,0,0,-0.0231923709761566
VIX.Index,-0.832716133132093,-0.103103006365452,0,0.0891546943663133,-0.114948764157715,0.655075269728331,0.332825524982323,-0.115515469830004,-0.208296714462618,0.0273484887471821,0,0.0660220384677872,0,-0.256261959380797,0,-1.29787045365807,0.466756743569607,0,0,0
