,BTC,ETH,BCH,XRP,DASH,LTC,XMR,NEO,MIOTA,XEM,ETC,EOS,ZEC,XLM,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0971052406169152,0,-0.348887350570665,0.483827143686969,-0.0449864316325846,-0.0458610883608129,0.316676986912227,0.373719799033318,-0.282264191665039,0.16014459726284,0,-0.21503478329258,-0.402806280758618,0,0,0,0,-0.252901757337274
ETH,0,0,0,0,0,0,0.168930942524398,0,-8.67361737988404e-19,0.0293000913020167,0.0652928568223876,0.126894131225043,0,0,0.0999522621615181,0,0,0,0,0
BCH,0,0,0,0,0.209133571859004,0,0,0.192406775748386,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.0664969722825025,0,-0.0156973658450963,0,-0.056289803076787,0.263539092256376,0,0,0.0243807991392061,0,0.030181731445767,0.0784620264347791,0,0,-0.00336183275977904,0,0,0,0,0
DASH,-0.876660760514316,0,-0.0564998062394791,0,0,0,0.549562264188738,-0.132368102547365,-6.93889390390723e-18,0,-0.559805119844321,0.407746094209202,1.07330586354078,-0.553413183861424,-0.0203810577261038,0,0,0,0,0
LTC,0.146228236932161,-1.38777878078145e-17,-0.029201226115848,0.289778099957788,-0.0620506115462535,0,0,-0.0393041951593491,-0.0750509324548167,6.93889390390723e-18,0.0592234253507842,0,0.285898696285794,0,0.159946101542501,0,0,0,0,0.0857403427672239
XMR,0,0.653594119847056,-0.161399648017928,0,0.432511349401673,-0.129043877070713,0,0.312210099984701,0.157312302424789,0,0.0970512874845782,-0.326055250043849,-0.431081455576395,0.288809579265329,0,0,0,0,0,-0.129579188722303
NEO,0,0,0,0,0,0,0.0766613644664959,0,0,0,0,0.0656598973716047,0.139522490425418,0.283736343555799,0,0,0,0,0,0
MIOTA,0.148612625781877,-0.667337946410099,0.154181099244822,0,0,0,0.56319083621752,0.002338172164047,0,-0.136516299535191,0.158932800224578,0.25211171199376,0.331076324077017,-0.168823035597135,0.613463766496899,0,0,0,0,0.64689031135773
XEM,0,0.281557259825396,-0.00786433857731916,0,-0.107956054246753,0,0.0807291664011365,0.0352298150699908,0,0,-0.0525669946104317,-0.0101930315572486,0,0,0.518806993943512,0,0,0,0,0
ETC,0,0,0.305596682315162,0,-0.418325275367533,0.355366430325053,0.296301626506086,0,0.137736405588693,-0.00581482934993072,0,0,0,0.0794268322285254,0,0,0,0,0,0
EOS,0,0.786317133087981,-0.0533171913359209,0,0.308841237518135,0.157091649236716,-0.742963188437732,0.466222487298724,0.149774470807805,0,0.135208517416596,0,0,0.274575333768162,0,0,0,0,0,0
ZEC,0,0,-0.012891391067045,0,0.426866631385269,0.445748294085945,0,0.118051440093562,0,0,0.0970160775713918,-0.0585883657562832,0,0.157741972667132,0,0,0,0,0,0
XLM,0,0,0,0,-0.257116421092802,0,0.430853507983598,-0.0704729479887202,0,0.0659260817177116,-0.129116257168668,0.0815622797711902,0,0,0.558319919053733,0,0,0,0,-0.0972052965346522
ADA,-0.278751979816898,0.359168978016392,-3.46944695195361e-18,0,-0.00284212633354372,0.639012137170999,0.252887044221174,3.46944695195361e-18,0.378518450560932,0.297180698630719,-0.310040887952953,0.00788998900116759,-0.70579372708494,0.248725187752409,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0.0263026228080034,0.0329460559702801,0,-0.0149848460876166,0.00223818844660396,0,0,0,0,0,0,0,0
CVIX.Index,0,0.102237607020112,-0.0532361809351451,0,0,-0.19582644517181,0,-0.0343330629667787,-0.012679482535266,0,0.0263582803236684,0.00550873341504586,0,0,0,0,0,0,0,0.11701413235431
DXY.Curncy,0,-0.0964372185253584,-0.00445518679401526,0,0.00122730172864335,-0.0017508194598246,0.0488857396478239,-0.0040539191740406,-0.0259663485808035,0,0.00636267615932807,0.0340046820273712,-0.00809870897506472,-0.0212585343216415,0.0271179305028525,0,0,0,0,0
SPX.Index,0,0,0.00382339482045306,0,0.00588490615802846,0,0.00377309041809913,0,-0.00412002189822224,0,0,0.000892611915010491,0,0.0121528537520603,0,0,0,0,0,-0.0248289841435755
VIX.Index,-0.757013223324601,0,0.0191344286623217,0.394395496054748,-0.105237858806937,0.534546713549226,-0.339354942815712,-0.14372245316801,0.310019378281576,0,0.055685518190266,-6.93889390390723e-18,0,0,-0.190965834002932,-0.299773644091963,0.383187944339285,0,0,0
