,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0537915905978956,0.555901235885121,-0.256355313235141,0.118444826503916,-0.0897036102169584,0,0.227911416033221,0,0.233403762491312,-0.0744519825595675,0,0,0,0,0,0
ETH,0,0,0.596733336448844,0.162115136690832,0.00768476469109146,0,0.0703314012380263,0.159089611327836,-0.0577823303810365,0.180347914558222,0,0,0,0,0.0555244003793421,0,0,0,0,0
XRP,0,0.455930976817013,0,0,0.278776812890347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.153251688195197,0.0161809664580182,0,0,-0.144549318025474,0,0,0.0909943256284543,0,0.0489474305005755,0.194751200523523,0.424536732276419,0,-0.0619252432499287,-0.139401602571947,0,-0.472341269918715,0,0,0
XEM,0.309427811736055,0,0.330782525483873,0,0,0,0,0.0618518616972628,0.169186471817171,0,0,0,0,0.359443192147119,0,0,0,0,0,0
DASH,0.1610071947488,0.114130892795986,0,0.146560586364737,0.161520702933147,0,0.174241616784566,-3.46944695195361e-18,0.196554182538976,0,0,0,-1.38777878078145e-17,-0.198830254998253,0.0972184777356183,0,0,0,0,-0.260685628521815
ETC,0,0.253121842235375,0.0527230165559959,0.299298333586948,0,0.0727467808163347,0,0,0,0.108174745475641,0,0,0,0,0.00254342905103137,0,0,0,0,0
MIOTA,0.773687683701846,0,0.439128436502718,0,-1.38777878078145e-17,0,0,0,0,0.213814992147529,0,0.695563326850658,-0.419604497477141,-0.028994137588288,0,0,0,0,0,0
XMR,0,0,0,0,0.0762687323712385,0.46322282233473,0,0,0,0,0,0,0.227991900678203,0.202308895151327,0.0298757695754202,0,0,0,0,0
EOS,0,0,-0.104208671202957,0,0,0,0.480670917966273,0.142623337806048,0,0,0,0,0.478676044144486,0,0.070324347487362,0,0,0,0,0
NEO,0,0,0,0.511123046966958,0,0.240554018880387,0,0.0716900008106838,-0.340139084221577,0.146221129932973,0,0.32507988909017,0,0.351210176872462,0,0,0,0,0,0
ZEC,-0.295338886772182,0,0,0,0,0,0.213097229135261,0.208498373445298,0,0,0.43072597396567,0,0,0,0.0899653814104057,0,0,0,0,0
DOGE,0.141645875339059,0.277449552786381,0.181418735740768,0,0,0,0,-0.0546126933277984,0.394892181696971,0.0186119771716057,0,0,0,0.0899221096790118,-0.0440424918714566,0,0,0,0,0
XLM,0,-0.0415609076464492,0,0,0.149226199978446,-0.475262668641101,0.462361317057225,-0.177038239504798,0.585568463234301,-0.114728859022998,0.338424640649781,0,0,0,0.292750563657998,0,0,0,0,-0.551751019150849
DGB,0,0.0603065445410694,0,0,0,0.243209436552981,0,-3.46944695195361e-18,0.0820579564512193,0,0,0.411455078975484,0,0.387274755649679,0,0,0,0,0,0
BV010082.Index,0,0,-0.0708432569271863,0,0.0411798094768502,0.0703352331667339,-0.0421707130428225,-0.026269505237665,0.0402523422985195,0.0029387248399518,-0.169131660263607,0.228896840197722,0,0,0,0,0,0,0,-0.10345083001107
CVIX.Index,0,0,0,0,0,0,0.0575540210631002,0,0,0.052192095943793,0,0.0286764733449788,0,1.73472347597681e-18,-0.0951830447448415,0,0,0,0,0
DXY.Curncy,0.0336963153365407,0,0.0169335228067913,0.00886482845991703,-0.0150994980338716,0,0.0118397747946882,0.0114730846374017,0,-0.00947213570972463,-0.028731946953033,0,0,-0.00945850253035831,0,0,0,0,0,-0.0122980140888544
SPX.Index,0.0119671669936225,0.000990283118238083,0,-0.014875049556276,-0.0169845842414068,0,-0.00503212459424375,0.00859547686356516,0,-0.00941172339429692,-0.00378145002469896,0,0.0101667745840249,0.0151695527763615,-0.00288879120610662,0,0,0,0,-0.0384441530695705
VIX.Index,0,0,-0.12408739843921,0,0.0623818886771724,0,0,0,0,0.219447892216088,-0.0826465166798461,0,0.0800580218391878,-0.243758525053564,0.0750522858463136,0,0,0,0,0
