,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,NEO,ETC,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.491570502416144,0.138840006617667,0,0.0626909922212772,-0.0720561349757198,0,0.0208711787561093,0.0336332964123926,0.00892746389785779,0,0,0,0,0.0637088178268837
ETH,0,0,0,0,0,0,0.201994241291553,0,0,0,0.128247827988015,0,0,0.060728363949018,0.36585398213338,0,0,0,0,0
BCH,0,0,0,0,0.167408977272938,0,0.150187270918398,0,0.429791568134836,0.162769257438404,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.21347063836519,0.0971077113309797,0.0968361776420473,0,0.146657380394029,0,0,0.02694083782434,0.00530956557414208,0,0.00641143301244086,0,0,0,0,0.0708906368373021
LTC,0,0,0,0,0,0,0,0,0,0.00614551820529613,0.820543813883612,0,0.111447035470262,0,0,0,0,0,0,0
DASH,0,0,0.332637491581898,0,0,0,0.278530406840953,0,0,-0.122484650341451,0,0.0859019460884661,0.443150714119517,0.116631481297004,-0.277878947585667,0,0,0,0,0
XEM,0,0,0.0752973187602242,0,0,0.273415068285669,0,0,0.0523471000274432,0.073819588518811,0.409124373863274,0,0,0,6.93889390390723e-18,0,0,0,0,0
MIOTA,0,0,0.146619050399397,-0.177921511285184,0.728894090506052,-0.343468799963409,-0.0720832638892797,0,-0.290188302712739,-0.502171592372499,0,0.295470899252036,0.332687969217494,0.166064462272324,0.624986504619622,0,0,0,0,-0.0915748606284937
XMR,0,0,0,0.40299126684789,0,0,0,-0.112001872897892,0,0.0310981081173969,0.328215935991403,0.231989395397799,0,0.0938100605205313,0,0,0,0,0,-0.115443969901042
NEO,0,0,0.721610857393301,0,0,-0.0362895180081996,-0.343343803364157,-0.870785228270417,-0.381741050558898,0,0,0.926761781688249,0.594052727540819,-6.93889390390723e-18,0.727653942226488,0,0,0,0,-0.738180554861334
ETC,0,0,0.0378735721905443,0,0.951434786528611,0,0,0,-0.0505978265767256,-0.115066560372714,0,0,-0.0861080853068032,0,0.296492354769214,0,0,0,0,0
ZEC,0,0.960435171232086,-0.164312585689859,0,0,0,0.0686765825801332,0.189073631348156,0.00929981595980069,0.30892898947576,0,0,-0.230767600014321,0.056794008102351,-0.427703188627894,0,-1.19189582631173,0,0,0.479607971206249
BAT,0,0,-0.447648468095362,0,0.417796515398416,0.641497962577332,-0.122047726879418,0.541169596155804,0,0.532716683025544,0,-0.848928176939444,0,0,0,0,0,0,0,0.179454448650767
EOS,0,0,0.015132935856,0,0,0,0.183290103317545,0.143639288409162,0,0.0735027721848535,0,0.388824151416471,0,0,-3.46944695195361e-18,0,0,0,0,0
XLM,0,0,0,0,0.387869779270573,0,-3.46944695195361e-18,0.308856430354828,0.18218963903582,0.0691013262281263,0,0,0,0,0,0,0,0,0,0.067328309428295
BV010082.Index,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-8.63350359268721e-06,0,0,0,0,-0.122118230878066
CVIX.Index,0,0.358370328229494,0,-0.198749139601098,0,-0.021909689149678,0,0,0,0.0779933849223064,-0.115303315850195,-0.251549919043423,0,-0.0264238827295906,0,0,0,0,0,0.220037166634924
DXY.Curncy,0,0,0,0,0,-0.0408547082492108,0,0.0136105834212725,-0.00738989147187673,0.0030496931252788,0,0,-0.00395728910541923,0.017250830036074,0,0.0946601777044345,0,0,0,-0.00530290756453334
SPX.Index,0,0,0,0,0,-0.00623424307722316,0,0,0,0.00457468437230822,0,-0.00881728327008872,0,0,0.00475933732741963,0,0,0,0,-0.033774275037889
VIX.Index,0,0,0.0644906135243438,0.152812653535165,0,0,0,0,0,-0.032141343754106,0,0.242396148523558,0,-0.242103831997544,0,-0.642675431846363,0.333181565878333,0,0,0
