,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0721068392883076,0.0246987504855447,0.413175579474678,0,0.0241329654525188,0.101805241735037,0.134086659743065,0,0.145074987478014,0,0.169512816992482,0,0,-0.121774819790821
ETH,0,0,0,-0.105332414097951,0,0.258136922826609,0.445396843273465,0,0.136292901223841,-0.20665239863884,0.470056883689471,0,0,0,0,0.664183010513798
XRP,0.0848591942314982,0,0,-0.0140700023171597,0,0,0.0319675817865657,0,0,0.0240908559292617,0.018785360591929,0,0,0,0,-0.0900317773190781
ETC,0,0,0,0,0,0,0,0,-0.407362356978561,0,0,0,0,0,0,0
LTC,0.446500647320655,0,0,-0.0019658864553725,0,0,0.0202164246839374,0,0,0.0264548341953297,0,0,0,0,0,-0.025829356202638
DASH,0.160686861036637,0.249111575692408,0.169631462385136,0.0280356428885791,0,0,0,-0.378264985697099,-0.0415666736430453,0.314853580850132,0.0447522219590696,0,-0.502555358488384,0,0,0
XEM,0,0.113152232606778,0,0.0189959518596235,0,0,0,1.30253781981958,0.172321914014065,0,0,0,0,0,0,-0.296063835343871
DOGE,0.435195426619388,0,0.115796458850611,0.00274195825650361,0,-0.0930073341591308,0.107516815600894,0,-6.93889390390723e-18,0.0419417778179378,0,0,0,0,0,0
XMR,0.688864453828778,0.0888606217348266,0,-0.0328660748272697,0.254853994621902,0,0,0,0,0.201881559711937,0,0,0,0,0,0.237822768031988
XLM,0,-0.336830288356722,0,-0.0649732192165515,0.503437836535935,0.814045816031592,0,1.33544186319265,-0.11323715078779,0,-6.93889390390723e-18,0,0,0,0,0.241988012929465
DGB,0.69557434729193,0.411033702980118,0,0.0477683095816507,0,0.15002071446666,0.163709105125181,0,-0.0844057597798704,0,0,0,0,0,0,0
BV010082.Index,0,-0.0469620589210417,0.142796967926933,0.0126599839661589,0.144330564285108,0,-0.0431162033083273,-0.0883417350319232,0.000228219144842947,0,0,0,0.355834155671686,0.353831094142904,0,0.097975658756757
CVIX.Index,0,-8.67361737988404e-19,-0.18145337191535,0,0,0,-0.0412315866372379,0,-0.214323440557142,0.0991313215261849,0.142277589838733,0.155008347698064,0,0,0,0
DXY.Curncy,0,-0.003312090733648,0,-0.00129535935781036,0,0,0,-0.00342339841872136,-0.00585962215145301,0,0,0.160848517282365,0,0,0,-0.0447250158076852
SPX.Index,0,-0.00629583946488127,0,0,0,0.0126415395569644,0,-0.0274072199657607,0.0161897933008586,0,-0.00722165314884414,0,-0.00536283695864207,0,0,-0.0435490340008187
VIX.Index,0,0,-0.131769609683781,0.0544362310894222,0,0,-0.182942195473078,0,0,0,0,0,0,0,0,0
