,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0.0311499037410152,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,-0.0630892694897427,0.317970925177795,0.151578942391027,0.0321619123530982,0,0.359088388784125,-0.282984785527652,0,0,0,0,-0.0633318204080777
LTC,0.616841317852096,0,0.0265932241388336,0,0.0441309802753791,-0.017151350709481,0.0260372092221095,0,0,-0.0866677232770473,0,0.0444563398799009,0.0274790724942909,0,0,-0.0299787359636522
ETC,0,0,0,0,0,0,0,-0.0517244843198455,0,0,0,0,0,0,0,-0.193122917650025
XMR,0,0.632363986428776,0.21663381545569,0,-0.0539285602666516,0,-0.036145664451811,0.361652925250033,-1.90287488783143,0.0425707131652464,-0.13549235907485,-0.764786263935337,0,0,0,-0.439079859443646
DASH,-0.677336996992054,-0.511254136293554,0.148249495861169,0,-0.0421520614426636,-0.0461523235220008,0,0.174582339480558,0,0,-0.00371185665155502,0.491698445982639,0,0,0,0.0569618911536975
XEM,0,0,0,0,0.0741673173765648,0.147709126967528,0,0,0,0,-0.235179329425081,0,-0.793865875970913,0,0,0
DOGE,0.605138846829567,0.129738281820678,-0.00166612572515985,5.42101086242752e-20,-0.0357560393473111,-0.201650828515667,0,0.0263302438403736,0,0.148325960107981,-0.0917413019672636,-0.254476146204032,0.123503748817459,0,0,-1.73472347597681e-18
XLM,-0.793489456330849,0,0.453727129713624,-0.250468508750977,0.172071260007815,-0.018473891179081,-0.72976475142576,0,0.336689672308837,0,0.174711686673777,0,0.255573735819494,0,0,0
DGB,0,-0.693594513785125,-0.129062807822248,0,-0.332302845326311,-0.202245237847892,0,0,0,0.283512585571846,0,0.424227193379464,0,0,0,-0.230958568512642
BV010082.Index,0.357749320294289,0.138678356770408,-0.0828923027450884,-0.154186462200313,0,-4.33680868994202e-19,0.262672824935447,0,-0.126914679258459,-0.0751700956399498,0.0461703051803878,0,0.316647783499442,0,0,-0.0910946471876441
CVIX.Index,0,0,0,0.0885826207428128,-0.000660963485394074,0,-0.224849556850896,-0.122146472492879,0.261789825281711,0.0638773973568816,-0.0704852037960593,0.309154344346063,0,0,0,0.0299497764780783
DXY.Curncy,0.0224690614350673,0.0165488088896852,-0.0297392161227486,0.027305539039502,-0.000457660815259972,-0.000854933977993608,0,0,0.0372917729135755,0,0.0156214320381569,0.0407140772471003,0.0300449781814733,0,0,0
SPX.Index,0,-0.0493858674465783,0.0179183662737161,0,0,0.0141205197254669,-0.0213134348103262,0.0132553167571751,-0.0307733050839993,0.00542303478033744,0.0130251538865334,0,-0.0183255436993243,0,0,-0.062036086000234
VIX.Index,0,-0.83433610244112,0.0122995569158507,0,-0.262469049424406,0.112562967992794,-0.472425070868629,0.113822495575162,-0.689242773246316,0.116547506934567,0,-0.70789950227871,0.623184819572149,0,-10.3902066628699,0
