,BTC,ETH,XRP,BCH,LTC,NEO,XLM,ADA,XMR,EOS,DASH,MIOTA,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.407976478044679,0,0.206776484295948,0,-0.143360823056884,0.0101320025474841,0,0.234338481553689,0.187392222345388,0,0,-0.0098812586510658,0,0,0,0,0.0880828027345752
ETH,0,0,0.0835711198840492,0.150096820028696,0,0.060376879407641,0.0271984373144161,0.213822782079671,0,0.0306782540544446,0,0.0806427667081871,-0.0425826960744587,0.156348329221886,0,0,0,0,0,-0.0816665474787663
XRP,0.144213743799876,0,0,0.0461135819865463,0.232654982346211,0.0613970571091962,0.165423889519305,0,0,0,0,0,0.0323461618609025,0.110784098130355,0.0431358280646159,0,0,0,0,0
BCH,0.139510099086417,0.243930745629655,0.228535358373239,0,0.0731924657073275,0,0.225873008332071,0,-0.183051444355829,0.0269727030540424,0.102245490089601,0,0,0.307079927340242,-0.10013129008232,0,0,0,0,0
LTC,0,0,0.112944151634155,0.377665462276209,0,-0.112599358001137,0,0,0,0,0,0.310136757932565,-0.0142691603967797,0,0.196618590457793,0,0,0,0,-0.0490305010576661
NEO,0,0.580803709241398,0,0,0,0,0.0444817707269663,0,0.0675346823079959,0,0,0.129616826320615,-0.053160217504801,0,0.103805995691669,0,-0.756996249042752,0,0,-0.0471451343160805
XLM,-0.145569117448406,0,0.368418870290362,0.283757900384919,-0.442521688520937,0,0,0.0752447281527741,0.349844804854418,0,0.340066681247059,0,0.261795608362998,-0.205395730805265,-0.0117349002338377,0,0,0,0,-0.167961838727428
ADA,0,0.62165784736722,0,0,0,0,0,0,0.182211555591372,0,0.294883226235052,-2.71050543121376e-20,0,-0.110393514341945,0,0,0,0,0,0
XMR,0.250494517185715,0,0.104671777452052,0,0.384692234571194,-0.119384716095978,0.234467350804514,0,0,0,0.427610805406172,0.118918173085119,-0.583343167588898,0.492150391936953,-0.316165041538961,0,0,0,0,0
EOS,0.294042791460527,0.235131948283584,0,0.355309862422653,0.0717581363627922,0,0.0433279037533428,-0.210127523511982,0,0,0,0.306487466340853,0.129049410305448,-0.232137831331214,0.10612726274407,0,0,0,0,0
DASH,0.202736138156739,0,0,0.457509132946592,0,0,0,0.158286576971838,0.0851126208332562,0,0,0,0.145582479145356,0,0,0,0.330581009528012,0,0,-0.0432363433677176
MIOTA,0,0,0,0,0.140562689068142,0.144520214036554,0.202383539177987,0,0.0289815404362679,0.299525563530175,0,0,0,0.306018972015398,0,0,0,0,0,0
XEM,0,0,-0.202400801406194,0,0,0,0.187425110394135,0.165485172229368,-0.423390456543346,0.289087693926491,0.18183006517213,-6.93889390390723e-18,0,0.68664076779545,-0.0562386886080883,0.856833478218927,0,0,0,0
TRX,0,0.223607520106489,-0.00358766945894419,0.282318803817011,-0.226091221487477,0.150990027581762,-0.29099410747294,0,0.217815394254881,0,0,0.320392543210306,0.306080436444293,0,0.0395590691010475,0,0,0,0,0.147767717612094
ETC,0,0,0.58299129589676,0,0,0.118131536495057,0,0,-0.11224389356357,0.334067502329455,0,0,0.120244498305673,0,0,0,0,0,0,-0.00357364186816696
BV010082.Index,0,0,-0.0460495052653044,0,0,0,0.0341412281591043,0,0.118970725509759,0.0504666140538909,0.0140210055024372,-0.0488124626480003,0.0974881074731382,-0.207499690407622,0.0384960339367851,0,0,0,0,-0.0199635931121222
CVIX.Index,0.0690124626147477,0,0,0.0588801874726555,0.00883695444777912,-0.108940313555465,0,0,-0.08467944482128,-0.121082223430175,0.268264046770552,0,-0.049902945445692,-0.0366314590776181,-0.048951287425451,0,0,0,0,0
DXY.Curncy,-0.0256690820694211,0,0.00961427546652729,0,-0.0317620604188953,0,-0.046815513017671,0.0342755799230708,-0.00134516068795031,0.00519127476823975,0.0322043037661853,0,0,0,0.00286972129763522,0,0,0,0,0
SPX.Index,0,0,0,0,0,0.0232166995889171,0,0,-0.00409171765378751,0,0,0,0,-0.0344053859371285,0.00847016229129399,0,0,0,0,-0.0454350602883996
VIX.Index,0.288546752117806,0,0,0,-0.711109547550478,-2.77555756156289e-17,-0.737462839906603,0,0.524474693059531,0,0,-0.54034473585186,0.289266988180522,0.610921110048294,0,0,0,0,-2.48994947608418,0
