,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,BNB,EOS,XTZ,TAGZ5,XLM,LINK,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0.125083903516418,0,0.0764284618129178,0.00753300394286484,0,0.0415202970225505,0.302969225822825,0.101257774458759,0,0,0,0,-0.000503003512109419
INNBCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0.00201715199532953,0,0,0.281044971457194,0.0261011365731104,0,0.114755669484905,0.375260820271763,0.0584251522953487,0.00853909171263386,-0.0655363007296566,0.0219999376284508,0,0.117652572507926,0,0.057302852758607,0,0,0
XRP,0,0.00255071979547524,0.0925657078712721,0,0,0.194947222236391,0,0,0,0.039083200717607,-0.0145666613928686,0,0,0.209679955373982,0,0,0,0,0,0
BCH,0,0,0.265297496849803,0,0,0.224152592469661,0,-0.11064177826557,0.180017054150689,0.104971203073258,0.0134910988309784,0,0,0.192965379328881,-0.0240102319931099,0,0.0414499341437378,0,0,0.0734315732218275
BSV,0,-0.00880796915172604,0.18244143092307,0,0.293287332967913,0,0,0.261884623000453,0.247220854216089,0,0,0,0.0148928001371474,0,0,0,0,0,0,0
LTC,0,0.0001884391317224,0,0,0,0.071353829245635,0,0.0756406912290304,0.454765119141793,0.092169286770458,0,0.104455145065363,0,0.0558833230524393,0,0,0,0,0,-2.16840434497101e-19
BNB,0.438170936638999,-0.0109523361407808,0.78375689979286,0.111298004403834,0,0.00883440312927735,0,0,0,-0.0572248375057261,-0.147353022374473,0,0,0,0,0,-0.211154111443509,0,0,0
EOS,0,-0.00191946800968296,0.215464778713945,0,0.11426737830582,0.0927475179481624,0,0,0,0,0.00531641664411692,0.0422249174508745,0,0,0.41725552757006,-0.0180575698565205,0,0,0,0.00643031757268668
XTZ,0,0.000568702145498733,0.601835427956447,0,0.0314323735729856,0.348060609247802,1.73472347597681e-18,0,0,0,0,0.0272916870513443,0.0385898154567181,0,0,0,0,0,0,0
TAGZ5,0,0.00878195804166649,0.663680094747686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.00387846214663238,0,0,0,0.25403636665091,0,0.128891686013446,0,0.0788152187686008,0.00397824363782987,0,0,0.234145736500211,0,0,0,0,0,0
LINK,0,0,0,0,0.310322328000448,0,0,0,0,0.346641961925788,-0.0336118427599797,0.0244894221362776,0,0,0,0,0,0,0,0
ADA,0.485696231338298,0,0.0865734899812859,0,0,0,0.0632002509290108,0.0564595463033716,0,0.179421056536142,-0.00396587079575304,0.0916097399181126,0,0,0.0720044211446991,0,0.0782370157415474,0,0,-0.00765096595868358
XMR,0,-1.0842021724855e-19,0,0,0,0.0528242072543861,0,0.168161128082494,0.4366086375133,0,0,0.0844749497215238,-0.0192018593131263,0.13212973449387,0,0,0,0,0,0.0163253136574919
BV010082.Index,0,-0.0012242900002689,0,0,0,0,0,0.131734245343302,-0.361392347657031,0.0393487928338703,0.011173217713261,0,0.0294204556029724,0.0551480776364525,0,0,-0.0352899554946797,0,0,-0.023043156328667
CVIX.Index,0,-0.00894413840349192,0.518952412130755,0,0,-0.181543253556505,0,0.00748323719660004,0,0,-0.0404967538195504,0,-0.187898669275015,0.0401127497969812,0,0,0,0,-0.0121907188759749,0
DXY.Curncy,0,-0.000523681159482899,0,0,0,0,0,0.00432885120942593,0,0,0,0.00176806947127413,-0.0179747875911536,0.00215078849738734,0,0,0.077078531191971,0,0,0.028430288289292
SPX.Index,0,-0.0025653217055176,-0.172222821656369,0,0,-0.121739592349816,0.475799979807275,-0.0483605944805654,0,-0.16614780792349,-0.0147773899396202,0.0297634967621089,0.126730763593521,0.0189145070052147,0,0,-0.277499778674909,0,0,-0.224794536356687
VIX.Index,0,0.0151154218881154,-2.02723061970123,0,2.34982898947864,-0.644733357792942,1.31892098713374,0.445155633389803,0,-0.455097682156561,-0.0464441915741985,0.174974709153085,0.31563068561668,-0.857802818262212,0,0,-0.180520157588553,0,-1.93705189783314,0
