,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0743040684622194,0,0,0.0235136093803839,0,0.0122684121912451,0.195871685729908,0.130896460857963,0.0674096755299875,0.182482568810371,-0.0224466249610982,-0.150570005610818,0,0,0
ETH,0,0,0,0,-0.0932125056667656,0,0.220027961157176,0,0.466967716318669,0,0.490271756968991,0,0,0,0,0.473639162592503
XRP,0,0.0101024326699281,0,0,-0.00730089805955228,0,0.0461538905043643,0,0,0.104758756731921,0,0,0,0,0,0
LTC,0.127536329562088,0,0,0,0.00343842424236735,0,0,0,0.0559771838268894,0.085340903150746,0.113087377333096,0,-0.126029987828561,0,0,0
ETC,0,-2.51443307208772,0,0,0,0.460297176337268,0,-0.598450988036476,0,0,1.2767206442529,0,0,0,0,0
DASH,0,0.288438908889488,-0.0584865697016052,0,0.0269174085290053,0,0.0434988718375652,0,-0.0786296410341364,0.415726229932094,0,1.00701898849114,-0.797718242593699,0,0,-0.153534514606812
XEM,0,0.0581951722692851,0.245965478090012,0,0,0.234476521624854,0,-0.189024537072028,0.172509302695468,0,0.496779266076203,-0.134277085320076,0,0,0,0
DOGE,0.190080991940589,0,0,0,0,0,0.113963433895215,0,0.0847191229142445,0,0.027326994026764,0,0,0,0,0
XMR,0.539080919667049,0.179834985740237,-0.142468368650589,0.765470123733871,0.0167248761969365,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0.41933797278777,0,-0.0384049758890178,0.448880643774572,-0.308987093576647,-0.125232763088616,0.236766413519169,0,0.19606979076047,0,0,0,0,0
DGB,0.202878551185574,0.633386921643446,-0.0367344289106464,1.23311775861814,0.0817564766739233,0,0,0.0962584738923243,-0.291078271726688,0.0570305446001848,0,0,0.344292303909226,0,0,-0.343441669397547
BV010082.Index,0,0.0792314561521861,0,0,0.0126664294764963,0,0,0,0.015947087776842,-0.160288345882212,-0.103861157016048,0,0.197203377966575,0,0,0
CVIX.Index,-0.565926825100535,-0.192873117015064,0,-0.490646297985668,-0.0136554591512102,-0.341128377411309,0.288390977432649,0,0.162210890337142,0.293432873923764,0.270058408058449,0.514228725214627,0,0,0,0.27154596904097
DXY.Curncy,0,0,0,0,0.00069970696672985,0,0,0,-0.00568297047465202,0,-0.0165674323165956,0.061460939368064,0,0,0,-0.0426600999609693
SPX.Index,0,-0.00380056739956136,-0.00917175231866048,0,-0.000555486507787593,0.0111842253925557,0,0,0.00851052021393122,-0.00267478697906437,-0.00702247561094641,0.056854295288547,-0.00477416347607602,0,0,-0.0534989016996478
VIX.Index,0,0.619595375273289,-0.194817270103251,1.03769876662342,0.108318704961135,-0.124452504579087,0,0.128344667879949,-0.36408378665254,0,-0.868888435055516,-0.253188499615031,0.773189950780513,0,0,0
