,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.182103807105538,0,-0.0292114895033118,0,0.280866668682907,0.208550304217862,-0.0429553354156289,3.46944695195361e-18,-0.111721205397238,0.252293709122628,-0.38670866717021,0.461014001658205,0,0.314846716288062,0,0,0
ETH,0,0,0.0466105873814942,0,-0.0578312653563295,0.771587020117827,0.24226349290212,-0.0770437472760292,-0.468013263946245,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,1.49405829145055,0,-0.64545735455389,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,-0.097813084123347,-0.10144560956076,0,0,0,0,0.113242146557858,0.260673989936475,0,-0.0707510595643822,0,0,0,0,0,0,0
XMR,0.327830005266079,0.371773510921886,0,0,0,0,-0.250678791070413,0.239494976660979,0.154650768775056,-0.0584338564233701,0.0114431600181476,0,0,0,0,0,0,0
ETC,0,0.383369313771866,6.93889390390723e-18,0.442633820003968,-0.325191964748741,0.116523527067631,0,0,0.438334489669524,-0.0409366682848725,-0.161005984845497,-0.265825339029882,0.0276136123086315,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,-0.105476497301454,0,0.149278651306667,0.337255613679679,0,0,0,0,0
ZEC,0,0,0.138539332887362,0,0.0898795905661505,0,0,0,0,0.0938786870520088,-0.28605115775916,0,0,0,0,0,0,0
DOGE,0,0,0.30365890875008,0.149845682254033,0,0,0.0800757906218949,0,0.156035573606987,0,0,0,0.398234757035685,0,0,0,0,0
XLM,0,0,0.458150430056906,0.263290509177797,0,0,0,-0.395779100260148,0,0,0,0.121453741574458,0.663446819571084,0,0,0,0,-0.257528419563068
NEO,-0.552087950536809,0,-0.136622609902888,0,0,-0.100599605690533,-0.133907277965198,0.139397980362505,0.27340092048259,0.0637722071935849,0.32721608900368,0,0,0,0,0,0,0
DGB,0,0,-0.159480170480002,0,0.0507205990216211,0,0,0.342245741546407,-0.238776342181866,0,0.107427442464242,0,0,0,0,0,0,0
BV010082.Index,0.052231189309645,0,-0.00482169540102,0,0,-0.0925094840230087,-0.0716122657332189,-0.00320088247909551,-0.0410507524026053,0,0,-0.0500144325095507,8.67361737988404e-19,0,0,0,0,-0.0472441281324457
CVIX.Index,0,-0.101766964499658,0,0.032341547226278,0,0,0,0,0,0,0,0,0.00601887237061116,0,0,0,0,0
DXY.Curncy,0.0305925343169158,-0.0173009275524581,0.00276228674890798,0.00640398871669078,0,0,0.009910691308617,0.0151910386434624,0,-0.00396178078599188,0.000226258810944869,-0.0050770616934213,-0.016002395557876,0.0649928567340586,0.000190050271024756,0,0,0
SPX.Index,0,-2.16840434497101e-19,0.000280867638415595,0.000644334967085646,-0.014896803779278,0.00382672451866048,0,0.00225499157110188,0.00144609228325139,-0.00498131896383034,0,-0.00618086631279715,-0.00561731226321338,0,0.0194501779020748,0,0,-0.0587269458245295
VIX.Index,0,-0.13713705683339,0,0,-0.087188791389029,0,0,0,0,0,0,-0.0569339328410905,0,0,0,0,0,0
