,BTC,ETH,XRP,BCH,XEM,LTC,MIOTA,NEO,DASH,ETC,XMR,EOS,ZEC,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0346058929114078,0,1.01271475976753,0,0.0396445801061781,0,0,-0.185830135548051,0.437300263389342,-0.341049960987343,0,0.0410211450631839,0,0,0,0,0
ETH,0,0,0.624336794202115,0.0417815685750027,-0.0486836186224212,0.415728258069521,0.0297105771109123,0.0619711728213127,0,0,0,0,0.124564088476567,0,0,0,0,0,0,0.0870887497925986
XRP,0,0.257021492682928,0,0,0,0,0,0,0,0,-0.0310661333359705,0.092214590701481,0.0544793553502143,0.0904838950159278,0.0244501431084002,0,0,0,0,0
BCH,1.1489530479074,0,0,0,0.960210544378462,-3.9075929492738,-0.613226848965938,-0.382272562355209,2.18328897113916,1.30442777043595,0.210389143605161,0.0857424680847317,2.03672424775613,-1.46385145616013,0,0,0,0,0,0.377546942173866
XEM,0,0,0,0,0,0,0,0.0475736522258297,0,0,0,0,0,0,0.204826441085828,0,0,0,0,0
LTC,0.190581271185081,0.113853578301565,0,-0.0659860710296226,3.46944695195361e-18,0,-0.00601801225350072,0,0.246867914076073,0.392003138871851,0,0.0203944535367196,0.140968664442629,0,-0.0706598499432907,0,-0.235516259382297,0,0,0.0560342950343648
MIOTA,-0.155824390500058,8.67361737988404e-19,0,0.0792061687808904,0.00221668845800993,0,0,0,0,0,0,0,0.537907858134775,0,0.299911484539917,0,0,0,0,0.263589107858108
NEO,0.276854017503643,0.678042174842332,0,-0.188683928361071,0.541358532761968,-0.718685263087714,0.0500529892164716,0,0,0,-0.477241633158035,0.487380561783837,0,-0.377277089374128,0.619408685808923,0,0,0,0,-0.42010482410327
DASH,0.0298705741341972,0,0,0.0612504037595957,0,0.230013772395556,0.174274790654077,0.0711194297175089,0,0,0,0.0665818140015999,0,0.0847974112097734,0,0,0,0,0,0
ETC,0,0.140939414784041,0,0.00527211679131674,0,0.262557699269315,-0.023204927024501,0,0,0,0,0.146745953341503,0.0614918428840296,0,0.0869774182268557,0,0,0,0,0
XMR,0,0.186763023125945,0,0.0641029391801118,0,0,0,-0.00857527069658911,0.750704980199229,0,0,0,0,0.237873798000246,0,0,0,0,0,0.0194042377562586
EOS,0.0382548955383344,0,0,0,0,0,0,0.0546907109410927,0,0,0,0,0.153523171352037,0.228485391729323,0.0989829027683333,0,0,0,0,0
ZEC,-0.108515300596031,0.920830430192789,0,-0.0363142560380987,0.187038754761736,0,0,-0.0358234779384903,-0.054880264089916,0,-3.46944695195361e-18,-0.0129418695291301,0,0.146413714752657,-0.0547108232806625,0,0,0,0,0.0786446366284207
XLM,0,0,0.601914898382585,0,0,0,0.00907459208845042,-0.139641102603719,0.0251180765281538,0.399607798663251,0.223515774193361,0.152026338099509,0,0,0.280511202150815,0,0,0,0,-0.167173042799637
BAT,0,0,1.18764821728163,0,0.0286187885981533,0,-0.275686902198708,0.161714593498931,0,0.388864097541744,1.22584274952338,-0.37324092181854,-0.424415671979011,0.134231670483813,0,0,0,0,0,0.517135691271417
BV010082.Index,-0.0346496872278223,0,0,0,0,0,-0.0259837942146614,-0.00675444632159077,0,0,0.0199180864819379,-0.0385254587781375,0,0,0.00660194503862607,0,-0.272413826320096,0,0,0.0228389941148778
CVIX.Index,0,0,0,-0.00940404436821068,0,0,0.106637424138512,0,0,0,0,0,-0.177395922482858,0,0,0,0,0,0,0
DXY.Curncy,0,-0.0440727255638997,0,-0.00527733187310443,0.00561717905855813,0,-0.0154246816590584,0,0,0,0.0129871753339691,-0.0227185019969225,0.0268223875295296,0,0.00520523757832809,0,0,0,0,0.0056947583126778
SPX.Index,0.00307969649693989,0,0,0.00103384724279657,0,0,-0.00544653140383338,0.00149029379102299,0,0,0,0,0,0,0,0,0,0,0,-0.03749465058409
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
