,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.186063437214502,0.114013935549397,0.432158544003871,1.15051518333096,0,0,0.0825150333065712,0.0496828751552201,0,-0.20529019235487,0.115875423718122,0.0259680632095584,-1.24129450637326,-0.57527201771766,0,0,0.560102006214163
ETH,0,0,0,0.335141774675882,0,0.519067175537097,0.39321846869012,0.168655714997955,0.16985043123992,0,0.128746654149015,0,0.217473968978794,0,0.172008294752738,0,0,0.310343131582633
DASH,0.604378287795146,0.00601224034531797,0,0.459647404588162,0,0,0.182555650556916,-0.263062825677538,0.0799290126706595,-0.747665918356898,0,0.791470762613879,0.492116993524398,2.75512873438002,0,0,0,0.26220413091599
XMR,0,0.450617275420278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.29870803624691,-0.011706890323916,0,-0.072468798050319,0,0.247989186406208,0.0744019752594525,0,0.00966968247860643,0,-0.018739818463345,-0.278954528884287,0.0836477169080678,1.01897238687546,0.121227778207971,0,0,-0.299093962789808
LTC,0.281177419670038,0,0,0.0499332422959069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0.140680974718983,0.189171724080897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.748200723544567,0,0,0,0,0,0,0.0531269282989098,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.260902978293476,-0.209941105173035,0,0,0.439252291978715,0.0407830783002101,0,0.450020820347471,0,-0.02152109455399,0,0,-0.48129984052077,0,0,0
DOGE,0.682354269966904,0.0470565364106536,-0.161894520337591,0.181080816617432,0.123361943793043,0,0,-0.0223108787926281,0.168545608496947,0,0.30656131278662,0.0952316862686799,0.096896880281753,0.141411859095514,0.177393789378746,0,-1.82645244159239,1.38777878078145e-17
XLM,0,0.336556761125196,-0.039895480120254,0.0426561359855911,0,0.435049141924192,0,0,-0.204250071926548,0,0,-0.0116361666109737,0.143332766966762,0,0,0,0,-0.491853122225589
NEO,0,0,0.248308326433849,0,-0.645498493200387,0,0.152394621797341,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.13492186041082,0,0,0,0,0.067027262506608,0.103054555561402,0,0.394900254017458,0,0,0,0,0,0,0
BV010082.Index,0,-0.0243274513725353,-0.034508597387274,0.0261739981428438,0.244575683431522,0,0,0,0,0,0,0.177176233016592,0,0,0,0,0,0.0933371487276654
CVIX.Index,0,0.0914523489644495,0,0,0.11913933945756,0,0,-0.127350067348527,0,0,0,-0.0230064986862741,0.0124418522237243,0,0,0,0,0
DXY.Curncy,0.0151135461553148,0,-0.00631664947284433,0.00886186122684849,0.0348155694653708,0.00953918107584712,0,-0.0135814336344752,0,0,0,0,-0.00343963161571217,0.0256363421126534,0,0,0,0.0545053192648687
SPX.Index,0,0,0,0.00971824315529848,0,0,0,0,0,0,0,-0.00871424484481202,0,0,0,0,0,0
VIX.Index,0,0.187839102045069,-0.0802985698072751,-0.247647733821436,-0.92584464915116,0.459638583655691,-0.195554237953071,0,-0.0506016810887981,0.161771990960922,0,0,0.0921322121755434,1.03809780464847,0.774155603497367,0,0,0
