,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.139689962949021,0.0409206464222236,0,0.024172737482792,0,0,0.0240044986066878,0.0325896435704151,0,0,0.082947411849658,0.354883939174177,0,0.0373039524909024,0,0.164060049334473,0,0,-0.0209943339251616
ETH,0,0,0,0,0.126147643092108,0,0,0,0,0,0.290889176347196,0,0,0.126743596140864,0.177159495541506,0,0,0,0,0
XRP,0,0,0,0.177740188796271,0,0.186273033949697,0,0,0.130083417660568,0,0,0.0413333389315372,0,0,0.265979863287667,0,0,0,0,0
BCH,0,0,0,0,0.122287266024201,0,0,0.211855620493183,0,0,0.547156646903613,0,0,0.0860194556222035,0,0,0,0,0,-0.0575753714095569
LTC,0,0.146981900315576,0,0.119989498567203,0,0.274685630226768,0,0,0,0,0,0,0,0.215068374738823,0,0,0,0,0,0.0639294471024753
ADA,0,0,0.627312916883458,0,0.0530411599506503,0,-6.93889390390723e-18,0.117005075476358,0,0,0,0.0952711196830316,0,0,0,0,0,0,0,0.020981345581857
XLM,0,0,0.299202625095441,0,0.213087163521562,0.0914949275384799,0,0,0,0,0.0912076461371299,0,0,0,0.154282463947075,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0.0673306035654918,0,0.100926040598288,0.388341438571672,0.237276974413043,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0.318702062337098,0.0921453330047255,0,0,0,0.0212626554854307,0.287620889177621,0.296800906489949,0,0,0,0,0,0
MIOTA,0,0,0,0.0713488933363685,0.0844631681289061,0,0,0,0.44321874783191,0,0,0.101228239820601,0.241835752124105,-2.77555756156289e-17,0.0702848331981893,0,0.634280024256273,0,0,-0.0935760841283211
DASH,0,0.1144940430862,0.096991934424278,0.128056577626903,0.0587421529842039,0,0,0.0885952087590377,0,0,0,0.0009178665865263,0.546303094802547,0,0,0,0,0,0,0.0189848197211777
XEM,0,0,0,0,0.300778704516953,0.21826562650417,0,0,0,0,0,0,0,0,0.331722562863064,0,0,0,0,0
XMR,0.260173296685138,0,0,0,0.185381803083036,0,0,0.138228351076727,0.0157335129742903,0,0.365406050067049,0,0,0,0.0202737784081555,0,0,0,0,0
ETC,0,0.284503033776995,0,0.458639765361573,-0.262971402108871,0,0,0,0.446218471182339,0.298392566229413,0,0.0177924654499293,-0.189430106402966,0,0,0,0,0,0,0.0476925292593322
TRX,0,0,0,0,0,0,0.266545054521632,0,-0.145319897890746,0.586069139608073,0,0.256519514969999,0,0.0931046894720239,0,0,0,0,0,0.103254363664339
BV010082.Index,0,0.0116257000617702,-0.06846180684432,0,0.0142344687782982,0,-0.0759192470581775,-0.0214396957372278,0,0,0.0620829899037924,0,0.0999652441322607,-0.011595525026645,0,0,0,0,0,-0.0534850599811476
CVIX.Index,0,0,0.033397003788889,-0.0590238340695936,0,0,0,0,0,0.114564250243476,0,0.095240614942191,-0.075684782536477,-0.0737533850758385,0,0,0,0,0,0.0271425050720946
DXY.Curncy,0,2.16840434497101e-19,0,0.0433189122990827,-0.0170856646163969,0.00901580010647771,0.00993365469221661,0,-0.0638748032836453,-0.00074644532226165,0,-0.00946301166580959,0,0.0214212574990583,0.01189654123428,-0.00657388758384212,0,0,0,0.0115775367944143
SPX.Index,0,0,0,0.00165756817225229,0.00852196641762999,0,0,0.0343002734789631,-0.029074906371641,0,0,0.0574331726004389,0,0,-0.0757881348915365,0,0,0,0,-0.0719395935280811
VIX.Index,-1.48923779072219,0,-0.694982251222462,0.186862474444136,0.311535040552533,0,0,0.0732875131724423,0.0387706253962034,0,0.764994672978644,0.502357052117702,0,0.223452622163602,0,-4.78573805661776,0,0,-4.59868408985583,0
