,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.698664634483625,0.0631327066577401,0,0,0.0160558708907738,0,0,0.0761967407196187,0,0,0
XRP,0,0,0,0,0,0.751325286903005,0,-0.225600966815784,0,0.270573551096169,0,0,-0.15121137994653
LTC,0.877034800389324,-0.0625892049056335,0,-0.00865979639948344,0.190827757702345,0,-0.0263956896528878,0.0256919056277224,0,0.0256202113930834,0,0,0.0136924763323053
DASH,1.30585472638279,0,-1.60675450525242,0,0.38554133548434,1.69040272640134,-0.143793530893746,-0.129996699849381,1.12373464120493,-0.462504904987991,0,0,-0.0789485458353155
XLM,-1.09384675068519,0.00717876590570266,1.59098188453053,0.310243815424703,0,0,0.0653312294417702,-0.146684719329773,-0.955481876168437,0,0,0,0.131994332060482
DOGE,0,0.0547965967942508,0.1455932483987,0.0534014353453229,0.270238564874526,0,-0.0889742218220146,0.152771685969019,0,0,0,0,0.0600870284593226
XMR,0,0,0,0.290035326817515,0.752679016852852,0,0,0.0852333172315414,0,-0.594821574728575,0,0,-0.0863565265682716
DGB,0,0.381649702003655,2.22063399274933,0.174704341392222,-1.63809604418566,0,0.126643342536015,0,0,-0.515293380120772,0,0,0
BV010082.Index,-0.343901665318089,-0.0190648917180536,0.315069253969075,0.185672835818168,-0.328546903098034,-0.125148957593881,0.0679625257106445,-0.0525840834859921,0,-0.0672167821729721,2.26894348412204,2.1888594267664,0.357506303055538
CVIX.Index,0,0,0,-0.0770839412698513,0,0,0,0,0,0,0,0,0.301353956890801
DXY.Curncy,0,0.00227298925569417,2.16840434497101e-19,-0.0246625433146765,0,0.0531511539325223,-0.00418367683373338,0.00441798285945326,0.107240508275666,0.0662031397631153,0,-0.223549141478976,0
SPX.Index,0,-0.00485497132766999,0,-0.0130795455720865,0,0,0.0109751134898292,0,0,0,0,0,-0.131447662305999
VIX.Index,0.036510622867377,1.0842021724855e-19,0,-0.170918532047295,0,0.45467420494014,0.0673863717296096,-0.135596171880044,1.27080653552818,0,0,-3.22181060611188,0
