,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ADA,ZEC,BAT,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.153804921638894,0,-0.0282611007444499,-0.182966397293868,0.0596353947444955,0.420249216572595,0.140825894093021,0.167768078704984,0,0,0,0,0,0.025351206423457,0,0,0,0,0.0610151015333072
ETH,0,0,0,0,0.00748064299419864,0.143008242447374,0.443689429415406,0,0.00304113089667816,0.0832523294936407,0.070453124673552,0,0,-3.46944695195361e-18,0,0,0,0,0,0
XRP,0,0.208613305635645,0,0,0.150916980986232,0.0816362197633039,1.73472347597681e-18,0.0425713435482764,0,0.169744126729681,0,0,0,0,-0.0110714803808621,0,0,0,0,0.0481320122683993
BCH,0,0,-0.97355904573957,0,8.67361737988404e-19,-0.242422182150932,0.591524966092955,0.11495138923831,0,0.576523882315999,0.355432049791236,0,0,-0.0445264026320214,0.00877114702858122,-0.533007348857183,0,0,0,0.183586736123766
LTC,0,0,0,0,0,0.0708238133517733,0.258773450307511,0.115270426876614,0,0,0.540502550544307,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.163772282519962,0.239721673518419,0,1.38777878078145e-17,0,0,0,0,0,0,0.350138418604727,-0.0449013523416774,0,0,0,0,0
XEM,0,0,0,0,0,0.119796513396612,0,0,0.0392652594209425,0,0.616090295085096,0,0.0731940323533607,0,4.33680868994202e-19,0,0,0,0,0
NEO,0,0,1.24120857932377,0.10539894049483,0,-0.381607267553636,6.93889390390723e-18,0,0,0.509658252029442,-0.305897001282081,0,0.24048766732427,0.197820233648914,-0.1183294388501,0,0,0,0,0
MIOTA,0,0.78287135619823,-0.0377120350238241,0.186393183190913,0,0,0,0.2652442362509,0,-0.699308821188237,0,0,0,0,0.429270591561071,0,0,0,0,-0.459114013638024
XMR,0,0.389644911433906,0,0.0243866613006102,0,0,0,0.128351497738858,-0.108248292982981,0,0.324353967670434,0,0.120125041604986,-0.0451609591835855,0,0,0,0,0,0
ETC,0,0,0,0.020395652468513,1.4179409887409,-0.239466294551809,-0.0491085140016063,-0.241619226516432,0.0263416384895026,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.0640265618204235,0,0,0,0,0,0.444652434888558,0,0,0,0,0.304431706964494,0,0,0,0,0.272196839347589
BAT,0,0,0.384096386042035,-0.72812761662878,0,0.293826018777918,0.197733641280677,0.277825824955881,0,0.66603669693647,-1.38777878078145e-17,0,-0.180865953784851,0,0.280298747429587,0,1.3185103939159,0,0,0
EOS,0,0,0,0,0,0,0,-0.0994154694033028,0.252650401026874,0,0,0,0.712307245961846,0.163183355955065,0,0,0,0,0,0
BV010082.Index,0,-0.0306216315867399,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.000714442564269964,-3.3881317890172e-21,0.0172300638626508,0,0,0,0,-0.10554838007227
CVIX.Index,0,0.033420576563308,0,0.0361142039165456,-0.215827365888732,-0.0511804416296067,0.0411241150804186,-0.0765204768278888,0.0781225137021594,0,0,0,0.0479563252149618,0.164487862792424,-0.147136523826717,0,0,0,0,0.226497680793667
DXY.Curncy,0.0121229436099775,0,0,0,-0.0138022138471355,-0.0236635001730028,0,0,0,0,0,0,0,-0.00471705083695645,0.0141095691815882,0.0576400561304949,0.00486766159679314,0,0,0
SPX.Index,0,0,0,0,0,-0.00123321903550391,-0.00555402442158394,0.000296711358886451,0.00658439302721882,0,0,0,0,0,0,0,0,0,0,-0.0268074889643118
VIX.Index,0,0.034513573684836,0,0.0758065247279996,0,-0.0368344885722329,0,0.0217340277235955,-0.414623140432982,0,0,0,0.172784757101094,0.0798273772265356,0.10262144682486,-1.13592957657642,0.707486610507798,0,0,0
