,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,TRX,MIOTA,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.19273698393896,0,0.0590152312963687,0,0.104235284886198,-6.93889390390723e-18,0,0,0.0285043162760764,0,0.0682952494521379,0.076895692780193,0.00259994759782484,0,0,0,0,0,0
ETH,0,0,0.460017041358762,0,0,0,0,0,0,0.0701877518205174,0,0.131713661509198,0,0,0,0,0,0,0,0
XRP,0,0.099465023577267,0,-1.38777878078145e-17,0.0392114488797656,0.321023683089653,0.213589968740738,0,0.0682504353539037,0,0,0,0,0.200392057376766,-0.021591403318707,0,0,0,0,0.139536805918094
BCH,0,0.115930321447224,0,0,0,0,0.153473825702279,0.293242731134984,0,0,0,0,0,0,0.223571370179275,0,0,0,0,-0.0447220929391521
EOS,0,-0.187711841362402,0.896477943628179,0,0,0,0.902696819092262,-0.428529899871994,0,-0.163889914750557,0,0,0.816541154102924,-0.746842998958181,0,0,0.318884610848522,0,0,-0.278104301978833
LTC,0,0,0.27154907029262,0.228562859601736,0.0152842734147362,0,0,0.188662161519531,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.260800058370704,0.0533498371971438,0,0,0,0.2899682012668,0.161203772383458,0,0,0.186299829594407,0,0,0,0,0,0,0
XLM,0,0,0,0,0.259741897061702,0,0,0,0.0791580334256236,0.0813259842220669,0.042449662254518,0.286338224336179,0,0.158181963755899,0,0,0,0,0,-0.00393764965299784
TRX,0,0,0,0,0.262508431008189,0,0.544605792471923,0.240269423307252,0,-0.247790616176202,0,0,0,-6.93889390390723e-18,0.0456605918388649,0,0,0,0,0.426259190718406
MIOTA,0,0.530521344929761,0,-0.375668323833498,0.187714938591726,0,0,0.564670100136675,0,0,0.29512188375631,0.106559766356122,-0.405410791346214,0,0.334602521618143,0,0,0,0,-0.0645022985235019
NEO,0,0,0,0.0703432085975539,0,-0.114821801383538,0.0599299062456612,0.0117775634242845,0.275377217402571,0.0523647166244595,0,0.186923306740226,0,0.143890599230251,0.194526316640196,0,0,0,0,0
DASH,0,0.181447434662892,0,0.156480756118531,0,0,0,0.182748089625869,0,0.0176564162109126,0,0,0,0.169159507634263,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0.291580736671465,0,0.103474534287032,-0.0724998703319791,0,0,0,0.37229359608348,0.110319241335861,0,0,0,0,-0.0579766100524062
XEM,0,0,0.431661898279881,0,-0.104287953437254,0,0,0.116620758885317,0,0,0.471033519873307,0,0.0472859370772961,0,0.123232746382097,0,0,0,0,-0.0936937197660131
ETC,0,0,0,1.38777878078145e-17,-0.106644698375633,0.521323956752965,0,0,0,0.0858487963183109,0.448265397256307,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0203743898448971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,-0.0298031928520726,0.18968074593629,0,0,-0.0556876346519342,0,0,0,0,0,0.0237812233446403,0,0,0,0,0,0
DXY.Curncy,0,-0.00894539816675283,0,0.000838917358972159,0.0171125478985239,0.00676687449310301,0.0337792823769937,0,-0.0346072743679235,0,0,0,0,0.00518407860110049,0.00263342278421148,0.157131307815756,0.00270107791555666,0,0,0.033278100177021
SPX.Index,-0.14348451084039,0,0,0.0476714985060372,-0.00633370462864668,-0.0277246205363272,-0.0308443689361927,-0.0211780392930687,0.0226274293941816,0.0110876716715079,0,0.0546164156366722,0,0.0149435765543105,-0.0206998441317739,0.0271884476013129,0,0,0,-0.0528396580135859
VIX.Index,0,0,0,-0.261229316024388,-0.167080043234028,0.356396230487593,-0.750110156542329,-0.390853202438546,0.403598956112915,0.418693306780781,0.618878016073571,0,-0.0896159304897955,0,0.186200309692375,0,-0.885404597182783,0,0,0
