,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.216595424300882,0.00513818690826025,4.33680868994202e-19,0,0.0188765339238061,-0.0393895223344739,0.0356085819143618,-0.0651557450337306,0.0356154325366967,0,-0.0229693038060465,0.0406931496487757,0,0,0,0,0
ETH,-0.325984484428549,0,0.00879640524589061,0.351846424674412,0,0.211323318360473,0.1932034309533,-0.0784525683370712,-0.30447446444041,-0.0358028947400371,0.136911095077898,0.469016999989112,0,0.799373185063016,0,0,0,0.508013919851244
XRP,0,0,0,-0.463959649567539,-0.0446358319432057,0.892466976853383,0,-0.768590776329878,0.146459927956207,0,1.32373279220371,-0.508021486937161,-0.203068140092191,0,0,0,0,-0.313947672469275
DASH,0,0,-0.0410827257152005,0,0.0544842863781532,0,0,0,0.434312922073212,-0.230383778215177,0,-0.22611012068044,0.252524902691214,0,0,0,0,-0.0613345565254789
LTC,0,-0.803312074538076,-0.27040783326906,0.0686514329697163,0,0,2.67942536045914,0.239316554332572,-0.370990778019148,0.545514910294162,0.509213538990991,-0.662690975256806,0,0.963577620880746,0,0,0,0.480151012766551
XMR,0,0.268318895378454,-0.0111997492376915,-0.258524551614617,-0.0925614851985193,0,0.446815274549757,0.295539041305055,0,0,0,0,0.0843073809330315,0,0,0,0,0.187572371163041
ETC,0,0.0749794676761358,-1.73472347597681e-18,0.0805408631778896,0.15263429289262,0,0,-0.0741350055952382,0.220997294187521,-0.103527747678136,0,0,-0.0392116764348269,0,0,0,0,0
XEM,4.08880832869149,2.07137388870632,-0.201847019035947,-0.977763801983569,0.790503884970678,0.353860455265974,-2.85031472479936,0,2.27012196073248,-0.733744275007458,0.127269480850339,-1.71397594644199,0.191774713495831,-4.01219290281147,3.314843911913,0,0,-2.40728268661333
ZEC,0,0,0.0497144185928119,0.195240934959454,-0.257567037930707,0,0.825204706060766,3.46944695195361e-18,0,0.10630793626739,0,0.752928210106295,-0.0727216503218773,0,0,0,0,0
DOGE,0,0,0.294716652027816,0,0.619342997210814,0.366348569391808,-1.35466593175504,0,0.45846236409358,0,0.0210025117397428,0.0701802312739035,0.0842570323627684,0,0,0,0,0.0854715150895123
XLM,0,0.7790032335822,0.292248799478645,0.0140528326774131,0.259736759133073,2.71050543121376e-20,0,0,0,0,0,0.493975172043027,0.00612959072745084,0,0,0,0,0.146541816419303
NEO,0,0,-0.0843347864963756,-0.148336416506713,-0.0138059231457093,0,0,0.096815172367262,0.189657539699907,0,0.215864810927631,0,0,0,0,0,0,0
DGB,0,-1.19370377271364,-0.304453304963738,0.226861319495957,-0.431233933742565,0.650541525403543,0.739605861890541,0.455961114774881,-0.77027870098979,1.21076291148506,0,0.791961314133784,0,1.24656242724961,5.39205580215532,0,0,-1.05037945036968
BV010082.Index,0,0,0,0,-0.0270619605694493,0,0,0,0,0,0,0,0.0283510423337926,0,0,0,0,-0.0569042007819607
CVIX.Index,0,0,-0.000349655552397959,0.0394636874535405,0.0233752301795739,0,0,0,0,0,0,0.0144097715402828,0,0,0,0,0,0
DXY.Curncy,0,0,0,-0.00689156172717879,0,0.0202829084257403,0,-0.0024597686933097,-0.0115809220849893,0,0,-0.0219617913924709,0.00106924628523433,0,0,0,0,-0.0334505472936139
SPX.Index,0.0927524692886842,0.0663657405420555,0.0138246334267414,-0.0181735261006892,0.0105939149038226,0.00882630514434393,0,-0.00297130053528333,-0.00213974038957422,-0.0233294133757264,-0.0158081272363932,0,0.00621018349022626,0,0,0,0,-0.0439273536284772
VIX.Index,0,0,-0.021935583131363,0,0,-0.0763351865071879,-0.243334063597159,0.00565349140629438,0,0,0.0333031559750922,-0.0567104883085589,-0.00723482115721769,-2.04189344312116,0,0,0,0
