,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0307625760757767,-0.0295579662915928,0.113285271474873,0,0.0693610824110636,-0.0893212804029148,0,0,-0.217679137408806,0.0580990030635684,0.0476295544077567,0.0684960275228689,0,-0.165834272981245,0,0,-0.111616427332489
ETH,0.340476132923264,0,-0.2686721624294,0,0,0.123688136206062,-0.039481960278927,1.87208697186616,-0.400615821067763,0,0.26975676989851,0,-0.15378319132362,0,0,0,0,0
XRP,0,0,0,0,0.207384270734098,0,0,0,0,0,-6.93889390390723e-18,-0.0147818728042301,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.130423682549773,0,0,-0.0634238874737828,0,0,0,0,0,0,0,0,0,0,0,0
ETC,2.22078472519807,0,0.164501102679254,-0.241110692863821,0.250626281102484,0,0.351356313007106,-1.04870210042677,-0.415171898077255,0.494332019124987,-0.332204896718893,0.564679155372543,-0.35882683707904,0,0,0,0,0.407431911359641
XEM,0,0,0,0,-0.0546390901534394,0.347544437686881,0,-0.161924362143464,0,-0.132142462011164,0.272111412511141,-1.73472347597681e-18,0.0750020933727486,0,-0.936870199855692,0,0,-0.71740571872945
XMR,0,0.182040833952161,0.0804567198889066,0.0573366639510194,0,0,-0.0248001808916215,0,0,0.032516157335641,0,0.126821201867688,0.0395356399092509,0,0,0,0,-0.0539245931692529
ZEC,0,0,0.174878995069157,-0.327283927740866,0.485397328415246,0,0.0815705337773691,0,0,0.0987926370943252,0.0210636379603379,0,-0.106565359445648,0,-0.0747081930760645,0,0,-0.0798152557388742
DOGE,-1.87486175113539,0.104559850016108,0.287326246462645,0.159650962881675,0,0.326752962187146,-0.0608938359781529,0,0,0,0,0.00106485386441911,0.129934425679702,0,-0.150959553530021,0,0,0
XLM,0,0.341593147945878,0.294217191114846,0.346304934397185,0,0.388757794046991,0.254779161591374,-0.230223895788242,0.561885158171827,0,0,-0.294459474066287,0.0181016110029732,0,0.50034116013442,0,0,0.0755224981250839
NEO,0,0,0,0,0.229742324269858,0,0,0,0.606082875062433,0.326380405152759,0,0,0.15682433863738,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.00719050310833826,0,1.0842021724855e-19,0,0,0,0,0,0,-0.0600639673250395,0,0,0,-0.0283331127800146,0,0,-0.142886015193661
CVIX.Index,0,0,-0.0615364747347131,0,0,0,-0.0525578897923514,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0137347074560312,0.0257775099578665,0.00859115191101407,-0.00758146370911106,-0.00994119890359304,0,-0.0126660335148314,0,0.0023995579191196,-3.16956940292264e-05,0,-0.00835389728941738,0.00767600751998485,0.152261480378188,0.0133017383157069,0,0,0.0435247445390593
SPX.Index,0,0.021121931016402,0.000340581727029871,0.00548674055428647,0,0.0022892578166009,0.0121340038529012,0.0279063692353013,-0.0305294897023039,0,0,-0.0165313213319182,0.00119103689871363,0,-0.0182604576252523,0,0,-0.0471864025789832
VIX.Index,0,0,-0.222255203762119,0.115645889962993,0.426673906412512,0.00569242786960664,-0.468900427259502,-0.46109732740976,0.206518963301815,0,0.15711323020008,0,0,-2.64288214415786,-0.869568075654398,0,0,0
