,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.110893408977459,0.031900623107976,-0.040685971557845,-0.0632713122250787,0,0,-0.0198343800794753,0.00890586739392044,0,-0.00773094145863665,0,0,0,0,0
ETH,0,0,0,0.261351248404768,0.0932215716484134,0.387128447473013,0.0793324736077001,0.0999122220597248,0,0.309663996826503,0.0270041086285468,0,0,0,0.130208848717551,0,0,0.272852886659067
XRP,0,0,0,0,-0.105233379888821,0.155415912472462,0,0,0,0.353733178979479,-0.0985243554903171,-0.0386860315712029,-0.371451440213911,0,0,0,0,-0.0592050947730891
LTC,0.676626669616723,0,-0.0072062186487311,0,0.0510693615361187,-0.00476282733452187,0.113640280541126,0,0,-0.120467337091163,0,0.00148382574205332,0.00512400219949873,0,0.0317666722690237,0,0,-0.0218992071543583
ETC,0.321489786752891,0,0.155431200027899,0,0,0.2521784515901,-0.260252482836307,0.264421703057779,0,-0.0174574222426207,-2.16840434497101e-19,-0.0237580831900491,0.306310260406434,0,0,0,0,-0.159109400658756
XMR,0,0.87353495538825,0.167654839664959,-0.151778198651495,0,0,0,0,0,0,0,-0.0446805901560147,-0.126694064017587,0,0,0,0,-0.198251655272072
DASH,0,0,0,0,0,0.235333234454965,0,0,0,-0.203830145694085,-0.066041266158289,-0.0937120893725743,0,0,0,0,0,0
XEM,0,0,0.628505028540001,0,0.156905272765325,0,0.135547904315416,0,0,-0.197670284126774,0.0922454212515153,-0.039986807848932,0,0,0,0,0,-0.359391304072339
DOGE,0,0,0,0,0,-0.0908361100204578,0,0.0757375607176753,0,0,0.00356625727135634,-0.0111190565927794,-0.0229972257096903,0,0,0,0,0
XLM,-0.111617301870385,0.333114048487316,0.244822566003695,-0.689157748022201,0.178830864290355,0.0289459372795717,-0.0619401438388315,0,0,0,0.0198887836022371,0,0.223378815863536,-2.24722885763276,1.28213628871629,0,0,-0.23848818736616
NEO,0,0,0,0,0,0,-2.2691357403143,1.12426750606074,0,-0.397856547902825,0,0.202237472331639,0,0,0,0,0,0.725447929879829
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,-0.201540994207956,0,0,0,0,0,0,0,-0.0708222654970269,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0229639830245537,0,0.00349169175351766,-0.00113992019986889,-0.402723276297875,-0.0771224534814519,0.0105656548289986,-0.0035961635694842,0.0389358191562038,0,0.37185237339812,0,0,-0.0564585056026159
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0445393795657997,0.0155710944777204,0,0,0,0,0,0,0
DXY.Curncy,-0.056667973723578,0.0391580608362921,-0.00738500626257702,-0.000965419782002837,0,-0.0171146971320436,-0.0187402016436098,0,0,-0.000752987752947661,-0.00569742386497403,4.03756888549718e-05,0.00790595176204863,0.198911063129707,0,0,0,-0.00232484699909004
SPX.Index,-0.0539109432396874,0,0.00489890503777895,0,0.000990696504229914,-0.0510955419135132,2.16840434497101e-19,0.0251160189745103,0,0.00380668528362295,-5.42101086242752e-20,-0.00256666543482074,-0.00580630934359907,0,0,0,0,-0.0546967935318474
VIX.Index,-6.93889390390723e-18,0.0872560937453529,0,0,0.0432768059725332,0,0,0,-0.991508454324724,-0.130967040055151,0.0202943945340319,-0.0143182566701728,-0.0192293730448167,-0.69296265869676,2.4525074717821,0,0,0
