,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.152281065966108,0.167812883136261,0.236288801740975,0.126598320856384,0,0,-0.024718839454139,-0.0708135801208439,0.130109081208744,0,0,0,0,0
ETH,0,0,0,0,0,0,0.165064180403919,0.0452228954492122,0,0,0,0,0.109004743773739,0,0,0,0,0
XRP,0.168800184245613,-0.263632360399964,0,-0.420153176773832,-0.0726580395295578,0.25296935722784,0.32755571045937,-4.33680868994202e-19,0,0,0,0.107976441125579,-0.202210599822714,0.159588083726668,0,0,0,0.00237999235375232
LTC,0.0771834829586125,0.15726218113349,0,0,0,-0.0741482163342494,0.165235246761624,0.0588724437563302,0,0.205364500497875,0.0628005952737591,0,0.0947549429837288,0,0.167264342706384,0,0,0.0688417387115532
XMR,0,0,0,0.233531008016792,0,-0.06462321833925,0.143406914707498,-0.0356990544412973,0.170766086692447,0,-0.0625172377836778,0.0212760844438798,0.250213001684554,0,0.202687395961831,0,0,0
DASH,0.720658583780871,0,0.00745910891983158,0,0,0,-0.214058817591204,0.0263970199591257,0,0,0.30362109899632,0.150592778021285,0,0.198107327732602,0.296332812214229,0,0,-0.154494682153628
ETC,0.441376178291841,0.826571220938631,0.541559765400354,1.00301154827225,0,0,0,-0.101005113454152,0,0,0.0912633323737458,0,-0.115588888947279,0,0,0,0,-0.151613923467786
XEM,1.40756575049704,0,1.01774091144301,0.420329716832878,0,1.48777353510298,-0.91996165713307,0,0,-0.423917920515143,0,0.301601820043318,-0.392905117814191,0,-0.654533504483023,0,0,-0.2439896817604
DOGE,-0.361265528073946,0.469088843686739,0.114669501725291,-0.145716209118742,0.545003040122596,0,0.0561449802819775,0.107979588538547,0,-0.325165261872474,0.299956738321987,-0.135583455373161,0.0563314126259409,0.566926471347899,0,0,0,0
ZEC,0,0,0,0,0,0.15403718710277,0.120585264334869,-3.46944695195361e-18,0,0,0.169694159659923,0,0.0507383617871422,0,0,0,0,0
XLM,-0.15062579241871,-0.848812365069431,0,0.898929403325707,-0.0518048943533036,0.6293907201966,4.33680868994202e-19,-0.231154916003098,0,0.482944889623374,0,0.114194231539587,-0.247736897569262,-0.117235256856847,-0.410020468597194,0.0172302866132379,0,-0.0888604344740719
NEO,0,0,0.274101768529249,0,0.689650684056806,0,0,0.0947921352113825,0,0,0.222321107947763,0,0.0526403542158784,0,0,0,0,-0.456900738942513
DGB,0,0,-1.00394825948275,0,0.35990181321744,0.77141457831092,0,-0.143205655414085,0.11007695509343,0,-0.309044890882442,0.346712702404471,0,0,0,0,0,-0.0696781480000564
BV010082.Index,0,0,0,-0.127674662565567,0,0.0571845762126405,-0.0768820768585361,-0.0277824348897479,0.623600988369191,0,0,0,-0.101571350274738,0,-0.0137229933841361,0,0,-0.160852596211362
CVIX.Index,0,-0.153016348138043,-0.262832421320972,0.0650856770876512,0,0.222201193521128,0,-0.0636718539688288,-0.263751291481154,-0.00639782706334091,0,0.0257967959360282,0.0534652578353404,0,0,0,0,0.145006884815898
DXY.Curncy,0,0,-0.0680034566378906,-0.022019442419658,-0.0112303134785051,0.0531917615049906,-0.0048076124793439,-0.0178312602920328,0,0,0.0019123671334802,0.0027106299868406,1.73472347597681e-18,0.0827847357715248,0.0256075791280789,0,0,-0.0202099320628891
SPX.Index,0,0,0.0367661193109229,0.04036052224611,-0.0164796914376443,0.0246965034001807,-0.0120000726616971,-0.00991514900905975,-0.00831778466108146,-0.0336847844954683,-0.00454786497381389,0.00256359693656818,-0.00980214649325183,0.0439390889246884,-0.0233039895915408,0,0,-0.0809942545741333
VIX.Index,0,0,0.294913068890464,0,0,0,0,-0.112852270930626,0,0.00671832347983895,0,0,-0.0992126790988128,-1.6363996603508,0.052050973612188,0,0,0
