,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0199192349101316,-0.11076491346011,0.241931131226865,0.500910606704468,-0.0685959123117202,-0.0396041315480407,-1.73472347597681e-18,0,0.0391106179170601,-0.0585141257153767,0,0,0,0,0
ETH,0,0,0,0.009914770017779,0,0,0,0,0,0,0.165718995116107,5.42101086242752e-20,0.101524548466202,0,0,0,0,0
XRP,0,-0.446999779360927,0,-0.369195829582507,-0.679518639428014,0,0.460138496728049,0,0.556229576746071,0,0.050020182641526,0.124374369732881,0.38273041474684,0,-1.042160072969,0,0,0.818402548666741
XEM,0,0,0.07729201577647,0,-0.101382854315678,0.330575073848106,0,0,0.138681343750447,0.312779758784462,0,-0.0520839580289056,0.0662407452713449,0,0,0,0,0.476023641553001
ETC,0,0,-0.200502363921506,0,0,0,0,0,0,0,0.0559900362577126,-0.00190428699332139,0.318653470884858,0,0,0,0,0.304647858673409
LTC,0.296254626820743,0,-0.100370029362666,0.265633052865486,0,0,0,0,0,0,-0.0144148820026802,0.0395710251848239,0.188222076630902,0,0,0,0,0
DASH,0.224368604189319,0.264298794982716,0.0358974493946325,0.0714736074185685,0,0,0,0.325966349778924,0.072026490398983,0,0,0,0.0487428193005816,0,0,0,0,0
XMR,0,0.185622043961053,-0.0785233342119406,0.197095164807939,-0.299692703504125,0.106132009399382,0.523464591805917,0,0.100401536932186,0,0,0.0334608931580272,-0.100997355645238,0,0,0,0,0
XLM,0,0,0.533862825594915,0,0.403755996162347,-0.663203362624446,0,0.595100125986017,0,0.239948368569794,-0.309410067540527,0.0474108664448984,0.0350308550360492,0,0,0,0,0
DOGE,0.991614389558694,-0.158794833831485,0,0.54173774895075,0,-0.162777522139227,-0.137504327555653,0,0.0264117513290544,0,0.190411331220418,-0.00997244532318601,0.0531302444922366,0,2.09567410296012,0,0,-0.716646913603288
ZEC,0,0.359678478994514,0,0,0,0,0,0.186167104382694,-0.020125919214948,0.110196406561898,0,0.0320981884189839,0.0783606402057171,0,0,0,0,0
DGB,0,0.337217877888811,0.289169022245165,-0.514201670909286,0,0,0,0.487298734255064,-0.117016019054552,0.942608752966579,-0.476567902777759,0,0,0,0,0,0,0
NEO,0,0.0637924458790955,0.550202192995827,0,1.31537635961943,0.422823130502819,1.11064733176822,-0.45311135731442,-0.196725063361564,-0.423930042299268,0,0.04822254126272,0,0,0,0,0,-0.10136043142032
BV010082.Index,0,0,0,-0.0307051951410049,0,0,0,0,0.0135771310543316,0,0.00152186844608996,0,0.0303490253966225,0,0,0,0,-0.0363072975618947
CVIX.Index,0,0,0.0142666765213498,0.0309781692427068,0,-0.039631611668355,0,0,0.0178267753456435,0,0.0312386357958688,0.0206239872633093,0.0478222391356934,0,0,0,0,0.0488535358906431
DXY.Curncy,0,0,0,-0.00649720818487537,0.0200182624351734,-0.00492218030538189,0,-0.00473759599051422,0.0081925107287318,-0.00798740293120225,0.00711202815071933,-0.00293785141595193,-0.00483321729765623,0,0,0,0,0
SPX.Index,0,0,0,-0.00520217376156698,0.00622598697660713,0,0,0,0.00508090976052579,-0.00472190330738038,0.00531025368117987,0.00276028393186429,0,0,0,0,0,-0.0366690319972506
VIX.Index,0,0,0.122134411862277,0,0,0,0,-0.135158139666874,0.0331966841415335,0,0,0,0.015111999344987,0,0,0,0,0
