,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0280615924829273,0,-0.0440192710095354,0,0.212590672198674,0,0,0.0813343580060234,0.0724941879104741,0.0186465804446677,0,0,0.224499364209681,0.0222726043751007,0,0,0,0,0
ETH,0,0,0.254802423431763,0,0,0.298156072196112,0.0137775484451108,0,0,0,0,0,0.188327804553859,0.18473376973743,0.0229441002559333,0,0,0,0,0
XRP,0,0.206402587623868,0,0,0,0.245069398267329,0.101482882363996,0.156743669926718,0.0115530961949111,0,0.0528381025900675,0.217340191637241,0,0,0,0,0,0,0,-0.00815890641934697
BCH,0,0,0.572649454425886,0,-0.0295267451449946,0,0,0,0.00918791610979931,-0.314982901673095,0.0703087194166178,0.568609874178965,0,0,0,0,0,0,0,0
EOS,-0.473727246816947,-0.325072888901484,0,0.0589735259201002,0,-0.00976736388823655,0.638668753666908,0.482620168186719,0,0,0.593866386482912,0.339099413731818,0,-0.982155599050695,-0.069096166215724,0,0,0,0,0
LTC,0,0.160855951563992,0.24530475257752,0.0569510857354459,-0.0569995149750435,0,0,0,0.00062980420447116,0.0793743711594324,0.0655401050197288,0,0,0.320626924399901,0,0,0,0,0,0
ADA,0,0,0.28615198344653,0.0232136052816718,0.096665005648823,0,0,0.36776570655404,0.064851425849517,0.0675306588723985,0,0,0,0,0,0,0,0,0,0
XLM,0,0.0222353749258243,0.0857403265794019,0,0.0287666313782054,1.73472347597681e-18,0.308892218337649,0,0,0.0498005510596599,0.39364809601478,0,0.052659742823795,0,0,0,0,0,0,-0.072279748897049
MIOTA,0,0,0.15988629445324,0,-0.212756869033466,0,0.228043564359086,0.62878635406703,0,0,0,0,0.0343850128006467,0,0.211035421017719,0,0,0,0,0.310290902911659
TRX,0,0,0,0,0.401113648496107,0,0,0,-0.0448369050800718,0,0.31993767861744,0,0,0,0.0184767867791845,0,0,0,0,0
NEO,0,0,0,0.0494096258618266,0.121024017955319,0,0.0757770982678357,0.212115432962428,0.110256196207732,0,0,0,0,0,0.28519280898864,0,0,0,0,0
XMR,0,0,0.47605824794922,0.0921963991257947,0,0,0.125107688298493,0,0,0,0,0,0,0,0.0477425114578928,0,0,0,0,0
DASH,0,0.305631602952006,0,0.221512723954648,0,0,0.0480808985761688,0,0.0855209924893398,0.16456332827031,0.0677476307344859,0,0,0,0.0345289600331306,0,0,0,0,0
XEM,0,0.303649919238876,6.93889390390723e-18,0,0,0,0.00772021338603362,0.155035532779232,0.0348018506516128,0.0833071015205043,0.0808383711779191,0,0,0,0.184741785205309,0,0,0,0,0
ETC,0,0.221033088221177,0,0,0,0.398516871956019,0.0462208256504521,0.104882668929482,0.0819424576873111,0.103670343341469,0,0.00184080475288347,0.226576176568397,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.034136680592063,0,0.00268669893441401,0,0,0,0,0.0158056396127634,0,0,0,0,0,0,0,-0.0202434413756094
CVIX.Index,0.0905291642115152,0.0280173605397673,0,0.00222464949060928,0,0,-0.18192594858975,0,0.0349257534744417,0,0.0381256789998287,0,0,0,8.67626760123804e-05,0,0,0,0,0
DXY.Curncy,0,0,0.0113540246794734,0,0.0172687609447308,0,-0.00317012044380586,0,0,0,-0.0111179426099283,0,-0.00324319916957032,0,0.0069233658497738,0,0.0456912332368516,0,0,0
SPX.Index,0,-0.00665989510793919,0,0.0059869186188401,-0.00766098240785838,-0.0236850425718379,-0.0222076946781451,0,0,0.00684455710656205,0.0165673274444328,0.0170332602834373,0,0,0,0,0,0,0,-0.140408682093492
VIX.Index,0,0,0,0,-0.0281948886399498,-0.0692568462053405,-0.182178068510791,0,0.064506183710674,0,0.106588829210329,0.0588561047952671,0,-0.0817628573428145,0,0,0,0,-4.18693110931262,0
