,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0855715397955967,0.58683444584228,0.227392578305618,0.0307336893981628,0,0.0483259187509561,0.0395977911477926,-0.0667366515852355,3.46944695195361e-18,0.153774909977538,0,0.3147881468061,0,-0.070073601300176
XRP,0.46934284573287,0,0,-0.441185927139432,0.379426968717913,0,0.723135443178594,-0.412515157624114,0.152561306416874,-0.0327584256076728,0,0,0,0,0.296667179386579
LTC,0.73846644131252,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0760687145693171,0,0,0,0,0
ETH,0,-0.133431723119973,0,0,0,0,0,0.285014621009258,0.035706846704066,0.148555425533881,0,0,0,0,0.172953772357222
DASH,0.580042370708802,0.035767379934369,-0.483360233850802,0,0,0.582987029418997,0.0840339101038086,-0.0753596557486243,0,-0.255906130274736,1.73472347597681e-18,0.377762335776496,0,0,0
DOGE,0,-0.0343250997729804,0.0578799432768216,0,-0.158065361011793,0,0.165302718691542,0.110257415471274,0.0370481982193024,-0.0986329842018222,0.784867288271534,0.643237792055829,0,0,-0.0839315209651196
XLM,0,0,0.200480869711837,0,0.609319270053218,0.094794774466613,0,-0.380601271015889,0,0.463541685467542,-0.724439709320041,0,0,0,-0.22778242148418
XMR,0.607455052427899,0.201965713975339,0,0.201183489327102,0.132357051140712,0,-0.224104631450175,0,-0.114616604908169,0,0.858870875760766,0,0,0,-0.100558398147065
XEM,-0.401433102745921,0.543171664765494,0,1.10934637939223,0.731408672067702,0.585835010636041,-0.428563611308129,-0.628573630320358,0,0.749550570556268,1.83912784671035,-3.25695076386112,0,0,0
DGB,0,-0.237339420112512,0,0.16700864234584,-0.524532659540913,0,0.130140025225921,0,-0.0440119667540348,0,-0.288276112981702,0,0,0,0.0587292657770514
BV010082.Index,0.166852282486902,0,0,0,0,0,0.102776411594751,0,0.0335813195100487,0,0,0,0,0,-0.0480672839632518
CVIX.Index,0,-0.0723776290589605,0,0,0.146253243207437,0.420076400047062,-0.138157912184492,-0.0709880131552587,-0.052088072383029,0.0591135805295651,-0.254458040825463,0,0,0,0.0823768384221751
DXY.Curncy,0,0,0,0,0.117105976989554,0,-0.0527554635154714,0.0363914419682655,0.0256627375221904,0.0446115116223948,0,0.152754460439506,0,0,-0.0402702372488177
SPX.Index,-0.0838525632025491,0.0253708686963973,0,0.0640433580882861,0,0.0229464226840302,-0.0179286118882659,0.0250049132756923,0.0196608568551711,0.0135397128489263,0,0.100628191081003,-0.0813667050161497,0,-0.110459019831002
VIX.Index,-0.848003076245228,0.101632512367311,0,0.629371909583807,0.306504190380533,-0.33576611398763,0.230668150962205,0,0,0.191058504225663,0,0.421181041686911,0,-5.51705597889219,0
