,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0369204941655073,0.310238511274936,0.00895389252046186,0,0,0.0779320741255448,0.170338938603007,0.0302520195828982,0.198773718225868,0,0,0,0,-0.080246894760563
ETH,0,0,0,0,-0.0988475569079461,0,0.416280782276011,0.472411474546554,0,-0.280188853019087,0.330994652261761,0,0,0,0,0.302856957185749
XRP,0,0,0,0,-0.0068137915990793,0,0.0481907169978272,0,0,0.113456912542968,0,0,0,0,0,0
LTC,0.481247589731042,0,0,0,-0.00205189558363381,-0.0337656975758428,-0.018993202778001,-1.73472347597681e-18,0,0.0494716610608335,0.0296762441483441,0,0,0,0,-0.0278250370148419
ETC,0,-1.63480549794746,0,0,0,0,0,0,-0.786762419604766,0,1.20975716900747,0,0,0,0,0
DASH,0.0541372552323407,0.234988375137517,0.148814740040244,0,0.01785359389004,0,-1.0842021724855e-19,0.00933268945504681,0,0.13548020348618,0,0,-0.526950895747222,0,0,0
XEM,1.01332289830628,0.146794550521534,0.224146995413936,0,0.00217569866339467,0.417375603403884,0,0,-0.203143798290108,0,0.156799915767701,-0.44996734456931,0,0,0,-0.0727307035281403
XMR,0,0.345278360636086,0,0,0,0,0,0,0,0.449828521235546,0,0,0,0,0,0
DOGE,0.330512485811404,0.0947959744960145,0,0,0.0120265682600239,0,0,0,0,0.101644753231677,0.0325223007021334,0,0,0,0,0
XLM,0,0,0.388820177582061,0,-0.031173110621568,0.431685063028343,0,0.115505356257236,-0.0283755507413568,0,0,0,0.372828951397877,0,0,0
DGB,0.0893777210273358,0.430722605056867,0,0.992395982103408,0.05496554134432,0.29164096967304,0.207809373065281,-0.154871505903456,1.73472347597681e-18,0,0,0,0,0,0,0
BV010082.Index,-0.0776128121752202,0.046697934308958,0,0.303759150196206,0.0236093144465303,0,-0.0998702845949265,-0.022657062765322,0,0,-0.0726302607522013,0,0.409233305548556,0.455839865680427,0,-0.0555335781291666
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,-0.0182939372408972,0.00102584517233683,0,0,0,0,0.00889396766944815,-0.0172437211614235,0.0796643080351932,0,0,0,-0.0411770453120333
SPX.Index,-0.00739652509061324,-0.002781591411567,-0.00819486039748611,0,0,0.0113998985642402,0,0.0109920338899235,0,0.000377376342210725,-0.00872418829507022,0.042279194785347,-0.00520712090204853,0,0,-0.0526145682903361
VIX.Index,-0.241483329132743,0.647395803980818,-0.247681610678186,0.506685722088883,0.0915151211022368,1.38777878078145e-17,-0.297745979253714,-0.167632170723659,0.0619629205114242,0.0783616381053889,-0.4453557222264,0,0.22618495543034,0,-5.44264074239603,0
