,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.105467830585012,0,0.0218905473214724,0.0869373224791092,0.00633938575673174,0,0,0,0.286316420407196,0,-0.0246407838597742,-0.00860713313289319,0,0,0,0,0
ETH,0,0,0,0.0712997148403212,0.023595708798355,0,0.0809111303572845,0.0637601282888881,0.0118893088132021,0,0,0.333258158156971,0.0155582906693728,0,0,0,0,0,0,0
XRP,0,0.11494774776684,0,0.178253922331159,-0.0103767965258799,0.140060090303914,0,0,-0.126488290979234,-0.048782116649343,0,0.388049409231418,0.0786912157008884,-0.000822226574015039,-0.0122057700998905,0,0,0,0,0.0246672989233049
BCH,0,0,0,0,0.242496247377119,0.144061224961456,0,0,0,0.0341135468446712,0.298140725981139,0,0,0,0.0754291738703388,0,0,0,0,0
BSV,0.245793705022589,0,0,1.51724631560827,0,0,1.38679228980526,0,0.0106024739694788,-0.161175106906546,-1.70887205689937,1.06111978157106,-1.5141279946095,0.238792165274196,0.0998532844516155,4.2462353670601,-2.77555756156289e-17,0,0,0
LTC,0,0,0.418806289604552,0.122163749920329,0,0,0.342705484596022,0,0,0.139980840478916,0,0,0,0,-0.0232836806326176,0,0,0,0,0.000966809988419754
EOS,0,0.727705113834082,0,-0.104390727144544,0.0603922818166316,0.416580046886739,0,0,0.173560124952023,0.131254416794718,-0.16413073836093,0,-0.229535600291005,0.049899348388204,0.0247643613985254,0,-0.254185405500294,0,0,-0.0330229938537946
BNB,0,0,0.115340093438685,0.0557312726038963,0,0.229714854301171,0,0,0.270997008113721,-0.0682895696551056,0,0,0,-0.0274734254088725,0.0747220925227698,0,0,0,0,0
ADA,0,0,0,0,-0.00882632337372915,0,0.182611542990837,0,0,0,0.258460026798053,0.528298863184177,0.289213397379419,0,-0.0651595533990416,0,0,0,0,0
ETC,0,-0.558203995056271,-0.322679212982846,0.711229259556254,0,0,-0.573518706656191,0,0.888145208627299,0,0.810055213608835,0,0,-0.284721096863668,0.246578122178084,0,0,0,0,0.0354516598759496
XMR,0,0,0,0.122642706191555,-0.0495141615724083,0,0,0,0.307735142480348,0.0529091095496328,0,0,0.193058912388318,-0.0635289841121909,0.0469608850700756,0,0,0,0,0.0152634425649515
TRX,0,0.651960814652548,0.158281248182873,0,-0.0176722056319488,0,0,0,0.264287271744008,0,0,0,-0.0251388691240144,0,0.0836141696932653,0,0,0,0,0.130523956378874
XLM,0,0.663617215494472,0.644523875387131,0.0770152057772784,-0.0275027535158675,-0.558172022854064,0,0,0.360272660796172,0.0916364363856565,0.162397520135462,-0.677185460054057,0,0.135693520458525,0.0808228719070546,0.627643563116755,-0.283263092602002,0,0,0
XTZ,0,0.547091978396013,0,0,-0.057724372799259,0.302154620658744,0,-0.271571341341317,0,-0.0858531841952414,0,0,0,0,0.088615960320362,0,0,0,0,0.0558492791920127
DASH,0,-0.602087751134417,0,0,0.334766200104574,0,0,0,0,0.00329424561283847,0.574679705909418,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0764308343301881,0.0371808796211936,-0.0534863154618268,0,0,0.0136075168734043,0,0,0,0.115020892208696,-0.0343727407751797,-0.00204055629694048,0,0,0,0,-0.0765245726904875
CVIX.Index,0.315814733739438,0.0790574337806422,0,0.104589979443031,-0.00441920280752508,-0.436302241316711,0,-0.250320969068966,0,0.0560447071460987,0.193118237427503,0.299060671414878,-0.16318672541338,0.0972690187660186,-0.0516340600467367,0,0,0,0,0.0641874438181707
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0.00679943360512359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672121736107194
VIX.Index,0,0,0,0,0.0221697968653102,-0.0981067315690555,0,0,0,0.0262795308276102,0,0,0.167480737919726,-0.0366939068595575,-0.0346621032380783,-2.15061884661447,0.369403879986794,0,-3.30287681235064,0
