,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0106210933689135,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.318912501022696,-0.215380865417131,0.235821869036051,-0.983567648050945,-0.371957216978384,-0.235869292046499,0,-0.275870392414272,-0.525880211113663,0,0,0,0,0.0745551655333282
XRP,0.816200929155562,0.298264743573998,0,0,-0.161707386112667,0.511514005489637,0.614185712256602,-0.0996747022613306,-0.780592951396139,0.487900141979521,1.4274012316839,-1.28093105123312,1.14531627679301,0,0,-0.211918415958922
LTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.918877882646306,-0.101188507312005,0,0,1.56489738879976,0,0.140229803288077,-2.2821460817298,0,0,-1.40287639954253,-0.191221045636207,0,0,0
ETC,0,-0.304193153302629,0,0,0.119820504497911,0,0.00901664359227236,-0.272104877721572,0.43977413314494,-0.0611472304765311,0,-0.645289821656481,0,0,0,0.0602381974426851
DASH,0,-0.271415953311197,0,0,0.156012374810637,0,0,0.0471406892067666,-0.0670543952937606,0,-0.10063710651504,0,0,0,0,0.0113463731003999
XEM,0,0,0.0601982174157771,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.445262311559115,0.322532204897072,-0.0037862270338172,0,-0.36331418028657,0.792748480951956,0,0.0661837997387789,0,-0.0484641844170857,0.156704971911375,-0.289161581658087,-0.132876313026857,0,0,0.0240483939734063
XLM,-2.02391809286332,-0.430249213927002,0.704881029386471,-0.212633662893289,0.208297811162966,0,-0.750591894758076,0,-1.38777878078145e-17,0,-0.379649574042296,1.61629106685562,0,0,0,-0.0672439252982661
DGB,0,0,0.249258234860978,0,-0.106248433388837,-0.08629258775402,-0.274039674755926,0.147252738291027,0,-0.117978504200067,0,0,0,0,0,0
BV010082.Index,0,0,-0.118774483936421,0,0,-0.134274610925376,0,0,-0.0994970861831441,0.128116899049932,0,0,0,0,0,0
CVIX.Index,0,0,0.110659533659465,0.00528916749140793,0.0395393418350508,0,0,0.0369450787551798,0.13741194677231,0,0,0.472701733210492,0,0,0,0.128515376868326
DXY.Curncy,0,-0.0123461492272546,-0.0151456730449267,-0.0121459524756521,-0.000476028623996716,0.0585474402805318,-0.0156723672340285,0.0239158916250246,0.0333516436512356,0,0,0.0878098471427627,0.106123180749766,0,0,0
SPX.Index,0,0.0199401802182638,-0.00646312296786927,0,-0.0118528859104975,-0.0527464414620754,0,0.0197748878596456,0.0365499687584034,0,0.0223647832967853,0,0,0,0,-0.0863899221094341
VIX.Index,0,0,-0.374374432742364,0,-0.0508288412925407,0,0,0.0161155632875245,0.184669547612895,0,1.03114504720126,0,2.10068558500499,0,-5.98010017200756,0
