,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0460487725878185,0.412192111407253,0,0,0.210292276875516,0,0.00487093781448522,0,0,0,0,0,0,0
ETH,-1.17993420345342,0,0,-0.817913179015131,0.0416292240921512,-0.326538088065021,-0.605155208296954,0,3.61685970788079,-0.21731837078938,2.41313674915901,-2.54977374562945,0,0,-0.147795894609405
LTC,0.458184487308851,-0.0833451858393038,0,0,0,0,0,0.0239645112118324,0,0,-0.279058212331259,0,0,0,-0.180840586809584
XRP,0,0,0,0,0.0639576559222486,0,0.0259456779016942,0,0,-0.0333492925991433,0,0,0,0,0.0711113494368908
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.494541333642773,-0.136949152078984,-0.408324061299663,0,0,0,-0.0736610689842197,0.0617451897267343,0,0,0,-0.371230599632972,0,0,0.00743258175532349
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.751869251637405,0.260374095556836,0.188125359621987,0,-0.213355496634247,0,0,0,0,0,0,-0.15371426223601,0,0,0.378134401410234
XLM,0.219052259427771,0.0900715668702169,0.0749978465588695,0,0,0,0.113396679460249,0.104428701413386,0,-0.0100369088318892,-0.196647411797049,0.638579502944339,0,0,3.46944695195361e-18
DGB,-0.745526837673366,0.0738672564522572,0,0,0,0,0.317060953802213,0,0,0,0,-0.315288659535806,0,0,-0.214264780342258
BV010082.Index,0.521573854720622,0.0753638607953889,-0.168467998655766,-0.264047623434739,-0.11641295562591,0.279235210727637,0.0207881322056648,0.00357121434805314,-0.167939339824243,0.110020003998303,0,0.470208459727512,0,0,0
CVIX.Index,0,-0.062614796608512,-0.328702655691658,0,0,-0.231587383809825,-0.0823983730557544,0,0.872298598879001,-0.00122142808005309,0.0637296621028111,0,0,0,-0.0717064436389352
DXY.Curncy,0,-0.00724765166959502,0,0,0.020869284920612,-0.0425357780787348,0.0144847025159126,-0.0212735339511098,0,-0.0159674596047483,0.115473639511866,0,0,0,-0.0416809519693232
SPX.Index,0.0640323063924482,-0.00451030470438787,-0.0881504286558436,0,-0.0325357749377199,0,0.0110314677418268,0,-0.0284863057626477,0,0,-0.00176524772790383,0,0,-0.135280213978367
VIX.Index,0,-0.0342666799222767,-0.488652892558949,0.609886779762321,0,0,0.0750090117129466,-0.00415579390023463,0,-0.127971995828061,0,0,0,-3.27218507490756,0
