,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,MIOTA,EOS,ZEC,NEO,XLM,DOGE,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.127330080386261,0,0.13476021696198,0,0.163339099311445,0,0.105470528846863,0.0647732813368596,0.0212310874562779,0,0.00958168103780623,-0.232002666723514,0,0.0753248465800587,0,0,0,0,0
ETH,0,0,0,0,0.294786319456689,0.131048277504174,0,0.143648997654495,0,0.0107184363190189,0.324563742623564,0,0,0,0.0796993758483551,0,0,0,0,0
XRP,0,0.00796488238967352,0,0,0.144436432853703,0.040503011589671,0,0,0.0689495119653396,0.040709350586532,0.200101251233646,-0.0492137189854093,0,0.276402337515902,0,0,0,0,0,0.0712256379594308
LTC,0.365188371837836,0,0,0,0,0,0.619860616261837,0,0.0570439433679211,0.0386500070618819,-0.385048295188446,0.100023917282756,0.00310910532815042,0.374125324349788,0,0,-0.928902013199288,0,0,0
ETC,0,0.41788618997215,0,0.257245623980324,0,0.130035773125584,0,0,0,0,0,0,-0.167554087153987,0.0279176227787347,0,0,0,0,0,0
DASH,0.424938902288281,0.116861483343921,0,0.276897174345609,0.0487472572814623,0,0,0,-0.0358780355386763,0.0237589297463495,0,0.134541407295923,0,0,0.0698848015333161,0,0,0,0,0
XEM,0,0,0.0377741390117514,0.350281723266973,0,-0.0255275667097134,0,0.120129345422548,0.22395869299069,0.0449697834794187,0.301660382175769,0.0599589988544585,0.182000459569206,-0.395438390702177,-0.108869250925652,0,0,0,0,0.268006994779402
XMR,0,0.220973037409531,0,0.287118546262581,0,0.17292768197398,0,0,0.0750320857387111,0.0137799606841198,0.00482718711743648,0,0.0989790033682656,0.000885562863645824,-0.0551227746407629,0,0,0,0,0
MIOTA,0,-0.655428172870505,1.33274194519455,0.602123999331063,0,-0.218639993535902,0,-0.256624005598174,0,-0.125283748540805,0.890946678930422,0,0.124316357215371,-2.77555756156289e-17,0.132955902385563,0,0,0,0,-0.169253941450804
EOS,0,0,0,-0.295537317237428,0.492383935206339,-0.252169166515915,0,0,0,0,0,0.418495040899407,0,0,0.360982086160476,0,0,0,0,0
ZEC,0,0.586953326821922,0,-0.0915030098694798,0,0,0,0,0.217137233399954,0.0197124895615399,0,0.00665947357120055,0.0961161199896628,0,0.0183730914851129,0,0,0,0,0
NEO,0,0,0,0,0,0.41775929673993,0,0,0.04598323751312,0.0301264208861349,0.362310903736989,0,0,0,0,0,0,0,0,-0.442582979086476
XLM,0,0,0,0.222402136162541,0,0,0,0.387148261782676,0,0,0.076517605173977,0,0,0.189981710595103,0.320482933158366,0,0,0,0,-0.225722890557492
DOGE,0,0,0.399503903375501,0.105302570538964,0.0913203477179225,0,0,0,0.193966773182236,-0.0471136177654884,0,0,0,0,0.0701399046064912,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0.0401258554917803,0.571120165270695,0.0598531799431265,0.350634016690891,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.175485479403322,0.0817645586152536,-0.0249377225290178,0,0,0,0.00392512336510278,0.0029068702266424,0.111979110421182,-0.0149947313150934,2.16840434497101e-19,0.0695843330333796,-0.0446577262709286,0,0,0,0,0.0688828799061041
CVIX.Index,0,0,0,-0.0406349209815111,0.0331179849226437,-0.0681903607660123,0,0,0,0.00926462623619075,0.118315866465499,0.0162940505892538,-0.0111290340494126,0.0183036829417034,-0.0643682698183494,0,0,0,0,0
DXY.Curncy,0.0460969907177888,0,0,0.00593438058850955,0.00444292734422595,0.010537450721069,0,0.00518491073974354,0,0,0,-0.0299856863602941,-0.00409166051535925,0,0,0,0,0,0,-0.0377760986672808
SPX.Index,0,-0.00511314263171166,0,0,-0.00464375316352732,0,0,0,0.0024016173681967,0.000790964777814199,0,0,0,0,0,0,0,0,0,-0.0619554964930858
VIX.Index,0,0,0,0,0.242438904150679,0,0,0,-0.0753771225680998,0.0362866061984767,0,-0.271203500951424,0,0,0.0201684155936948,0,0,0,0,0
