,BTC,ETH,DASH,XMR,XRP,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.202517132842863,0,0,0.216931721351626,0,0.0124365945250494,-0.222611525770952,0.733211751496115,0.0367463201587688,-1.73472347597681e-18,0,0,0,0,0,-0.0235568499952635
ETH,0,0,0.0944935616680534,1.09736776696304,0,0.843957597606808,0,-0.024936460061112,0.0697867096049295,-0.87863485278729,0,-0.868107612282462,0.0468567169787209,0,0,0,0,0.402350366740114
DASH,0,0.205803379295905,0,0.165430967857513,0.422152883613756,-0.17680207601117,0,-0.103484570593507,0.0889203934286291,0,-1.0842021724855e-19,1.30528220615811,0,1.98599753872992,-0.141087023129868,0,0,0
XMR,0.161188693102013,0.524466145900639,0.00881232865590671,0,0,0,0,0,0.231741200306735,0,-0.362943586781313,0.0882680102849544,0,0,0,0,0,-0.252706233108631
XRP,0,0,0,0,0,0,0,0,0.119467407741961,0,0,0,0,0,0,0,0,0
ETC,0.589190810638894,0.516286049855206,0,-0.331719901998058,0.104813883415654,0,0,-0.0656503689981798,0.13895970537548,0.209063192085608,-0.0574328547299465,0.00159003911397697,-0.146085029445865,-1.52822943610958,0,0,0,3.46944695195361e-18
LTC,0.119096743943309,0.0551370794396118,-0.015852494650403,0,0,0.0664186800525874,0,-0.12873226798908,0.112761100450455,0.0890649243825747,-3.46944695195361e-18,-0.0157514143279937,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0.212371076530361,0,0,0,0,-0.243552248785427
ZEC,-1.24552280585993,0,0.362607648119478,0.221972681236528,0.241836009900717,0.19790638430122,0.784290963027463,0.00103076067741573,0,0.632515361777311,0.0135357331894526,0.193099638932552,0,0,0,0,0,-0.0987140529420501
DOGE,0.455285930925694,0,-0.0220154924895867,0,0,0.0233583392777094,0,0.0739451633288193,0.136885874085398,0,0,0,0.0510502143177318,0,0.214554485747421,0,0,0.133025432694276
XLM,0,0.163697052710666,-0.0631013817896222,-0.201687729009637,-0.164180652631296,0,1.01798293496875,-0.0409397203809428,-0.205325216549954,0,0,0,0.400908235905318,0,0.481196222378201,0,0,-0.58724580609898
NEO,0,-0.0919251670949107,0.163284058315485,0,-0.329818128738812,0,-0.521095252267925,0.0252668553771686,0.316939557858034,0,0,0,0,-0.992005743886123,0.201744364407281,0,0,0
DGB,0,-0.013715205633446,0.269799850579436,-0.444513461941453,-0.0518096405874643,0.355609735576251,0,0.165485060445544,-0.261355000874825,0,0.701334863502617,0,0,-0.294875301000975,0,0,0,0
BV010082.Index,0.238528476542667,0.0759044823565505,0.0548012161670206,-0.245606731554327,0,-0.142673086443758,0,0.0198011786678224,-0.0475138698032833,0.338059216268723,-0.0287903319972285,-0.0673964403268984,-0.148149973041216,0,0,0,0,0
CVIX.Index,0,0.0373115034253693,-0.0988328902832791,0,0.464035446243636,-0.0599123698037515,-0.541883184972115,-0.0479688092925386,0,0.473110910712629,0.454294093717965,0.204993869045308,-0.225816765623892,0.199509462901026,0,0,0,0.457736109599832
DXY.Curncy,0.0184251598211971,0,-0.0114504243910171,0.00417269975491769,0.0193307542354553,0.0140197828687439,0,-0.00689093446079833,-0.00988252359005682,0.0147350274663477,0.00116425516583442,0,0,0.141533005806589,0,0,0,0.00689419361492482
SPX.Index,0,0,0,0.0106418217261394,0,0,0,0,0,0,0.0146694446586224,0,-0.00494281672624474,0,0,0,0,-0.032279749539463
VIX.Index,0,0,-0.0495878749851161,-0.171492331700144,0,0,0,0,0,0,0,0,0,0,0.248827415231349,0,0,0
