,BTC,ETH,XRP,EOS,LTC,BCH,XLM,TRX,BNB,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.108868140229924,0,0.0374893796416779,0,0.153213476870713,0.0839817526123015,0,0.0360359823547553,0.0561999472451876,0,0,0,0.0427841264006171,0.0144198239356556,0,0,0,0,-0.0468858815554508
ETH,0,0,0,0,0.213777870491495,0.222481794693305,-0.066051851260709,0,0,0.276411193301173,0.0920036359838938,0,0,0.129384504497306,0,0,0,0,0,0
XRP,0,0,0,0.197531276292497,0.0613817729677707,0,0.143216042919075,0,0,0,0,0,0.200045548921606,0,0.0278434649333,0,0,0,0,0
EOS,0,0,0,0,0.505540637452922,0,0,0,0,0,0,0,0,0,0.0399421212707692,0,0,0,0,0
LTC,0,0.231708713018325,0,0,0,0,0.0361147204361249,0.525137285375163,0.156964149019818,0.830559372099515,0,0,0,-0.180209700503704,-0.265374115457368,0,0,0,0,-0.067443333378624
BCH,0.827129927409955,0.112610527214333,0.45135483298765,0.00568151793641054,0,0,-0.0824138595340288,0.234270594537245,-0.0346424774375161,0,0.333860939517595,0,6.93889390390723e-18,0,-0.0684191674750668,0,0,0,0,0
XLM,0,0.208680192963851,0.362964202244135,0,0.126101597279396,0.26896912062643,0,-0.0983495359584004,-0.164409077646604,0,-0.260393411209783,0,0,0,0,-0.283722267008131,0,0,0,0.0848588305751738
TRX,0,0,0,0.0763144174551009,0.0240786109452579,0.226204453687794,0.260856022100413,0,-0.0639892796078712,0,0,0,-1.0842021724855e-19,-0.0532743894810414,0,0,0,0,0,0
BNB,0,0,0,0.0630609975152349,0.0870484248544124,-0.283748853309435,0,0.664928657033711,0,1.34096627460728,0,-0.598346316006594,-1.01968246073367,0.508989095342148,0,-1.16928877479501,-0.187413913793837,0,0,0.205219327204553
ADA,0,0.125179238689904,0.41556660629429,0,0.17829684585109,0.160639223193584,0.0378942623686689,0,0.0447006308138429,0,0,0,0,0,0.00173032269237009,0,0,0,0,0
BSV,0,0.141902013417723,0,0.0292658443267088,0,0.379662041238904,0,0,0,0,0,0,0,0.112656977995539,0.0582719013584382,0,0,0,0,0
XMR,0,0.279733415619714,0,0.187386059061854,0.0903491480574695,0,0.179206275737286,0,0,0,0,0,0,0,0.171826776116738,-0.267596653448914,0.330374727784608,0,0,0
MIOTA,0,0.0360336884778353,0.300733570261141,0.154042734919684,-0.0166077227330023,0,0,0.309418706129327,-0.0687235176303125,0.360802681503908,0,0.0363265964803019,0,0,0,0,0,0,0,0.0497971476313957
DASH,0,0,0,0.275746733461035,0.0900365921852795,0,0,0,0.0259959267149933,0.155907805687581,-0.260933177224538,0.440514265200779,0.0800735963200938,0,-0.129161184845537,0.380287424137008,0,0,0,0
MKR,0,0,0,0.0839416041197296,0.0612619302410601,0,0,0,0,0,0.743018575293777,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,-0.0411273440337036,0,0,0,-0.0877098893556879,0,0,0,0,0,0.0503341346562628,0,0,0,0,0
CVIX.Index,0,0.083756088539737,-0.344058431142661,-0.0335440753944285,-1.73472347597681e-18,0,4.33680868994202e-19,0.100266478856722,-0.044240704688951,0,0.124237402575987,0,0,0.121800878692581,-0.0183591101905004,-0.141528063092141,0,0,0,-0.0191941377858254
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,-0.0260187656782922,0,-0.00524687596581788,0,0,0.0258567227529555,0,0,0,-0.0282719922579862,0,0,-0.0352480950613297,0,0,-0.0370609106915374
VIX.Index,0,0.106516499360186,0,-0.363000765131526,0,0,-0.0387877162358138,-0.225986293125003,0,-0.616110862862835,0,0,1.16364896151682,0.336971585520884,0.170520153353588,0,-1.32565354291244,0,-2.81880486878388,0
