,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.115046561349846,-0.042864767005933,0,-0.0869760449005837,0.776446138596921,0.212233490571575,0.0857615950517538,0.0901739393332444,0,-0.0661567694054584,0,-0.0640112446378417,0.0710948652091507,0.460850449168226,0,0,0
ETH,-0.839227015238847,0,0,-3.46944695195361e-18,0.260062646913365,0,0.658521130465911,0.102893508266073,0.216965475806526,-0.203538005618422,-0.256655524688524,-0.244182540266624,0.110806225027209,0,0.65437166778832,0,0,0.395552395282575
DASH,0,0.320634624971015,0,0,0,0,0.531630751663614,-0.161073064186428,0,0,0,0,0,0,0,0,0,0
XRP,0,0,-0.0304071828330758,0,-0.121025653395439,0,0.106017595457879,0,-0.10747943871805,0.687018013927443,-0.226147660349541,-0.345848572314425,0.0680328995644351,1.13313792407738,0,0,0,0.105060371115829
XMR,0,0.386772140282952,0,0,0,0,-0.0423276973559386,0.115149876657696,0,0,0,-0.184632368224527,-0.11963803042089,0,0,0,0,0
LTC,0.291047218381523,0.0671268848074735,-0.0094488441438062,0.0845063749871902,0,0,4.33680868994202e-19,0.0442637323618603,-0.0358811195271446,0,0,-0.021481941633315,0,-0.04154483374849,0,0,0,0
ETC,0,0.213318095079186,0.264984520094509,0.0428513397084889,0,0,0,0,-0.0393019429493938,-1.38777878078145e-17,0.0976573969192651,0.324096019278518,0.187930553112027,0,-0.348955449672256,0,0,-0.294377463664002
XEM,1.07425341670505,0,0,0,0.589054184756164,0,-0.0364910639359931,0,0.075628320828373,-0.622332480629234,0,0.123969188599778,0.295246227920329,0,-1.66428658038979,0,0,0.0268027367817561
ZEC,0,0,0.224394130285766,0,-0.311922268352025,0,0.508827629996287,0.137730035510719,0,0.209989165579913,0,0,0,0,4.33680868994202e-19,0,0,0
DOGE,0.845478644178071,-0.214830133328755,0.0315096781576668,0.549261253047189,0.283532833194613,0,0,-0.27494343691546,0.215457178611739,0,0.0239880207858919,-0.120391630016379,-0.00413156062561674,-0.2912479288291,-0.521278562003859,0,0,0.292945106937743
XLM,-0.323523763544956,0,-0.0231391785287385,0.29067068271904,0.0367721580663026,0,0,0.0518376451440881,-0.151562178500706,0,0,-0.10147071862902,0,0,0,0,0,-0.00826523023761567
NEO,0,-0.0865488281284289,-0.213318973028292,-1.00856121703347,2.77555756156289e-17,0,0.568600333163797,0,-0.0773705561965733,0.176959235854028,-0.682418593868033,0,0.147771926020335,1.47773832040137,-0.534731392505237,0,0,0.694983342288048
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.104801375625503,0.218768532373524,0,0,0,0.0389070281583003,-3.46944695195361e-18,0,0.346438398363381,0.23122263705639,-0.13533871124776,0,0.512038284511526,0,0,0.0938105339766782
CVIX.Index,0.445761649614403,0.25438662440174,0.173133508746948,0.0183944124797966,0.178675966696816,-0.252809496696328,-0.526204939875546,-0.194423929080449,-0.102995007006099,0,-0.172734879879511,0,0.0903878796385086,0.0870231839818215,0,0,0,0.0307464447255674
DXY.Curncy,0,0.0117087960221443,0.000808870630974408,0,0,0,0,-0.0113740420021015,0,0,0.00819662478532774,0,0.00346967985207073,0.109359059900069,0.0581856755747573,0,0,-0.00973410221834785
SPX.Index,0,0,-0.00694412079669118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0.321327289514399,0.248714632268801,0,-0.0566217322961794,0,-0.47338642837983,0.0309485953952812,-0.0554617331407951,0.365517618220447,0,0.422326613622013,0,0,0,0,0,0
