,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.248089184569826,0.209674084267034,0.0913918602839299,0.276589888582918,0.060351304016888,0,0.0737970223972484,0.00239787857020391,0.00612048169450121,0.0694833615047365,0,0,0,0,0
ETH,0,0,0,0.135262345124162,0.0667143296834215,0.15659771783171,0,0,0,0,0,0,0.0844546966062457,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.0801384726034818,0,0,0,0.107525008056985,0,0,0,0,0,0
LTC,0,0,0.487082699781234,0,0.355976138898555,0.325993943675957,-0.426820233250101,0.35754739585539,0,0.165983615740071,0,0,0.149410130659659,-0.221520874238451,1.13964378045724,0,0,0.244152446953946
XMR,0.993974788635133,0.414667309265811,-0.286640042444521,0,0,-0.235523610108708,-0.321349080811749,-0.113651898014482,0.670972995642531,-0.485544328999346,0.25102538933282,0.105886944330497,-0.041981298151954,0,0,0,0,-0.0378366800849295
ETC,0.502779575392887,0,0,0.191045112370366,0,0,0,0,0,0.137505851125019,0.0201782215494954,0.281023314647241,0,0,-0.188483142169908,0,0,0.054362569410897
DASH,1.18380435555968,0,0,0,-0.0285486377259913,-0.00856828585528168,0,0,0,0,0,0.0769078125601904,0.0995477196127059,0,0.609040388579327,0,0,0.360943400266793
XEM,0.801173966442732,-0.124278629686723,-0.496460517913483,0.601835505210688,-0.621582030425257,-0.257286584211468,0,0,0,6.93889390390723e-18,0.200656304141239,0.217673393791708,-0.246232827946879,0,-1.40643898716814,0,0,-0.44300238313072
DOGE,0.043225149270893,0,0,0.0974992341467877,0.261760503416107,0.0840273119033893,0,0.0811412823676003,0,0,0.0340925658167675,0.0257648278065953,2.71050543121376e-20,0.469801528927982,0,0,0,-0.00302685658413574
ZEC,0.147634711767124,0,0,0.163119617262016,0,0.0144710466306662,0,0,0,0,0.421959457249695,0,0.0811821732647632,0,0,0,0,0
XLM,0,0,-0.283883496589727,0,0.384909154576038,0,0.231720873909651,-0.0216480365606767,0,0.234510940358507,0,0.180237440232231,-0.168471597253209,-0.657706533678214,0.181717900762036,0,0,0
NEO,-0.354466245159708,0,0.342139791660129,0.287931676826926,-0.130984562017375,0.324743955611121,0,0,0,-0.434492624198219,0.726261164733695,0,0.340675690928096,0,-0.257989955919839,0,0,1.73472347597681e-18
DGB,0.386321554769712,0,-0.151778951631709,-1.42513395428129,0,0.148934785615578,0.118810815420911,0.0989065713458911,0,2.3030197959269,-1.02256797484388,0.595365442269491,0,0,0,0,0,0
BV010082.Index,-0.0702320804940113,-0.0530860518607701,0,-0.0824119935786148,0,-0.13864340606541,0,0,0.446411495954682,-0.0205401968807818,-2.16840434497101e-19,0,0.0682060161287928,0,0.156732657674981,0,0,0.023746359190572
CVIX.Index,-0.397676994633438,0.136376496466055,-0.0280242124860912,0.164411234834385,-0.082852323294082,-0.0108998708153695,0.400576855202976,-0.166879206948891,0,0.124688300610478,0,0.0518619340021858,-0.107176872586965,0,0,1.78731667311759,0,-0.236609031037964
DXY.Curncy,0,-0.0103082051283582,-0.0461250334900588,0.0163114375940174,0.00513141956924251,0,0.0189986904732117,-0.0152182216731228,-4.33680868994202e-19,0,-0.0256484203614244,0.00945990096049774,-0.00891852877838622,0.144208812629096,0.0971146809724565,0,0,-0.0218969661055892
SPX.Index,-2.71050543121376e-20,0,-0.00728644834207819,0,0,-0.00621031998388619,0.00513275038201435,0.010987306310585,0,-0.0160466215084668,0.0174408280375338,0,-4.33680868994202e-19,0.0761840354980296,0,0,0,-0.0556441936806919
VIX.Index,0,0,0,0,-0.0254773557169986,0.182036470330356,0,-0.251583545337611,0,0,0,0,-0.106621547219817,0,0,0,0,0
