,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0219915990164812,0,-0.118216032175689,0.611222469757917,0.218845846681454,-1.08052353175735,0.709368809622436,0.0803801008468606,-1.38777878078145e-17,0.179451894164585,0,0.0233874056501722,-0.273854696482796,0.437603928753221,-1.01515206451405,0,0,0,-2.77555756156289e-17
ETH,0,0,0.66228570074368,0.0397008091831709,0.0863073365899852,0,0,0,0.144213711298797,0,0.0513225686384106,0.0730440013395811,0.0428637772371058,0,0,0,0,0,0,0
XRP,0,0.442157287875117,0,-0.0796526596100244,0,0.215585025873323,0,0.186408463585689,-0.0328553047305817,0.0992400557442666,0.0240999862593864,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,-0.851498070619525,1.06135648309618,0,0,-0.614374243996053,0.090772475244314,0,0.560179222466857,1.52886174271316,-1.27675900042948,-0.179371232909395,0,0,0,0,0
LTC,0,0,0,-0.0792165920836617,0,0,0.386986623208886,0,-0.0235559072233663,0,0,0.0122875516821227,0.186985971802573,0,0.0406901125980993,0,0,0,0,0
XEM,0.114163639630885,0,0.825153207049176,0.155158943277882,0,0,0,0,0.291967367640209,0.209537504562731,0,0,-0.51308758367303,0.0654436431572312,0,0,0,0,0,0
ETC,0,0.3120437829444,0,0.0296928653228501,0.349034407270234,0.0347227317665241,0,0,9.88559091635102e-05,0.115493431936166,0.0168109093224934,0,-0.100598786610043,0,0.00435820172515855,0,0,0,0,0
DASH,0,0.0576217535359948,0.195648343132341,0,0,0.0723063005671328,0,0,0.101946199395641,0.0885599950349242,0.0702718415183361,0,0,0.00842540977612011,0,0,0,0,0,0
MIOTA,0,0.73908402220192,0,0,0,0.218144841342991,0,0.150345622562757,0,4.33680868994202e-19,0,0,0,0,-0.278319170251924,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0.441523557853974,0,0,0,0.0352521561474437,0.047326374824099,0.288138976306052,0.16292943369231,0,0,0,0,0
NEO,0,0,0,0.0622578381349181,0.589614660353406,0.234482732025925,0,0,-0.0323205600399868,0,0,0,0.439336021541465,0.126999716006209,0,0,0,0,0,0
EOS,0,0,0,0,0,0.115905298356909,0,0,0.10823339300565,0,0.0403278483365714,0,0,0.0428442159261373,0.396193052092825,0,0,0,0,0
ZEC,0,0.350829600245093,0,0.0468524555392957,0,-0.00177014839330662,0,-0.386254814538691,0,0.498141713643035,0.0590176312556844,-0.0893832966431357,0,0.142384144202395,0,0,0,0,0,0
XLM,-0.358094039493956,0,0.217776199614459,0,0,0.295156606554401,0,0,-0.0440765490080486,0.477168292197484,0.234111311621971,-0.142755668322919,0.195452852013034,0,0,0,0,0,0,0
DOGE,0.189632740347353,0.392154722217226,0,0,0,0.01885304853123,0,0,-0.170373045310499,0.389842732809627,0.126862736650525,0.188506500184703,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0258906821351789,0,0.0182043120483866,0,-0.0140975207409733,0,0,0,0,0.0314428640329023,-0.0149499537791934,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,-0.000987848212345592,0,0.0034512121818249,0,0,0.00264444508798923,0,-0.0165802446816652,0,0,0,0,0,0,0,0,0.341131305076141
DXY.Curncy,0.0242657379312365,-5.42101086242752e-20,0,0,0,-0.0192981958606499,0.0039448069744844,0,0.0208636411402317,0.015927449181627,-0.00868019250657691,-0.0209170736749827,-0.027177674897107,-0.0143101347031983,0.0247787791171676,0,-0.0796109000076717,0,0,-0.0203910158207841
SPX.Index,0.00555289149793305,-0.00334165996437067,-0.000520471553624436,0.00199120102203165,0,-0.00457871048780863,0,0.00936280558189744,0,0,0.0055868568509154,0.00109994971704047,0,-0.00513158791381385,0.00283691645986076,0,0,0,0,-0.0106595219392824
VIX.Index,0,0,0,0,0,0,0,0,0.0506593775896821,0,-0.120906805896984,0,0,0,0,0,0,0,0,0
