,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.359409382489586,0.116494479174007,0.267440366312059,0.0250762273826196,-0.108446061263259,0,-0.108584816384599,0,0,-0.0328398726006168
LTC,0.109862709186441,0,0.281816401629361,0.00151695941161132,0.253828345011252,0,0,-0.181982757520984,-0.00878958526334283,0.0867783466502344,0,0,0,0,0
XRP,0.278708292298342,0.187685692647457,0,0.0896823154742529,0,0,0,0,0.0347864225857085,-0.352622587125185,0,0,0,0,0
ETH,0,0,-0.903667188425516,0,0,-0.375740030625269,1.31942754144627,1.51303139842069,4.33680868994202e-19,-0.48623305532651,0,1.56891507793084,0,0,0.294622695074671
DOGE,0,0.559205732013626,0,0.00884331900636906,0,0.0417057656149239,0.135555349130358,0.147504767375004,0.0149496789131301,-0.050587447520516,0,-0.0137765160627115,0,0,0
DASH,0.3957798573263,0.303979285263895,0,-0.065905671721342,0.665978568291686,0,-0.371954167813827,-0.457512899944466,-0.0288080316406316,0.16775683773375,0,0,-0.253848857350003,-1.97543606572439,-0.151835901331682
XLM,1.44833056810342,0,0.215871667378506,0.0682076317292838,0.587818022352243,-0.661204011135193,0,-0.467166857169674,-0.0321625413095942,0.151744045344437,0,-0.189302769183668,-3.26336254854295,0,-0.415968371281926
XMR,0.797459727781009,-0.673215552301585,-0.193539927987218,0.0869507412854828,0.648139281857651,-0.037451933935386,0.130070089767425,0,0.0252978492091557,0.173836682334251,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.36222604363713,-0.37231891164036,0,0,0.479310090720323,0.906099388333609,0.302133247185103,0.112658798896909,0,0,0,0,0,-0.145879766608045
BV010082.Index,0,0.127295855396974,0,-0.000870507521901626,0,0,0.0192437560286453,0,-0.00353743162214082,6.7762635780344e-21,0,0,0,0,0
CVIX.Index,0,0.583009252321662,-0.133770340140938,0.0384311583897054,-0.403150499241621,-0.244083208526683,-0.277221252004983,-0.0514255610517339,0.0223995636125651,-0.0356251237460664,0,0,0,0,-0.249174312645572
DXY.Curncy,0,0,0,0,0,0,-0.013356826589191,0,0,0,0,0,0,0,-0.0229722126021102
SPX.Index,0,0.0196990241589773,-0.00645207515190174,-0.0004400490747868,-0.0202665187699734,-0.0107022556799349,0,0,0.00187440435515671,0.00394210729136492,0.131453618414007,-0.0162749927414476,0,0,-0.0780837931484164
VIX.Index,0,0.211371997570944,0,0.0635316456063086,0,-0.0531537565476623,-0.554240248291791,0,0.0291941591905932,0,0,-0.39889445421281,0,-6.26284169839585,0
