,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.298020208481359,0,0,-0.228536564516267,-0.127288286547704,0,0,-0.357180959414231,0.0916488382025943,0.280392773735338,0.28460262759671,0.0803254050536864,0,0,0,0,0.0204399847286386
ETH,0,0,-0.152613014374701,0.107028080832784,0.122222138557599,0,0.0472509325058565,0,0,0.26046971479627,0,0.104652087093411,0.0177817395635067,0.0604491309165903,0.00176225700177055,0,0,0,0,0
BCH,0.677171737738222,-2.0092648052756,0,0,1.1068378175503,-1.30534088536403,0.421999378175736,-0.904100271643723,0,0.216827825236599,1.61969000343298,0,-0.0675519647588638,0.281410478588045,-0.0285011175497942,0,0,0,0,-1.16380521860182
XRP,-0.0707735471395385,0.87995050044351,-0.135878153565855,0,0,-0.26733934866824,-0.160634080827375,0,0,0,0,0,-0.0217706518052146,0.0864679307016246,-0.0127369067082895,0,0,0,0,-0.103233453661427
LTC,0,0.53726990905474,-0.0242244841417167,0.104209717747129,0,0,-0.219760521985247,0.116620367667888,0,0.0668122089620878,0.0454211998424576,0.0380632122699567,0,0,-0.0649003446770496,0,0,0,0,0.0759248199609414
DASH,0,0,0,-0.0500007048976181,0,0,0.0578516041984823,0.111205015498194,0,0.202090157576962,0,0.131670387171347,0.00902663133419272,0.0522902307623559,-0.0276225834126609,0,0,0,0,0
NEO,-0.675012612100526,0,0,-0.222376468339186,-0.640091932015202,0,0,0,0,0.398398009775389,0,0.289037668097937,0.326059596506185,0.28136613383939,0.0840053842121061,0,0,0,0,0.185322998264586
XEM,0,0,0.0612852099677688,0,0.600701634892963,-0.159683221844907,0.190061576075834,0,0,-0.158531935112971,0.296404698108279,0.131293560869279,0.165935874169254,-0.0439831687457649,0.11809572086644,0,0,0,0,-0.442593527983229
XMR,0.292250162570414,0.65022349879813,-0.0398499885182851,-0.0474073088228443,-0.189727186986613,0.313862079459246,-0.0674206205341052,1.73472347597681e-18,0,0.0226191642201891,0,0.0981199206126324,0,-2.16840434497101e-19,-0.0015707865343662,0,0,0,0,-0.101545876056765
ETC,0,0,0.166824533368163,0,0,0,0,0.217649381022345,0,0,0.0411532340346507,0,0.133857240135921,0.0492959386820872,0,0,0,0,0,0
MIOTA,-0.108166112064528,0,0.198457794829054,0,0,0.555415551837284,0.156333822662771,0.524149506821618,0,0.159503663667052,0,0,0,0,0.028015254882976,0,-0.602803105444081,0,0,0.438754542289939
ZEC,0,0,0,0,0,0,0.114310797918211,0.0592539724833118,0,0,0.317049011126742,0,0,0,-0.0668608545474379,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0.559043480756151,0.246042682539223,0.348526335861655,0.0857748609630277,0.37280106606188,0,-0.507511031596064,-0.0889965959968954,0,0,0,0,0
EOS,0,0,0.111522818024957,0.311806470905391,0,0,0,0,0,0.318724962823068,0.170048605310406,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0,0.827291877882547,0,-0.138671109912833,0,0,0,0,0,0,0
BV010082.Index,0.0153990466527903,0,0.0175992672068528,0,0,0,-0.0284140384833088,0,-0.0316038999838237,0.00275235299054119,0,0.0868168012082453,-0.0339754468076225,0,0.00037261882495715,0,-0.119397300178295,0,0,8.67361737988404e-19
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0.0690717714806933,0,0.0198576985087025,0,0,0,0,0
DXY.Curncy,-0.0290932896010293,0,0.0159307921299219,0,0,0,0,0.00899636367539979,0,-0.00753122445880425,0,0,0,-0.00265203673270194,0.000145045803707402,0,0,0,0,-0.00881222089958884
SPX.Index,0,0,0,0,0,0,0,0,0,-0.00284946649873487,0,0,-3.3881317890172e-21,-0.000441844789571585,0,0,0,0,0,-0.0357633211241699
VIX.Index,0,-0.435345234442427,-0.371610619456934,-0.0505899023009698,0,-0.213187633058548,0,-0.0504841174840396,-0.858761881669712,-0.0512598938422605,1.1450559078832,0,0,0.270242829622079,-0.019204334324661,0,0,0,0,0
