,BTC,ETH,XRP,BCH,MIOTA,LTC,NEO,XEM,DASH,ETC,XMR,EOS,ZEC,BAT,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.386312857283362,0,0.0722794979618717,0.241674733992414,1.51791174481484,0.0606785504401243,0,-0.293714854326609,0,-0.0621003483104614,0.229566559077732,-0.380636170653382,0,0,-1.3914137302125,0,0,0,0.0890021855133476
ETH,0,0,0.804212970575097,0.0225931635217613,0,0,0,0,0.299418066944211,0,0,0,0.148894398183267,0.0644818856831739,0,0,0,0,0,0.0595054414081234
XRP,0.0419549782492874,0.349973196860648,0,0,0,0.123832010438718,-0.0980020419017451,0,0,0.138793062808325,-0.0758236090025783,0.148774432890124,0,0.123092201462254,0,0,0,0,0,-0.106904372276021
BCH,0.707529390215125,0.380489421758189,0,0,0,-2.06395116865644,0,0.801509410820675,0,0,0,0,0.537784697691655,-0.463910174287083,0,0,0,0,0,0
MIOTA,0,0.263556002258148,0,0.118154573563879,0,0,0.0842612539750061,-0.16074156566553,0,0,0.824699607050338,0.208610371118035,0,0.0686058184511089,-0.727715964845594,0,0,0,0,-1.38777878078145e-17
LTC,0.164864999004586,0.0269130658062877,0,-0.0500768863794505,0,0,0,-0.0339295256312856,0,0.389670760835901,0,0.0459433679390922,0.242644612484735,-0.0575179543073434,0.0206759001776783,0,0,0,0,0.0558952684054188
NEO,0.539515862019873,0.648366518266998,-2.06290435151261,0.143961156464973,0.534645943654274,0,0,0,0.753368868099255,0,-1.21621199573768,0.669694398679751,-0.292811185313928,1.01023176222705,0,0,0,0,0,-1.0027861391967
XEM,-0.175254404088536,0,0,0.18620055930232,-0.302277809902043,0,-1.38777878078145e-17,0,1.22065075951475,0,0.00190242308978271,0.569168976410745,-0.425859018107178,0.143883775338744,0,0,0,0,0,-0.0519672690098537
DASH,0,0.156734366618236,0,0.00158993502255,0.149876534431731,0.252663683826949,0.0016973747231545,0.143330313998302,0,0.0766434915977266,0.0429227080975453,0.100303159638221,0,0,0,0,0,0,0,0.0491605433945818
ETC,0,0.130033287008243,0.155576547957959,0.0119815838960512,0,0,-0.00373146169368557,0,0,0,0,0.102420512728993,0.136504385199956,0.0453170881642925,0,0,0,0,0,0
XMR,0,0.185666350968122,0,0.0367429653070792,0.277839242456882,0,-1.73472347597681e-18,0.186403121558528,0,-0.296871605333342,0,0,0.143745350074584,0,0.268200196854164,0,0,0,0,0.0139098447036151
EOS,-0.115361373431697,-0.789606301120019,0.50007608638298,-0.00845323735506681,0,0,0.0788395180443502,0.0613670541873345,0.153254480359461,0,0.155493366898641,0,0.337787099098194,0,0.634490225668749,0,0,0,0,0.101169672698867
ZEC,0,0.376405946590364,0,0,0,0,-0.106883211624821,0.10736184247538,0,0,0.373357190506031,0,0,0.115873337421791,0.0936569703750879,0,0,0,0,-0.0454354070033107
BAT,0,0,0,-0.139356546567233,0,0,0.442488795795167,0.333461956906319,0,0,0.22833360905092,-0.273376570023431,0.646408809810485,0,0,0,0,0,0,0.558697908639342
DOGE,0.0919016888722835,0,-0.0652291134685165,-0.0168607530410954,-0.160114779078571,0,0.0116522463859056,0,0,0.619909187229112,0.273471903805798,0.32147571598644,3.46944695195361e-18,0,0,0,0,0,0,0.0594842730738181
BV010082.Index,-0.0542928747039637,-0.0668303678832532,0,0.0118882258954498,-0.0374367429137488,0.0327364111575133,0,-0.0178065937740966,0,0,0.130304097938564,-0.10799426955166,8.67361737988404e-19,0.0220627487594933,0.0546577393555733,0,-0.311934771202567,0,0,0.0126817339837588
CVIX.Index,0,0,0,0.000268901642180754,0.0356875644832172,0,-0.0283204299324996,0.021134097108016,0,0,0,0,-0.170521180845169,0.0809176885362515,0,0,0,0,0,0.0133019046797305
DXY.Curncy,0.0209750392355036,-0.0393376905041476,0,-0.000157729909721609,-0.0203039846028877,0,0.00641173586490499,0.00915008096006604,0,0,0.030761242915065,-0.0240108379028487,0,0,0,0.118470275825911,-0.029995904943811,0,0,0.00631966355306108
SPX.Index,0.00528226249739125,0,0,0.000635310630376669,-0.00200957042419184,0,0.00138861387185525,0,-0.00310012719717596,0,0,0,0,0,0,0,0,0,0,-0.0386421834539608
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
