,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0186311738444381,0.00117953250671401,0.0698375225539698,0.325186188184687,0,0.111486637230938,0,0.182899941868445,8.67361737988404e-19,-0.261525639905718,0.0944826003953893,0,0,0,0,0,0,0.0501905047032382
ETH,0,0,0.0164818488969572,0,-0.169266267486851,0.118627867001465,0.202094908656304,-0.0301390192357302,-0.0204996607998949,0.714779757316738,-0.0401001413656318,0,0,0,0,0,0,0,0,0.0399739704205134
BCH,0,0,0,0.988408173426825,0,-0.0807251440319367,1.14238160739608,0.293803675938072,-0.23521463801066,0,0,0.625978352762613,-0.20392448232697,0.152737913849423,-1.61372335252424,0,0,0,0,0
XRP,0,0.150364693427587,0.0211974285221383,0,0.570647941692585,-0.0194739506744966,0,-0.254765436697081,8.67361737988404e-19,0,0.453177572944442,0,-0.254554634819869,0.0334086859159169,0.102937992491847,0,0,0,0,-0.144585726657664
LTC,0,0.25288469553608,-0.0088178301469683,0,0,0,0,-0.0131256215993942,-0.0481613500639508,0,0,0.0615787969374119,0,0.0912376598286189,0.231720928402632,0,0,0,0,0
MIOTA,0.55520202539323,0,-0.155725579754123,-0.227501458696077,0,0,0,0.452530081273584,-0.126978220910759,-1.33811957195419,0.298806407609163,0,1.09148133045049,0.173053116727586,-0.115287784420992,0,0.595822346432406,0,0,0.0276944601481908
XEM,-0.213367762083197,0,0.0443762232110538,0,0,0,0,0.381472141505942,0.182712791274834,0,-0.0954535799309571,0,0.166225278644032,-0.0666225562199615,0.255232080724264,0,0,0,0,0.161621205717027
DASH,0,0,0.0610184519917693,0,0,0.185935360394371,0,0,0,0,0,0.184251655236825,6.93889390390723e-18,-0.0652316233865161,0,0,0,0,0,-0.0520743151934013
NEO,0,0,-0.26067172631356,0,0,0,0,0,0,0,-0.0739443107697998,0,0,0,-0.74130151251543,0,0,0,0,-0.0234899112109303
ETC,0,0.250162908946453,0,0.069452291673896,0.330406723094088,-0.0270008823960784,-0.0123971920504032,0.107424284355873,0.00497309907016114,0,0,0,0.0455844862370825,0.0104884584226747,0,0,0,0,0,-0.0272398082662038
XMR,0,0,0,0.370054496921546,0,0.101824744734136,0,0,-0.0108284880637607,0,0,0,0,-0.0395280162965531,0.162295813564163,0,0,0,0,0.0378527179165015
ZEC,0,0.407671448491469,-0.0101244594494924,-0.133615443303316,0.195754403335729,0.0452838860243929,0.108235932629536,0.075316092498153,-0.00689786837707354,0,0,0,0.0319193824888109,-0.0264536289212817,0.111541249816195,0,-0.797286379835662,0,0,0
EOS,0,0,-0.0174615692740291,0,0,0.0224099593096767,0,0,0.128985062010438,0,0.0123171070893373,0.313430157760409,0,0.0517825902904821,0.31788661047604,0,0,0,0,-0.012307043811694
BNB,0,0,0,0,0.57942090014087,0.125648603165687,0,-0.313698577166318,0.345621902747796,0,0,0,0,0,0,0,0,0,0,0.393595393033766
XLM,0,0.537698520957281,-0.0393987389097906,0.517753256805017,0,-0.127250448016878,0.177724846110551,0.0760572692497311,-0.0523329835689799,0,0.00802814099860786,0,0,0,0,0,0,0,0,-0.011288829385408
BV010082.Index,0,-0.020644727208357,-0.0127718396168942,0,0.0474616217564868,0,0.0570740815376083,0.00426951193605795,-0.0130101060099479,0,0.0347784262169607,0,0.0247558509716894,0,-0.0622128285758673,0,-0.252978124132073,0,0,-0.0177051963793529
CVIX.Index,0,0,0,0,0,0.0302005861461424,0,0.0503416508699283,0.00798742588400478,0,0.0329809103329007,-0.147112496866911,0,0,0,0,0,0,0,0.0507425054337844
DXY.Curncy,0,0,-0.00245930585209139,-0.00107983491750343,0.0466015790509013,0,0,0,0.00355046789035354,0,0,0,0,0,0,0,0,0,0,0.000427378909850145
SPX.Index,0,0.0103127655521089,0.00139749682656614,0,0,0,0,-0.0168660995042317,0,0,-0.00781538806377333,0,0.00386502641015435,0.000280033621483834,0,0,0,0,0,-0.0481320720719522
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133797600183988,0,0,0,0,0,0
