,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.37154598240016,0.328993527050346,0,0.0526973544510907,0,0,0,0,0.0469308807504452,-0.232304675933767,0.0279967634329983,0,0,0,0,0
ETH,0.0538165937810839,0,0,0,0.104272394082581,0,0.367809339677914,0.0980805347619776,0,0,0,0,0.282286666510547,0,0.0624754720044249,0,0,0,0,0
XRP,0,0.44609589866996,0,-0.0542627180588289,0.283929895376919,0.0172429930789237,0.0201037678725092,0.0698777621654508,0,0,-0.0522682912380352,0,-2.16840434497101e-19,0,0.0170945594815487,0,0,0,0,0
LTC,0,0,0,0,0,0,0.195680257703826,0,0,0.0874482335038333,0,0,0.189975616974264,0,0,0,0,0,0,0
XEM,0.288917145524132,0,0.384810182789239,-0.128818580250148,0,0.499012323795737,0,0,0.26160907478697,0,0,0,-0.193191406213715,0.178870804936356,-0.0721689160490356,0,0,0,0,0
DASH,0.239733410041914,0.0701604753491227,0,0.285349587988124,1.73472347597681e-18,0,0.103607551322249,0,0.226397593587479,0.040674472220296,0.0975005786296692,-0.137913307577511,0,-0.0258919475880917,0.0915563256294787,0,0,0,0,0
ETC,0,0.263739195357156,0,0.254753410123037,0,0.0659343884275557,0,0,0.0594970861302983,0.10694745241098,0,0,0,0,0.00370252742517777,0,0,0,0,0
MIOTA,0.574837448224106,-0.186273475898256,0,0.0994037835697743,0,0,0,0,0,0,0,1.51706468821281,-0.357191627483942,0,0.117536869900213,0,0,0,0,0
XMR,0.0474231538132898,0,0,0,0.0373309683653779,0.469071074270059,-8.67361737988404e-19,0.0169280838241518,0,0,0,0,0.202191742404594,0.151758051510646,0,0,0,0,0,0
EOS,-0.405777601917789,0,-0.256123620027523,0,0.159235173783005,0.123122436757172,0.374491505726637,0.203185521414075,0,0,0.314582773714867,0,0.351202280188461,0.0452039551056265,0.0711671661777385,0,0,0,0,1.08809561353946
NEO,0,1.38777878078145e-17,0,0.761716708334128,0.12103898952383,0,0,0.0442740408227675,0,0,0,0.337337110130813,3.46944695195361e-18,0.184172179689671,0,0,0,0,0,0
ZEC,-0.293194664189244,0,0,0,0,0,0.145540131084883,0.223655821607608,0,0.0947428388685004,0.319297917761085,0,0,0,0.0832404480047571,0,0,0,0,0
DOGE,0.238128870186779,0,0.316347766317803,0.128656291299846,0,0,0,-0.0459734018507567,0.384882153330144,0,0,0.0377465675785691,0,0.151915194628679,0,0,0,0,0,0
XLM,-0.206066441501254,0,0,0,0.179609673583023,0,0.203317453421957,-0.070764974517767,0.282863266208654,0.248581274202958,0,0,0,0,0.387661588187206,0,0,0,0,-0.754567958327654
DGB,0.149920731612026,0,0,0,0,0,0,0,0.183136611219029,0.0185012561460348,0,0.335239956909142,0.135677564542474,0.53313081777983,0,0,0,0,0,0
BV010082.Index,0,0.153749765801141,-0.0543174145709108,0,0,0,-0.0672074762455174,-0.0505606775638962,0.139895943498101,-0.0300764161485827,-0.0522398737887283,0.150644463400402,-0.143517143425845,0,0,0,0.0317197832587346,0,0,0
CVIX.Index,-0.0692021269165524,0,-6.93889390390723e-18,-0.107112745598012,-0.061395818023265,0.201103851195091,0,-0.0113363094203185,-0.0242284821325542,0.101930084538307,0,0.0756466493031376,-1.73472347597681e-18,0,-0.0957019305564806,0,0,0,0,0
DXY.Curncy,0.00731883116156684,0.0112464971037543,0,0.0166810078992948,-0.0031510330307989,0.0210480858160913,0.0087463441395203,0.00771660310654454,0,-0.0190920099076044,-0.0203527116101555,0,0,-0.0108998428642169,0.00151478628581971,0,-0.0320369316466078,0,0,0
SPX.Index,0.0226655108499005,0,0,0,-0.00912719601645681,0.00194058211156927,-0.00152280283589622,0.000245274648515041,0,-0.00293669243514422,-0.00201938260031062,0,0.00297684316024753,0,0,0,0,0,0,-0.0455701136714911
VIX.Index,0,0,0,-0.168042930507423,0,0,0,0.047709451290096,0,0.267534588319436,0,0,0,-0.298689853086307,0.033755389849981,0,0,0,0,0
