,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.185568542394095,0.167823735078275,0,0.0775715089776983,-0.0218726812816169,0.0828515063966962,0.1309554890863,0,0,0.0937484373298892,-0.0333215940854274,0,0,0,0,0,0
ETH,0,0,0,0.254765665354808,0,0.186429884008182,0,0.140208354483038,0,0,0,0,0,-0.0596524689163694,0.144255191102523,0,0,0,0,0
XRP,0,0,0,0,0,0,0.000902608847641543,0.146480334241057,-0.0702159394331995,0.0875980972718503,0,0,0,0.335641780108991,0.438387546023235,0,0,0,0,0.0458998269582696
BCH,0,0.196049654152928,0,0,0.0255371816697396,0.143200436379319,0.0195426580272761,0,0,0.0325268481583919,0.211951369454178,0,0.117410779865995,0,0.287248442796067,0,0,0,0,0
ADA,0,0,0.201125861185191,0,0,0.622402816149534,0.10061429385404,0,0.112645207613562,0,0,0,0.075000634981544,0,0,0,0,0,0,0
LTC,0,5.20176023336662e-06,0,0.507201925412331,0.209748343397347,0,-0.104684480053366,-0.00148572042507296,0.0148283125838598,0.10188469171351,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.217767672730828,0.25588002487783,0,0,0.0702209222671376,0,0,0,0,0,0,0.267750623724752,0,0,0,0,-0.0848279938767271
XLM,0,0,0.0329690152441694,0,0.364084202875814,0,0,0,0,0,0,0,0,0.268855497969735,0.299149830626337,0,0,0,0,0
EOS,0,0,0,0,0.122340001332416,-0.0234375755536009,-0.405118082310536,0.697815429578893,0,0.190223612459969,-0.15130109270087,0,0.423560312739819,0,0,0,0.607099015353691,0,0,-0.17062613774609
XEM,0.724309324797831,-0.481675555778998,0,0,0.118608685246285,0.190859743562195,0,0.166528418195996,0.184113925511469,0,0.028619612827206,0,0.241771735380169,0,0,0,0,0,0,0.102806493806053
MIOTA,0,0,0.0992391050527294,0.627131561841561,0,0,0,0,0,0.20062547380629,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0175082250068359,0.44229809546442,0.319882055581409,0,-0.0902441210270505,0.0172997251101616,6.93889390390723e-18,-0.0617894755392843,0.109893698665238,0,0,0.112181902150021,0,0,0,0,0,0
XMR,0,0,0,0.124939027533017,0.0779165122227449,0,0,0,0,0.0208137037385153,0.21386251232754,0,0,0,0.305664339224934,0,0,0,0,0
TRX,0,0,0.11378328363828,0,0,0,-0.224481988755274,0.486785726371145,0.179815564236915,0.355413009382613,0,0,0,0,0,0,0,0,0,0
ETC,0,0.260847749802953,0.11674637572358,0.405690900934523,0,0,0.183427246727307,0.0195347717827276,0,3.46944695195361e-18,0,0,0,0.1269476828587,0,0,0,0,0,-0.0170341586924436
BV010082.Index,0,0,0.0340206140595024,0.0398398922308654,-0.106189350475197,0,-0.00738892072820203,-0.0575693439258493,0.00674723800674107,0.0651917128398864,-0.0230743293509314,0.0968472950626065,-0.0514921019625512,0,0,0,0,0,0,-0.0146067020389356
CVIX.Index,0,0,0.011757191491284,0,0,0,0,0,0.022104157692304,0.0746834134096489,0,0,0,-0.082796630924525,0,0,0,0,0,0.0626944481975545
DXY.Curncy,0,0.0261692709944431,-0.0182851371574701,0,-0.0177878716124103,0.0598690386383921,0.00479557765551064,0,0.00734044381558377,-0.0205717747752024,0.0171634616883124,-0.053737369888236,0,-5.72430001994511e-05,0,0,0,0,0,0.00895687460188564
SPX.Index,0,0,0.0182881162330492,0,0.0220494747659441,-0.0488538005269143,0.00449359780540602,1.35525271560688e-20,0,0.0164917233064029,-5.42101086242752e-20,0,0,6.6321891872684e-06,-0.0102592146800408,0,0.049745501622583,0,0,-0.0667200593446753
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
