,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,BNB,EOS,TAGZ5,XTZ,XLM,LINK,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0269299787616822,0,0.0978082993399513,0,0.118652910300872,0,0.0101569686799487,0.0378625283702707,0,0.071460133863361,0.275922088095864,0,0,0,0,0,0
INNBCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0.00413010278519971,0,0,0,0.15658883031541,0,0.155471816818576,0.228898911460753,0.0204791053946289,0.148614734296457,0,0.245725117825215,0,0,0,0,0,0,0
XRP,0,-0.00128843137694494,0.0293618120451046,0,0,0,0,0.0224903975818587,0.194703334435683,-0.0118344370700918,0,-0.00105773785355669,0.110101983819808,0.13023911528288,0.149265899463354,0,0,0,0,0
BCH,0,0,0.00470153912283224,0,0,0.471119113263829,0.0100623856715641,0,0,0.037593072904324,0.108484752099568,0,0.0832594909357208,0.107353021306299,0,0,0,0,0,0
BSV,0,-0.00864985942527812,0.205304651196257,0,0.395192905865306,0,0.102706120962782,0.344983970891772,0.0297049832653457,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
LTC,0,0.00148923346880346,0,0,0,0.160200508466563,0,0.0560355475741604,0.443222873302143,0,0.0548828939040626,0.100571324286292,0,0.0662231733535965,0,0,0,0,0,-1.0842021724855e-19
BNB,0.242083714846085,0.00716001491258743,0.239519493775772,0,0,0.38740593040466,0,0,0,-0.098405905849014,0,0,0,0.0786393998666152,0,0,0,0,0,0
EOS,0,-0.00350810431822544,0.255064649911319,0.165017214297807,0,0,0.151173280735592,0,0,0.0194811938923284,0,0.0410709926873597,0,0.0570955700492684,0.263885622487544,0,0,0,0,0.062763615075712
TAGZ5,0,0.0180555334408184,0.585317991411945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XTZ,0,0,0.351542868910247,0,0,0.172910314776559,0.198823505146989,0,0,0,0,0.133478669290755,0.301685789046986,0,5.55111512312578e-17,0,0.135351367211034,0,0,0
XLM,0,0.00173117454326931,0,0.315741512670636,0,0,0,0.110756596095076,0.0779433488047216,0,0.114465296071149,0,0,0.227185865675388,0,0,0,0,0,0
LINK,0,-0.0187628563027308,0.474572877446333,0,0,0.14187929631667,0,0,0,-0.0227442958886306,0.308566842479561,0,0,3.46944695195361e-18,-0.160959690331336,0,0,0,0,0.122393220493956
ADA,0,-0.000869568001993289,0.179016708191388,0.224580230433272,0,0,0,0.0847517656051446,0,-0.00217628845773166,0.142831040341377,0.142338061695021,0,0,0.327323822416665,0,0.167791487803931,0,0,0
XMR,0,-0.00178335888011229,0,0,0,0,0.108332906719427,0,0.444305713666698,0,0.0815740669694345,0.00309082146625503,0,0.187806355151176,0,0,0,0,0,0.0231674051990185
BV010082.Index,0,-0.00180806346404204,0,0,-0.00945159980361924,0,0,0.112538929540364,-0.208389709777768,0.0122875323659523,-0.0444945719545665,0.0484452788676008,0,0,0,0,0,0,0,-0.0423330525378699
CVIX.Index,-0.0672629242998403,-0.0103063411715959,0.334531378336382,-0.386686254237254,0,-0.347426052378946,0,-0.112734002555081,0,-0.0577562254588622,0.0832454556327008,0,0.0324910532361612,0,0.60280924849311,0,0,0,-0.898957754327219,-0.171558847032343
DXY.Curncy,-0.0214449013272098,-0.000263956903518082,0,0,0,0.023935878406781,0,0,0,-0.00119263287737791,0,0.0108669718105914,-0.0121670029047288,0,0,0,0.0270289829379112,0,-0.0548263612098386,0.0130025580367936
SPX.Index,0,-0.00321950722949148,0,-0.185887612509434,0,-0.00371260626116077,0,-0.171060937116916,0,-0.0294851081876678,0.0053725984273518,0,0.0550609804209172,0.0984338274844015,0.176727391610803,0,-0.410533984950539,0,0,-0.161303299488536
VIX.Index,0,0,0,-0.570476411910845,-0.12723529711837,0,0.471472382989898,0,0,-0.020364765656969,-0.78392532974961,0,0.551841912713765,-0.00678314637765921,0.676127244133122,0,0.158396039011567,0,-1.96749953596158,0
