,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.284157634329307,0,0,0,0,0,0.0664149457989542,0,0,0.0537345372430278,0.153663440357019,0.0349600547257802,0,0,0,0,-0.0690149027509712
ETH,0,0,0,0.220940547799042,-8.67361737988404e-19,0,0,0,0,0.0652272162923727,0.357589147443416,0,0,0.116938272117503,0.0657987705569978,0,0,0,0,-0.0378763402394563
XRP,0,0,0,0,0.0355960695802922,0.145676659692863,0,0,0.0123700386213845,0.0502264792658411,0.328011107929952,0,0,0,0,0,0,0,0,-0.107927161964406
BCH,0,0,0,0,0,0.0939013887144341,0,0.0610193954695273,0.0429606465314742,0.109598832678214,0.296205223502829,0.151448949984869,0,0.111315761894836,0,0,0,0,0,-0.055163713651383
EOS,0,0.20092610570123,0,0,0,0.651611614371646,0,0.287739602617784,0,0.119148977566326,0,0,0,0.0308602353381752,0.031712877130993,0,0,0,0,0
LTC,0,-0.320604213668705,0.119813982372589,0.518066010647373,0.229636471098084,0,0.0272493637823532,0.069673995779096,0,0,0,0,0,0.185305510597653,0,0,0,0,0,0
XLM,0,0,0,0,0,0.225705499807954,0,0,0.233096763732125,0,0.073375709850768,0,0,0,0.246781253792119,0,0,0,0,0
ADA,0,0,0,0.456404808422966,0.0491664205122716,0.0526862383598248,0,0,0,0.058202623822204,0,0,0,-0.057828038195287,0.412957050490676,0,0,0,0,-0.0147174902319444
MIOTA,0,0,0,0.241946831741256,0.224607997776758,0,0,0,0,0.398183723499136,0,0,0,0.153058905270201,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0.526042652072633,0,0.246331605225335,0,0.398838360457961,-0.166003507119125,0.192331750051496,0,0,0,0,0.102834108999612
TRX,0,0.0408021069420974,0.36310583306356,0,0.0158798504479857,0,0,0,0.119890706276004,0.101477144861634,0,0.0132313979371944,0.0549020437838343,0,0,0,0,0,0,-0.191321387315472
XMR,0,0,0,0,0,1.08247790393591,0,-6.93889390390723e-18,0.0380584481606183,0,-0.0278181489824732,0,0,-0.186835720413022,0.134851713162647,0,0,0,0,0.0789854631826592
DASH,0,0,0,0,0,-0.126046284292803,0.158682789507963,0,0,0.319783375497904,0.0701358545789196,0.276859240606221,0,0.117428185106804,0,0,-0.475177243773266,0,0,0.0866915809315383
ETC,0.932983401416957,0,0.42479756610907,0,0.0266717268344526,0,0,0,0.0792997234443243,-0.387113124722498,0.19022965418385,0,0,0,0.127686616581963,0,0,0,0,0
XEM,0,0,0,-0.160429975010316,0,0,0.732040420244391,0.906037737463408,0,-0.075798544401416,-0.101931038409838,0,0,0.0177623583922501,0,0,0,0,0,0.20110465140355
BV010082.Index,0,0,0,0,-0.0347495853660005,0,0.0459523651365928,0,-0.0526345319553306,0.0584406675845608,0.0226861444059728,0.0559708220723944,-0.0323638284102759,0.0535239324932832,-0.039336026436455,0,-0.202480942478574,0,0,0
CVIX.Index,0,0,-0.615355012180583,0,-0.063550484343744,0.342409310417101,0.0009701597910022,0,-0.0711243046777944,0.208822249885629,0.324590535479081,0,-0.236840446838771,0,-0.0177988108509165,-1.96044850128446,0,0.868585515885926,0,0.00406639331161692
DXY.Curncy,0,-0.0275851444952162,0,0,0.017178157570395,0.0536811687211114,0.0196469304958042,-0.140188644568705,-0.0172695972143504,0,0.0255049606456741,0.0318683531277862,-0.0116173007031587,0,0.0550453391545027,0,0.113039880666937,0,0,-0.00923766572412585
SPX.Index,0,0,0,0,-0.00930353671334882,0,0.00613385203914086,0,-0.039314459621334,0,0,0,0.0239032204941772,-6.7762635780344e-21,0.0111330965634245,0,0,0,0,-0.067015854553673
VIX.Index,0,-0.576500613703581,-0.996909414892363,-0.245304030879368,-0.298874401957861,0,-0.466352310618831,0,0,0.141009892352094,0,0.291254286252659,0,0,0.7311608818976,0,1.11762640795603,0,0,0
