,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.086322907258303,0.0135231184279317,-0.094946657573243,0,0,0,0,0,0,0,0,0,0,0,0.0268003961379711
ETH,0,0,-0.0355603536620158,0,0.0757014258346372,0.0159528036161055,0.472835617925831,0,0,0.203691784844586,0.00029334076333617,0,0,0.0247122386480293,0,0,0,0.199578338027045
XRP,0,0,0,0,-0.0817447509207975,0,0,0,0,0.386637405687561,-0.125262461439306,-0.0530607042113596,-0.363735087955136,0,0,0,0,0
LTC,0.562399588447367,0,0,0,0.0530668776113033,0.0934342468693918,-0.00122788029188203,0,0,-0.151717087519264,0.00030111147455373,0,0.00995012644401545,0,0.0666531063522554,0,0,0
ETC,0,0,0.15208698473036,0,0,-0.173145908856565,0.183532246675976,0.196120930435507,0,0,0,-0.0174830346367013,0.307357515382793,0,0,0,0,-0.0735054511391385
DASH,0,0,0,0,0,0,0.367690949991295,0,0,-0.352013783428159,-0.0579373097998078,-0.11765057159035,0.0370323240993411,0,0,0,0,0
XMR,-1.73472347597681e-18,0.780073447729683,0.159574120012575,-0.226817576401689,0,0,0,0,0,-3.46944695195361e-18,0.0161519105786142,-0.0500478741499979,-0.142851006579827,0,0,0,0,-0.293670632393251
XEM,0,0,0.419377098899728,0,0.145282509364824,0,0.191773756923158,0,0,0,0.0645720240105005,-0.018612280697403,0,0,0,0,0,0
DOGE,0,0,0.0474367592148817,0,0,0,-0.111863794307318,0.0486958397945664,0,0,0,-0.0128271547069769,-0.0188253208628868,0,-0.0403104953119546,0,0,0
XLM,0,0.179575294337255,0.51407954435268,-0.244354286624416,0.209594145187133,2.16840434497101e-19,0,-0.295348203310805,0,0,0.0123273613929831,0,0.213019343692232,0,0.50469374470813,0,0,-0.0221925588859774
NEO,0,0,0,0,0,-1.50653877110237,0,0,0,-0.403531589567811,0,0.226435707755714,0,0,0,0,0,1.08988117095433
ZEC,0,0,0,0,0,-4.79290301734629,0,-0.671809554011958,0,-0.469706833498423,-0.207786507653078,0,-0.951874100094906,0,0,0,0,-2.07380306611741
DGB,0,-0.623263131574041,-0.246303985697826,0,-0.247226089978984,0.440330916906709,0.0365227711637143,0,0,0.273111684651362,0,-0.0714651917193459,0,0,0,0,0,-0.228030539715113
BV010082.Index,0.0814016230216038,0.0662998537896105,-0.0705789443990065,0.175487795083075,0.0125740296548962,0.0900527072334544,0,0,-0.279353700274841,-0.0195102832787454,0.0170693427993387,0.00416779063087067,1.28349565296114e-05,0,0.0891107040488731,0,0,-0.191448034487421
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0.0114382394818563,0,0,0,0,0,0,0
DXY.Curncy,0,0.0262359954919033,-0.00707722480773148,0,0.00163212287830407,-0.00537299650885853,0,0.00376435498759214,0,-0.00322282847044287,0,0.000697812305916489,0.00229813940021593,0.162541108937419,-0.0303293661801154,0,0,-0.0296223328940335
SPX.Index,-0.0255532070583935,0,8.67361737988404e-19,0,0,0.00306358620091495,-0.0302778838923816,0.0172041755310787,0,0.00466953705178289,0.00573057292757695,-0.00135623948196992,0,0,-0.0203129795197892,0,0,-0.0526080179532219
VIX.Index,0,0.441611878793664,-0.103045980222274,0,0,0.209838976765806,-0.523670707668501,0.290985275394932,-0.251263495390863,-0.2731847540225,0.0191236773846665,-0.0151440010872354,-0.0750068030182835,-2.7459492556836,0.516864800229759,0,-2.70959974905295,0
