,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.045901687676468,0,0.162726372007605,0,0.0941486370695589,0.364766169877799,0.153296557893669,0,-0.0606941451655088,-0.124691790399115,0,0.0744492147620641,0,0.079534253237957,0,0,0
ETH,0,0,0,0,0,0.103473061660325,0.273749720231785,0.0699749647817616,0,-0.0509583632399721,-0.333315627054748,0,0,0,-0.116439113062546,0,0,-0.0429950127151975
XRP,0,0.105286797330906,0,0,0,-0.153748312291758,0,0.00451619620142903,0.488743445718449,0,0.09061980816922,-0.201758035753598,-0.0272328279237183,0,0,0,0,0.236237541257552
LTC,0.265721533738125,0,0,0,0.127669481974801,0,0.153882425693219,0.0173190310987908,0.0508488425139954,0,0,0,0.0466065498811087,0,0,0,0,0.0237096004977463
XMR,-0.409392699382046,0.808615490037042,-3.46944695195361e-18,1.089967017032,0,-0.0583021237081688,0.189432403373795,-0.161861453569803,-0.201534111877659,-0.632514142572472,0,-0.136950361073686,0,-0.298616708980659,0.00109458752482945,0,0,0
DASH,0,0,0,0,0.780508800789158,0,0,0.0959428211700746,0,0,0,0,0,0,0,0,0,0
ETC,1.08349734753426,0.299415291784114,0,0,1.73472347597681e-18,0.102146160809927,0,-0.12369036456291,0.0562877658993467,0.0670316048842811,0.185519403750061,0,0,0,0,0,0,-0.0655787718780788
XEM,1.15419606669078,0.408036502759734,0,0,-0.107866166791898,0,-0.822540530253105,0,-0.336640856030752,0,1.6137314661367,0.359212448708272,-0.0683656569963557,0,0,0,0,0
DOGE,0,-0.0819551890522938,0.513573480447359,0,0,0,0.0182728311064898,0.0156015112370009,0,0.28069722744116,0,-0.229884491720659,0.193987443430151,0,0,0,0,0
ZEC,0,0,0,0,0,0,0.156383902156081,0.0165737684335286,0,0,0,0,0,0,0,0,0,0
XLM,0,0.205989492616335,0.178797223249178,0,0,0,0.0323883681654217,0.0136355101268068,0,0,0,-0.058623554462746,0.0420596675666685,0,-0.177327084663584,0,0,-0.0782277686158816
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0.135222949405587,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.131261355836501,0,0,0.0109202276361015,-0.0259735477394272,-0.132855012331849,-0.0889706572373884,-3.46944695195361e-18,0,0.475884846426116,3.46944695195361e-18,0,0,0.232194327233233,0,0,-0.194571180234903
CVIX.Index,0,0.17753572800543,0.159246747382096,0,0,-0.0424261893304967,0.0086828789011714,-0.0256902766106207,0,-0.216135263755577,0,-0.0547129934886506,0,-0.0870345869544261,0,0,0,0.165394698355706
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,3.27789857839572e-05,0,0,0,5.29395592033938e-23,0,0,0,0,0,0,0,0.0288515007337522,-2.91561902552681e-05,0,0,0
VIX.Index,0,0,0,0,0,-0.159281752308063,0,0,0,0,0,0,0,0,0,0,0,0
