,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,TRX,XTZ,XLM,ETC,XMR,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.117128154834143,0,0.0792127976644422,0.0810520390715314,0.142247480599345,0,0,0.00158187105039165,0,0,0,0,0,0,0
ETH,0,0,0.059093457992633,0.0811086012679754,-0.0475978740797908,0.0467394686144189,0.196260505324506,0.232102458464196,0,0.219281934865714,0.0811100372057427,0,-0.0704941416632028,0.0915152220193277,0,0,0,0,0,0.00221817497465032
XRP,0,0,0,0.0549642082419615,0,0.147223212570314,0,0,0,0.314456369164714,0,0,0,0,0,0,0,0,0,0.0222209075066856
BCH,0,0,0,0,0,0.276348515848107,0,0,0,0,0.141782190823523,0,0.347062800697449,0,0,0,0,0,0,0.013609704529733
BSV,0,0,1.88584668766643,-1.14698426354201,0,0.979643154722827,0.188099303110549,1.70017724306496,0.156329524055429,-1.48186938661658,0.337428602035195,-0.735188861403929,1.04482744785318,-1.72051995082801,0.862879222700238,1.56214648793492,-5.55111512312578e-17,0,0,0
LTC,0,0,0,0.305810622292809,0,0,0,0.230708159064113,0,0.148796795400876,0,0,0.0899549287115579,0,0,0,0,0,0,0.0218521368657579
EOS,0,0.224248991834058,0,0.194380023345559,0,0,0,0,0.0235571855085346,0.255469565966172,0.0927481283225918,0,0,0,0,0,0,0,0,0
BNB,0,0.346320992296656,0,0.116251957633785,0.0514737941024885,0.0780892491159008,0,0,0,0.0544658432807558,0,0,0,0,0,0,0,0,0,0
ADA,0,0.171665887651716,0,0,-0.060523903299391,0.055004450304578,0.475347324140624,0,0,0.183943839143798,0.0142603094703411,0,0.211436074591411,0,0,0,0,0,0,0
TRX,0,0.719085670048644,0,3.46944695195361e-18,0,0.0439436779562079,0,0,0.234273726835481,0,0,0,1.73472347597681e-18,0,0.0513485427159963,0,0,0,0,0
XTZ,0,1.00589732273194,-0.461354789564157,0,-0.00376851052332287,0.442560143836932,0,-0.434733734735603,0,0,0,0,-0.0928500360570347,0,0.0375391160153182,0,0,0,0,0.0522242485127014
XLM,0,0,0.728525724044353,0.159170570459024,-0.28667265800813,-0.0180069345458326,-0.24191633909818,0.211197621392086,0,-0.0750280030648763,-0.0384168684342925,0,0.178345621232945,0,0,0,0,0,0,-0.134795719725338
ETC,0,-0.539392803613716,-0.0506238985268148,0.682675286648704,0.200709848470504,-0.0899222275070755,0,0,0.538284392594917,0,-0.302558018272284,0,0,0.179241585381162,0.18109996411339,0,0,0,0,0.0806769613502046
XMR,0,0.324513894860973,0,0,0,0.0486217848666256,0,0.0222528757789252,0.0333578171672045,0,0,0.161943616111175,0.193971109869155,0,0,0,0,0,0,0.0331061028838251
DASH,0,0,0,0,0.545286888871087,0,0,0,0,0,0.0991881356149743,0,0,0,0,0,0,0,0,0
BV010082.Index,0.19611702469598,0.10769515344706,0,0,0.0295137882403495,-0.219178384320603,0.0265726679803563,0,0,0.0198172835677403,-4.33680868994202e-19,0.0405097757705465,0.00242416804802484,0,0.0111937807790132,0,-0.20424302806791,0,0,-0.0972992270771386
CVIX.Index,0.16931509344661,0,0.300765445340995,0,0.0169613098563738,0.0358082297381654,-0.324247083929881,-0.599831387386803,0.426961481724002,0,-0.0944607526992235,-0.117838516154457,0.0491094903180286,-0.10098905992275,0.0732203037246484,-0.448944057413058,0,0,0,0
DXY.Curncy,0,0,0,0.00243944331072759,0,-0.0056147991920474,0,0,0,0.00101755471751296,0,0,0.0033219073151942,0,0,0,-0.0264333634102018,0,0,-0.00484310187593517
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079090116893944
VIX.Index,0,0,0.267605746007257,0,0.09861846415183,-0.412094806967599,0,0,0,0.0717030649527944,-0.0221747940373171,0,0.0422647460722974,0,0,-3.69141130347278,0,0,0,0
