,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.135988617653463,0,0,-0.0206127022598157,0.161737692577781,0,0,0.030894035081589,0.0146954182376388,0.048363988067718,0,0,0.223545599611321,0,0,0.348414878459767,0,0,0
ETH,0,0,0.314301738275895,0,0,0.2409142910427,0.0323440306218502,0,0.00596188385660598,0,0,0.249141313886121,0,0,0,0,0,0,0,-0.0909015884104857
XRP,0,0.0990680784690356,0,-0.00585324356934404,0,0.305254412989251,0.07964263898576,0.112966840341207,0.0537893378327909,0,0.053380667436799,0,0.20264948809891,0.0771619469256244,2.71050543121376e-20,0,0,0,0,-0.0414104183399801
BCH,0,-0.232728500477894,0,0,0,0,0.0697687128255667,0.124863892390903,0.260261297635406,-0.168872939110907,0,0.387239207221236,0.042458001993938,0,0.349849779784649,0,0,0,0,0
EOS,0,-6.93889390390723e-18,0,0.296572282425152,0,0,0.631429912260669,0.700544574469465,0,0.0425931614561652,0.634908535438633,-0.669872000657065,0.80686459014599,-1.42062398268722,-0.217102204898062,0,0,0,0,0
LTC,0,0,0.664189144463689,0.180177682330015,0,0,0,0,6.93889390390723e-18,0.0287294563499684,0.0120557734838768,0.0156031382381936,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0.130000480561919,0,0,0.356113038095375,0.136436129146172,0.0706048376836706,0,0,0.0183430508319022,0.190434439986226,0,0,0,0,0,0
XLM,0,0,0.299033441785634,-8.67361737988404e-19,0.0859895753077043,0,0.295642347590897,0,0.00212622407869512,0,0.223913657497822,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0.0751545552981951,-0.226499612542355,-0.192060497410627,0.355113748362184,0.667908432701333,0,0,0,0.116629521787787,0,0,0.215726277983154,0,0.506960777044073,0,0,0.285265933584842
TRX,0,0,0,8.67361737988404e-19,0.383446133678465,0,0,0,-0.0494426409932309,0,0.314839674823868,0,0,0,0.0187425136089659,0,0,0,0,0
NEO,0,0,0,0.0979467872786523,0.108815252717576,0,0.116708951911368,0.140999045984697,0.0875912354831406,0,0,0.0180784262298613,0,0,0.289816416756397,0,0,0,0,0
DASH,0,0.44417366017137,0,0.15152246581898,0,0,0.135762416549555,0,0.0103824883547162,0,0.117635015629804,0,0,0,0,0,0,0,0,0
XMR,0,-0.2077745225865,0.654438597695793,0,0.0301865196736318,0,0,0,0,0.0305946290215789,-0.104008361761298,0.363761383782148,0,0.0949376148813394,0,0,-0.0510780208960893,0,0,0
XEM,0,0.296120511134474,0,0,0,0,0.10818486389,0.0708238284910322,0.0308350117608964,0.0743642916760569,0.102029800272711,0,0,0,0.182424250626899,0,0,0,0,0
ETC,0,0.169276873013712,0,0,-0.0511034532846556,0.350536970748219,3.46944695195361e-18,0.185223030295766,0.0976890663379359,0.174326468587586,-0.0447876599313934,0.329607160169608,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.00435480256672211,0,0.0122536074042453,0,0,0,0,0,0.0137789717063137,0,0,0,0,0,0,-0.0359615095789423
CVIX.Index,0.257306046515035,0,0,0,0.065284365389572,0,-0.230366984921223,0,0.0593527644729217,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0.00827577896112437,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0.00916712516999259,-0.00696371613396467,-0.0331525282679602,-0.0318399438388965,0,0,0.00718339420120352,0.013889679663588,0,0.00160205781821005,0.0284282562976165,0,0,-0.0246107095122382,0,0,-0.136401541936251
VIX.Index,0,-0.0631491009245236,0,0.00952334200258136,-0.0277552191174563,0,-0.11690035096437,-0.251601395263871,0,0,0.192029062218942,0.13315325854489,0,0,0,0,-0.0808697018696428,0,-5.06866742032897,0
