,BTC,ETH,STO,XRP,BCH,LTC,INNBCL,BSV,EOS,BNB,XTZ,LEO,XLM,TAGZ5,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.342195903038913,0,-0.00137314366259133,0,0,0.287023812665002,0.170961489096,0,0,0,0,0,0.00297911214528499,0,0,0
ETH,0,0,0.00455241377034112,0.28331940585653,0.113508689053271,0,0.00183767672832693,0.273564547736792,0,0,0.326038916136532,0,0,0.0320103881719063,0,0,0,0,0,-0.0196004102927192
STO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0.342964525325815,0.00330262238447088,0,0.0940112954869872,0.21200522565298,-0.00345906018863938,0,0.081919280065043,0,0.0308694028926832,0,0,0,0,0,0.017448859896723,0,0,0.0201369013579931
BCH,0,0.231230396530854,0.00569070809330223,0,0,0.249555685397982,0.00122388190227885,0.345641272777237,0,0.260719314794698,-0.0330835448407989,0,0,0.0131716393022789,0,0.035659803830493,-0.0279601515076359,0,0,0
LTC,0,0.064719671265808,0.00103543497084046,0,-1.73472347597681e-18,0,-8.82829348824285e-05,0.0799031861299857,0.537457972239506,0,0,0,0,0,0.16450893552222,0,0.070349730684433,0,0,0
INNBCL,23.1974360700942,64.4761694175446,-0.984193459047932,-43.243630417186,-4.37249057743702,41.3361628851995,0,-49.7306723300874,0,0,-32.0510410956191,48.2267608358851,0,4.14515697466567,6.21486843351719,7.19892402309643,-8.47669922429729,0,-81.6092460018674,-19.3243207863999
BSV,0,0.117323719011373,0.00742724277447181,0,0.77532092516323,0.172716573153465,0,0,-1.38777878078145e-17,0,0,0,0,-0.125515048363974,0,0,0.0912736750708428,0,0,-0.014716614514585
EOS,0,0,0,0,0.282826654268321,0.233085305415345,0,0,0,0.0898155813646859,0,0,0,-0.0217143306369515,0.352273037236204,-0.0119456362002239,0,0,0,-0.000763249317203975
BNB,0,0,0.00236384581385203,0,0.170982446761294,0,-0.00650476321201586,0,0.595377365089825,0,0.242362614852746,0,0,-0.0278325179932849,0,-0.0286811187943195,-0.0273843068461594,0,0,0
XTZ,0,0.640553284703447,0,0,0,0,0,0,0,0.417706244269356,0,0,0,0,0,0,0,0,0,0
LEO,0,0.0423701926425471,0.0066757504138082,0,0,0,0,0.0552191950197483,0,0.0706395006078036,0.156195544665418,0,0,-0.100856717477637,-0.32507015401184,0,0.00708215490118416,0,0,0
XLM,0,0,-0.00126253448963762,0,0,0.308424640966809,-0.00110953013429709,0.0701493281992572,0,0.195156959219954,0.092871645838565,0,0,0.0929892689152459,0.0748080763024847,0,0,0,0,0
TAGZ5,0,0.41111884490985,0.0287570917873001,0,0,0,0.00420748979402273,0,0,0,0,0,0,0,0,0,-0.00525518975078421,0,0,0
TRX,0,0,0.0076115104334782,0.493707361020876,0,0.374050481806924,-0.00265713157382994,0.164095671138561,0.111057484350449,0,0,0,0,0.0131281046208354,0,0,-0.0801062925903652,0,0,0.0262672826248413
BV010082.Index,0,0.0636031915480013,0.00512212284929284,0,0,0,-0.00684870560093623,0.82401348589688,-1.316965489697,-0.251379375592202,-0.783337305343345,0,0,0.266061251302086,1.17850844364329,0,0.18964225816414,0,0.461320398993336,0
CVIX.Index,0,0,-0.0338100667666571,0,0,0.370391871271632,0.00370598443343492,0,0,0,-0.288576860278609,0,0,0,0,0.358830560094221,0,0,-1.59312855066518,0.089366509893189
DXY.Curncy,0,0,0.00448320865390255,0,-0.0385053522049518,0.0266494777243369,0.000921969729442865,0,0,8.67361737988404e-19,0,0,0,0.0170904980832955,0,0.00995642153740165,-0.0275901633682455,0,0,-0.0243442894348355
SPX.Index,0,0,-0.0144320309686453,0,0.0123762142499503,0,-0.00259989690336382,0,0,0,0.00881982057647542,0,0,0,0,0,0,0,0,-0.258416242002448
VIX.Index,0,0,0,0,0,0,-0.00839118682333529,-0.0976683245683648,0,0,0.0747558521936703,0,0,0.0913180617155586,0,0,0,0,-2.98746175661627,0
