,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0565292521000261,0,0.0949486688197674,0.0337001335289961,0.065336248876409,-0.07362730549535,0,0,-0.196885864657898,0,0.0160236249574242,0.082887538259617,0,-0.0647152727436841,0,0,-0.0831788569650282
ETH,0.231894392946871,0,-0.139018179450799,0,0.128848516358053,0.145347838169337,-0.115767513685387,1.0051207716871,1.38777878078145e-17,0,0.056340689729853,-0.360706484883453,0.00673789830657069,0,0,0,0,0
XRP,-0.10756401814621,0,0,0.00191701064244654,0.406643370604128,-0.0234288467410275,-0.174522176302568,0.39215783206539,0.312733833843764,0,3.46944695195361e-18,-0.0941404022657351,0.0256176914753202,1.85870560184762,-0.164580427943575,0,0,0
LTC,0,-0.533805355791371,0.393318333424021,0,0,0.458351013169365,-0.167022064555234,0,0,0.3790259807622,0,-0.25016959145084,0,0,0,0,0,0
DASH,0,0,0.159428790050237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,-0.196671213192715,0.0883305758343718,0.571608424424637,0,-0.0959461826769363,0,0,8.67361737988404e-19,-0.196212888120174,0.238957520106237,0,0,-0.814474210932091,0,0,-0.160679604031269
XEM,0,-0.0853341733408213,0,-0.0873291768284769,0,0,0,0,0.0879005750856776,-0.375987140348034,0,0,0,0,-0.880119247184636,0,0,-0.491887564766528
XMR,0,0.19793330655431,0.13772542970243,0.0566856788306984,0,0,0,0,-0.107202106110578,0,0,0.157771811690321,0.0164268365108933,0,0.0247714531867833,0,0,-0.0284123324068438
ZEC,0,0,0.225937984156962,0,0,0,0.126470943051857,0,0,0,0.0669341583899844,0.294503539050024,-0.0226546268522926,0,0,0,0,0
DOGE,-1.90281898602941,0.212978655650222,0,0.441802011664712,0.0660878723644837,0.123493139917974,-0.135228029395401,0,0.0755653163201834,0,0,0.233512965288598,0.263877403108602,0,-0.396320675948181,0,0,-0.277649926530524
XLM,0,0,0.16899919978835,0.152394916140858,0,0,0.0147227703183385,0,0.34751451955275,0.121821871221745,0,0,0,0,0,0,0,0.042208883374624
NEO,0,0,0,0,0.128132989398161,0,0,0,0.389548324017756,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0524999115160282,0,0,0,0,0,0,0,0,0,0,0.00994408758936492,0,0,0,0,-0.0828664637790872
CVIX.Index,0,0,-0.0457564395765735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.0188931402228717,0.00412888166014393,0,0,0,-0.00815821280855556,0,0,0,0,0,0,0,0,0,0,0.0217927673101248
SPX.Index,0,0,0,0.00744902318660182,0,0.00323952565120224,0.00636500457815532,0.0666694101710542,-0.0269170423706813,0.000330497684967164,0.00707492228574353,-0.0267558922659073,0.00230630156736465,0,-0.0305365736013425,0,0,-0.0524468374599326
VIX.Index,0,-0.300349462590345,-0.127390362157635,0,0.59666254178685,-0.157068284882881,-0.52386350005998,0,0.406131482398981,0,0,-0.313792856785265,0.0325356052680184,-3.57927221325092,-1.13836335652508,0,0,0
